the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000FBD40C04DCD154C0365CED3377DE4140,54897,0101000020110F0000E68C40BBA6AE61C1A94748FDAD445041,54360,>1m <=5m,ATBI DATABASE,,1446853738000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293900,3957285,35.738006,-83.27905,Cosby Creek,Indian Camp Creek,3056.080078,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446853738000,GRSM,UNR,,9,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1061251200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E61000001D75E9FCE7D854C00B928C160CDC4140,54894,0101000020110F0000964175D8A2B461C1F4C3EB4426425041,54357,>1m <=5m,ATBI DATABASE,,1446853737000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283890,3955426,35.719112,-83.389155,Little Pigeon River Middle,,1546.661865,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446853737000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1160006400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000917C20D778E654C084FB91BA0ED74140,54875,0101000020110F0000F2C2155728C061C1CFC45560EE3C5041,54338,>1m <=5m,ATBI DATABASE,,1446853725000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264598,3951589,35.68013,-83.601121,Little River-Goshen Prong,Jay Bird Branch,3119.575195,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446853725000,GRSM,UNR,,4,,,Laurel Falls Trail,Little River Gorge Road,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175472000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000A6013ACEF8E554C0C33E5436C6D54140,54877,0101000020110F0000A13CA799BBBF61C1EA684EE9963B5041,54340,>1m <=5m,ATBI DATABASE,,1446853726000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265276,3950458,35.670105,-83.593307,Little River-Goshen Prong,Laurel Branch,2314.616943,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446853726000,GRSM,UNR,,6,,,Laurel Falls Quiet Walkway,Fighting Creek Gap Road,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E61000008B32F59C0FE054C0F511AB589FD74140,54880,0101000020110F00009A630472B6BA61C190498A96853D5041,54343,>1m <=5m,ATBI DATABASE,,1446853728000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273678,3951843,35.684543,-83.500949,Le Conte Creek,Le Conte Creek,2106.877197,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446853728000,GRSM,UNR,,3,,,Twin Creeks Trail,Twin Creeks Research Lab Access,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,flight intercept trap, , ,cert,ATBI Coleoptera Survey
0101000020E61000000F796B6303E054C0CC73CF8A8DD74140,54882,0101000020110F0000107C1910ACBA61C18DA3BDF8723D5041,54345,>1m <=5m,ATBI DATABASE,,1446853729000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273744,3951781,35.684,-83.500203,Le Conte Creek,Le Conte Creek,2151.88623,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446853729000,GRSM,UNR,,6,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,flight intercept trap,No, ,cert,ATBI Coleoptera Survey
0101000020E61000005E10DD289CE154C01DC04685F6D44140,54879,0101000020110F000028FE813B07BC61C186BF9DCABD3A5041,54342,>1m <=5m,ATBI DATABASE,,1446853727000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271428,3949594,35.663766,-83.525152,West Prong Little Pigeon River Upper,,1846.054688,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446853727000,GRSM,UNR,,7,,,Riverview Quiet Walkway,Quiet Walkway Parking # 2,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175472000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000D9BA58D424EB54C003156F1397CF4140,54871,0101000020110F0000BCC2181820C461C17C0EAE5720355041,54334,>1m <=5m,ATBI DATABASE,,1446853722000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257814,3945294,35.621791,-83.674119,Little River-Crooked Creek,Middle Prong Little River,1778.191162,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446853722000,GRSM,UNR,,8,,,Middle Prong Trail,Upper Tremont Road,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175558400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000002184B5019DF154C04E02567988CC4140,54867,0101000020110F00006AE199AF9EC961C139CE50CCEE315041,54330,>1m <=5m,ATBI DATABASE,,1446853720000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248582,3942898,35.597908,-83.775204,Abrams Creek Upper,Cooper Branch,1996.955566,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446853720000,GRSM,UNR,,4,,,Cades Cove Nature Trail,Cades Cove Campground Segment A,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1016755200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000811EAF42B5FA54C07413F951F4D14140,54865,0101000020110F00009316981258D161C1443F20C798375041,54328,>1m <=5m,ATBI DATABASE,,1446853719000,DERV,BLOCKHOUSE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235844,3947970,35.640262,-83.917309,Abrams Creek Lower,Kingfisher Creek,2025.84314,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446853719000,GRSM,UNR,,4,,,Gold Mine Trail,Look Rock Campground Road A,Valid,Stelidota_octomaculata,Stelidota  octomaculata,36932,Sap-feeding Beetle 04,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993859200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Nitidulidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
