the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000BAEDF99CC6FA54C0840CFF51AABC4140,175825,0101000020110F0000C42C6FCF66D161C177CB802F5F215041,175441,>1m <=5m,ATBI DATABASE,,1446917947000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235201,3929519,35.473941,-83.918368,Chilhowee Lake,Cooper Camp Branch,2123.134766,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917947000,GRSM,UNR,,10,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C9A94AAC23EE54C02C66F153F6D34140,176069,0101000020110F0000A8B2E45FABC661C1B16914FEB1395041,175684,>1m <=5m,ATBI DATABASE,,1446918079000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253679,3949200,35.655948,-83.720923,Little River-Crooked Creek,,2038.139771,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918079000,GRSM,UNR,,7,,,Chestnut Top Trail,Lc Pullout Parking @ Mp 1.09,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1357603200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000005D57A11B76EE54C0669622D8BCD34140,175311,0101000020110F00006027F762F1C661C18D9086E875395041,175679,>1m <=5m,ATBI DATABASE,,1446918076000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253218,3949018,35.654194,-83.725955,Little River-Crooked Creek,,2245.866699,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918076000,GRSM,UNR,,6,,,Chestnut Top Trail,Laurel Creek Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1357603200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000EED5523608EB54C0690FC52E5BD34140,176076,0101000020110F00006F621ACA07C461C16E29DED40F395041,175691,>1m <=5m,ATBI DATABASE,,1446918083000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258061,3948554,35.651213,-83.672372,Little River-Crooked Creek,,2426.032471,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918083000,GRSM,UNR,,1,,,Lumber Ridge Trail,Little River Gorge Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1131840000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,General
0101000020E6100000E92F82C6ACE954C0FC20A997F5D24140,176087,0101000020110F000014CF17B6E0C261C11B2D08A7A5385041,175702,>1m <=5m,ATBI DATABASE,,1446918089000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259972,3948158,35.648113,-83.651166,Little River-Goshen Prong,,2248.326416,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918089000,GRSM,UNR,,2,,,Meigs Creek Trail,Little River Gorge Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1131840000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,General
0101000020E61000001F080F21EEE954C0D9C1F8D17FD24140,176084,0101000020110F00001DC25A3718C361C10F84D1902A385041,175699,>1m <=5m,ATBI DATABASE,,1446918088000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259600,3947769,35.644519,-83.655155,Little River-Crooked Creek,Spruce Flats Branch,2450.095215,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918088000,GRSM,UNR,,7,,,Meigs Mountain Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1131840000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,General
0101000020E6100000910A42FDF7E954C00B8DFA00B1D24140,176083,0101000020110F00000A62289720C361C18A9DD4F75D385041,175698,>1m <=5m,ATBI DATABASE,,1446918087000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259550,3947937,35.64602,-83.655757,Little River-Crooked Creek,Spruce Flats Branch,2404.11792,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918087000,GRSM,UNR,,8,,,Lumber Ridge Trail,Little River Gorge Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1358035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000418FD76AACE654C0858EFA440ED74140,176105,0101000020110F00004F21012554C061C1EE9462E5ED3C5041,175718,>1m <=5m,ATBI DATABASE,,1446918098000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264313,3951595,35.680116,-83.604269,Little River-Goshen Prong,Jay Bird Branch,3265.726318,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446918098000,GRSM,UNR,,4,,,Laurel Falls Trail,Little River Gorge Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969494400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009172652094E654C04ACB34D900D74140,176107,0101000020110F0000172EAD833FC061C14D540FDDDF3C5041,175720,>1m <=5m,ATBI DATABASE,,1446918099000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264446,3951546,35.679707,-83.602787,Little River-Goshen Prong,Jay Bird Branch,3316.533447,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446918099000,GRSM,UNR,,7,,,Laurel Falls Trail,Little River Gorge Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969494400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CE3C1ED2A6E154C0A270C9B383C44140,176122,0101000020110F000072ED764910BC61C1A58EC6878F295041,175735,>1m <=5m,ATBI DATABASE,,1446918107000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271003,3935339,35.535262,-83.525803,Forney Creek,,3679.665039,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446918107000,GRSM,UNR,,6,,,Forney Creek Trail,Clingmans Dome Road Parking #3,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C5849E4E0BE054C04FD9E0B9C1C04140,176125,0101000020110F000064F6CCC9B2BA61C16FE1BEB8A3255041,175737,>1m <=5m,ATBI DATABASE,,1446918108000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273198,3932024,35.505905,-83.500686,Noland Creek,Mill Creek,2822.035645,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446918108000,GRSM,UNR,,6,,,Springhouse Branch Trail,Lakeview Drive East,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056326400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000758EF03F17E054C0E4B0EF1B43C04140,176123,0101000020110F0000CF4462EEBCBA61C1A38A3FA01F255041,175736,>1m <=5m,ATBI DATABASE,,1446918107000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273121,3931597,35.502041,-83.501415,Noland Creek,Mill Creek,2788.004395,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446918107000,GRSM,UNR,,6,,,Springhouse Branch Trail,Lakeview Drive East,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085356800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DACAC775CE654C0B24EF56146C04140,176104,0101000020110F0000CB8B3B3E10C061C165CF820A23255041,175717,>1m <=5m,ATBI DATABASE,,1446918097000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264233,3931838,35.502141,-83.59939,Forney Creek,,4381.450195,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446918097000,GRSM,UNR,,7,,,Bear Creek Trail,Lakeview Drive East Parking #4,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149638400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B1902317A8EE54C0ADB1D62031C84140,176064,0101000020110F000021EB31D61BC761C1AC5A3D40662D5041,175678,>1m <=5m,ATBI DATABASE,,1446918075000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252664,3939018,35.563992,-83.729005,Eagle Creek,Anthony Creek,4935.576172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446918075000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000007D3D2F7AE6E854C064BEE3EBDDCB4140,176098,0101000020110F00005DC9EF4B38C261C17B51B7A93C315041,175712,>1m <=5m,ATBI DATABASE,,1446918095000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260903,3941981,35.592703,-83.639063,Little River-Crooked Creek,,3414.946777,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918095000,GRSM,UNR,,10,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000317AB30850E954C0FF2EF129BBCB4140,176093,0101000020110F000094202BF291C261C12C60895C18315041,175708,>1m <=5m,ATBI DATABASE,,1446918093000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260316,3941879,35.591642,-83.645506,Little River-Crooked Creek,,3988.394531,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918093000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001994095550E954C0EFF0A84FB7CB4140,176092,0101000020110F00006E3D003392C261C1D0F7735614315041,175707,>1m <=5m,ATBI DATABASE,,1446918092000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260314,3941866,35.591525,-83.645524,Little River-Crooked Creek,,4005.142822,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918092000,GRSM,UNR,,8,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,838166400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005CADCA5350E954C082681804B7CB4140,176091,0101000020110F0000A065F13192C261C11259880714315041,175706,>1m <=5m,ATBI DATABASE,,1446918092000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260314,3941865,35.591516,-83.645524,Little River-Crooked Creek,,4005.142822,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918092000,GRSM,UNR,,8,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B68AAF8A38E954C0D6BF8AE48FCB4140,176095,0101000020110F00001D9C76FE7DC261C1CFD9442BEB305041,175710,>1m <=5m,ATBI DATABASE,,1446918094000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260442,3941729,35.590322,-83.644072,Little River-Crooked Creek,,3936.14209,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918094000,GRSM,UNR,,9,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837993600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E57EF78941E954C0C5B9C9596CCB4140,176094,0101000020110F00000702A4A285C261C168C7A50CC6305041,175709,>1m <=5m,ATBI DATABASE,,1446918093000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260389,3941610,35.589237,-83.644621,Little River-Crooked Creek,Double Trestle Branch,3960.17334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918093000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837216000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006A67D08451EA54C04B5C1347A8CD4140,176077,0101000020110F00006773BEA06CC361C1832B6F6C1B335041,175692,>1m <=5m,ATBI DATABASE,,1446918083000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258937,3943587,35.606691,-83.661221,Little River-Crooked Creek,Sams Creek,2716.58252,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918083000,GRSM,UNR,,6,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000075CDF611CDE954C07CE5443219CC4140,176085,0101000020110F0000E644A523FCC261C1797666927A315041,175700,>1m <=5m,ATBI DATABASE,,1446918088000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259633,3942216,35.594512,-83.653137,Little River-Crooked Creek,Sams Creek,3455.006836,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918088000,GRSM,UNR,,10,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004184CAE8F5E854C0F4902DFBD0CD4140,176096,0101000020110F00000424306745C261C1986770F145335041,175711,>1m <=5m,ATBI DATABASE,,1446918094000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260863,3943673,35.607933,-83.640005,Little River-Crooked Creek,Lynn Camp Prong,2995.115723,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918094000,GRSM,UNR,,10,,,Middle Prong Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,966297600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005D61993593E954C0C2A63B4011CE4140,176090,0101000020110F000023D87FFFCAC261C16409E81489335041,175705,>1m <=5m,ATBI DATABASE,,1446918091000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259999,3943914,35.609895,-83.649606,Little River-Crooked Creek,Woodchuck Branch,2875.320801,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918091000,GRSM,UNR,,6,,,Middle Prong Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000997A5A3493E954C02444ADF410CE4140,176089,0101000020110F00004F0071FECAC261C1A605FAC588335041,175704,>1m <=5m,ATBI DATABASE,,1446918091000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259999,3943913,35.609886,-83.649606,Little River-Crooked Creek,Woodchuck Branch,2871.855225,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918091000,GRSM,UNR,,5,,,Middle Prong Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FAC425BA93E954C033815AC00FCE4140,176088,0101000020110F00000EA21270CBC261C10A0FE38387335041,175703,>1m <=5m,ATBI DATABASE,,1446918090000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259996,3943909,35.609849,-83.649637,Little River-Crooked Creek,Woodchuck Branch,2871.855225,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918090000,GRSM,UNR,,6,,,Middle Prong Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000000151EE4618EA54C0032392959DCE4140,176081,0101000020110F0000F44532033CC361C1885D4DAF1B345041,175696,>1m <=5m,ATBI DATABASE,,1446918086000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259276,3944409,35.614177,-83.657728,Little River-Crooked Creek,Lynn Camp Prong,2453.944336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918086000,GRSM,UNR,,8,,,Middle Prong Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000393248BA19EA54C08C13C7D09DCE4140,176080,0101000020110F00003CC1953E3DC361C1BBE727ED1B345041,175695,>1m <=5m,ATBI DATABASE,,1446918085000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259268,3944410,35.614184,-83.657816,Little River-Crooked Creek,Lynn Camp Prong,2453.944336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918085000,GRSM,UNR,,10,,,Middle Prong Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,835228800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000089918BE819EA54C0E23CBDCE9DCE4140,176079,0101000020110F0000AB55E0653DC361C1CFBC06EB1B345041,175694,>1m <=5m,ATBI DATABASE,,1446918085000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259267,3944410,35.614184,-83.657827,Little River-Crooked Creek,Lynn Camp Prong,2453.944336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918085000,GRSM,UNR,,10,,,Middle Prong Trail,Upper Tremont Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004729D7CA5AEE54C0E215869DA9CD4140,176065,0101000020110F000068A5FC2FDAC661C1FD8928D21C335041,175680,>1m <=5m,ATBI DATABASE,,1446918077000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253223,3943748,35.606732,-83.724287,Little River-Crooked Creek,,2521.462402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446918077000,GRSM,UNR,,3,,,Bote Mountain Trail,Laurel Creek Road,Valid,Gaylussacia_ursina,Gaylussacia  ursina,17109,Bear Huckleberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1134864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,prob.,ATBI
