the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A1C1FCCE1CDA54C036952DE876BE4140,32397,0101000020110F0000229D8120A9B561C17DAF75903F235041,31556,>1m <=5m,ATBI DATABASE,,1446841012000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281557,3929828,35.487997,-83.408004,Deep Creek,Indian Creek,2285.814453,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446841012000,GRSM,UNR,,7,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008DBA5C18D7DB54C004EED970E1BA4140,32395,0101000020110F00001050DAC220B761C1A6539AC1821F5041,31554,>1m <=5m,ATBI DATABASE,,1446841011000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279031,3926782,35.459998,-83.434999,Deep Creek,,1836.47522,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446841011000,GRSM,UNR,,5,,,Noland Divide Trail,Deep Creek Campground Loop 1,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000329504FC68D054C03BF524979CE24140,32417,0101000020110F00009BA2489D6BAD61C198CA54C604495041,31576,>1m <=5m,ATBI DATABASE,,1446841023000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296031,3960831,35.770397,-83.256404,Cosby Creek,Cricket Branch,2054.198975,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446841023000,GRSM,UNR,,7,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,998438400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,32427,0101000020110F000042805D891DAB61C127EC9D93094A5041,31586,>1m <=5m,ATBI DATABASE,,1446841028000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446841028000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1034380800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,at light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000036EB29C570CD54C0AD2C247C89E14140,32432,0101000020110F0000DDB1D3F6E5AA61C1A9027DD2E4475041,31591,>1m <=5m,ATBI DATABASE,,1446841030000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300205,3959804,35.762001,-83.210004,Cosby Creek,Cosby Creek,2040.874756,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446841030000,GRSM,UNR,,5,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1000512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000B65726C9A1CD54C014849A3DAAE14140,32428,0101000020110F000091DDD5970FAB61C160B0211B07485041,31587,>1m <=5m,ATBI DATABASE,,1446841028000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299937,3959921,35.763001,-83.212996,Cosby Creek,Fletcher Spring Branch,2042.455811,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446841028000,GRSM,UNR,,6,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,999993600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000002562B753E3CD54C0B435E2D618E44140,32422,0101000020110F0000B994E04147AB61C13F31B2D4924A5041,31581,>1m <=5m,ATBI DATABASE,,1446841025000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299623,3962037,35.782001,-83.216996,Cosby Creek,Fletcher Spring Branch,1669.737183,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446841025000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1002672000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000793E332304CE54C0CC4F14625AE44140,32420,0101000020110F000033C08F1F63AB61C184E32A73D74A5041,31579,>1m <=5m,ATBI DATABASE,,1446841025000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299447,3962263,35.784001,-83.218999,Cosby Creek,Cosby Creek,1650.478271,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446841025000,GRSM,UNR,,8,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1000598400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003C2859C8C8C654C049ABF4EF47E14140,32442,0101000020110F0000CFEB59C43EA561C13201D737A0475041,31601,>1m <=5m,ATBI DATABASE,,1446841035000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309604,3959375,35.760001,-83.106001,Big Creek,Chestnut Branch,1627.269409,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446841035000,GRSM,UNR,,3,,,Chestnut Branch Trail,Big Creek Ranger Station Parking,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000D116F6052BC754C0D16D032321D04140,32441,0101000020110F000012EDEC3392A561C1776BCD97B0355041,31600,>1m <=5m,ATBI DATABASE,,1446841035000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308742,3944522,35.626004,-83.111997,Upper Cataloochee Creek,Palmer Creek,2738.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446841035000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023408000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C973BF3B60C554C006DEB12E27D14140,32443,0101000020110F00000C1D6C8D0CA461C1EE8C5E68C2365041,31602,>1m <=5m,ATBI DATABASE,,1446841036000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311297,3945355,35.634001,-83.083995,Lower Cataloochee Creek,Lower Double Branch,2622.016602,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446841036000,GRSM,UNR,,7,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Scoparia_biplagialis,Scoparia  biplagialis,35979,Double-striped Scoparia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Crambidae,Scopariinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
