the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000071674525CCEE54C08CF4BDEE03BD4140,218332,0101000020110F00006B6259753AC761C11D9D5CA4BC215041,218268,>1m <=5m,ATBI DATABASE,,1446942415000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252196,3929336,35.476676,-83.731206,Hazel Creek,Hickory Bottom Branch,1810.999878,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446942415000,GRSM,UNR,,3,,,Lakeshore Trail,Lakeview Drive West,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000DB5A823308D454C09C3D5644DBC94140,218349,0101000020110F0000A79591197FB061C19C339032232F5041,218285,>1m <=5m,ATBI DATABASE,,1446942425000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290409,3939495,35.576997,-83.312997,Bradley Fork,Chasteen Creek,2371.937988,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446942425000,GRSM,UNR,,5,,,Bradley Fork Trail,Bradly Fork Trail Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000772FF7C9F1D254C0197E934D89C14140,218351,0101000020110F0000A5F9ECA492AF61C116D27DF273265041,218287,>1m <=5m,ATBI DATABASE,,1446942426000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291781,3932248,35.511996,-83.296004,Lower Oconaluftee River,,2043.470581,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446942426000,GRSM,UNR,,6,,,Nations Cemetery Access,Access Road To Big Cove Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023667200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E61000002BEE21DC22D354C0FFA3035A06C14140,218350,0101000020110F0000F560FA51BCAF61C102A7BC51EB255041,218286,>1m <=5m,ATBI DATABASE,,1446942426000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291499,3931811,35.507999,-83.298999,Lower Oconaluftee River,,2030.032227,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446942426000,GRSM,UNR,,7,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,525744000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000BDE01000D5DE54C0D1DB35A766C84140,218341,0101000020110F0000EBC39C3EABB961C1E4005C229E2D5041,218277,>1m <=5m,ATBI DATABASE,,1446942420000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275083,3938606,35.565626,-83.481746,Noland Creek,Noland Creek,5729.838379,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446942420000,GRSM,UNR,,7,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000041BE2E9D18DC54C01938C1B314CE4140,218345,0101000020110F000063AF036858B761C179AFE0AF8C335041,218281,>1m <=5m,ATBI DATABASE,,1446942422000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279080,3943432,35.61,-83.438998,Upper Oconaluftee River,Beech Flats Prong,5224.262207,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446942422000,GRSM,UNR,,9,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,526003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E131321704DE54C02CE828CD47D14140,218343,0101000020110F00002AF44AD1F9B861C137365D7EE4365041,218279,>1m <=5m,ATBI DATABASE,,1446942421000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276432,3946273,35.634997,-83.468996,West Prong Little Pigeon River Upper,,3412.193848,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942421000,GRSM,UNR,,2,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023667200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000252BBF9FE9DE54C0A3ADDD850CD24140,218342,0101000020110F00004B9EA5C2BCB961C135E82612B2375041,218278,>1m <=5m,ATBI DATABASE,,1446942421000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275180,3946971,35.641,-83.483005,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3139.299316,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942421000,GRSM,UNR,,4,,,Bullhead Trail,Newfound Gap Road North,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000091252AE9FBD954C09380F8D070DD4140,218347,0101000020110F00003982D92F8DB561C11BB5F9759B435041,218283,>1m <=5m,ATBI DATABASE,,1446942424000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282396,3956671,35.729998,-83.405996,Little Pigeon River Middle,Injun Creek,1430.831787,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446942424000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969408000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000EB42790D64D854C0A324A5528CDA4140,218348,0101000020110F00000CBBF7CA32B461C14CF285D994405041,218284,>1m <=5m,ATBI DATABASE,,1446942424000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284587,3954109,35.7074,-83.381103,Little Pigeon River Upper,Middle Prong Little Pigeon River,1687.616699,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446942424000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001A1BCEBD66E954C0A94B54DCA9D74140,218339,0101000020110F00002D523D3BA5C261C171640495903D5041,218275,>1m <=5m,ATBI DATABASE,,1446942419000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260469,3952225,35.684864,-83.646892,Little River-Goshen Prong,Sweetwater Branch,1729.801514,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942419000,GRSM,UNR,,1,,,Metcalf Bottoms Trail,Wear Cove Gap Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D3088EAF43EB54C075C5DA5960D54140,218338,0101000020110F00002891E54C3AC461C1F263866C2C3B5041,218274,>1m <=5m,ATBI DATABASE,,1446942418000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257780,3950314,35.666996,-83.676002,Little River-Goshen Prong,Little River,1559.004272,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942418000,GRSM,UNR,,10,,,Meigs Creek Trail,Lr Pullout Parking @ Mp 7.969,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A2CBF47B3DEC54C0214CBCC910D24140,218336,0101000020110F0000294E4B740EC561C19ACA3787B6375041,218272,>1m <=5m,ATBI DATABASE,,1446942417000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256321,3947482,35.64113,-83.691249,Little River-Crooked Creek,Middle Prong Little River,1354.772461,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942417000,GRSM,UNR,,6,,,West Prong Trail,Tremont Road Parking Area #3,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023667200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,218337,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,218273,>1m <=5m,ATBI DATABASE,,1446942418000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942418000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969321600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E6100000369BBA37AEE754C01B374E6DDDD44140,218340,0101000020110F000033632E182FC161C16F17538FA33A5041,218276,>1m <=5m,ATBI DATABASE,,1446942419000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,262838,3949734,35.663001,-83.620004,Little River-Goshen Prong,Little River,1926.631104,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942419000,GRSM,UNR,,5,,,Curry Mountain Trail,Little River Gorge Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000BA3904AAB9F154C0B35ABD2320CD4140,218331,0101000020110F0000B44E5406B7C961C1AAD066378D325041,218267,>1m <=5m,ATBI DATABASE,,1446942414000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248438,3943416,35.602536,-83.776953,Abrams Creek Upper,Stillhouse Branch,1898.696411,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942414000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Residence Road A,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000E636F341D5F554C099931F0A49CB4140,218328,0101000020110F0000E33EB62434CD61C112A8DD2BA1305041,218264,>1m <=5m,ATBI DATABASE,,1446942413000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242576,3941987,35.58816,-83.841137,Abrams Creek Upper,,1758.333496,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942413000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023667200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005D75A62E8BF354C0E60ED94FA5D24140,218329,0101000020110F0000F241AF6342CB61C129BAA6BF51385041,218265,>1m <=5m,ATBI DATABASE,,1446942413000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246000,3948274,35.645663,-83.805366,Little River-Hesse Creek,,1949.573486,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942413000,GRSM,UNR,,6,,,Ace Gap Trail,Rich Mountain Road (closed Winter),Valid,Monopis_marginistrigella,Monopis  marginistrigella,25636,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Tineoidea,Tineidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
