the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000FBD40C04DCD154C0365CED3377DE4140,181667,0101000020110F0000E68C40BBA6AE61C1A94748FDAD445041,181168,>1m <=5m,ATBI DATABASE,,1446921233000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293900,3957285,35.738006,-83.27905,Cosby Creek,Indian Camp Creek,3056.080078,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921233000,GRSM,UNR,,9,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1003449600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E61000005336B9D38ED854C02D1730DC14DB4140,181654,0101000020110F000062AF041F57B461C142C14BA923415041,181155,>1m <=5m,ATBI DATABASE,,1446921225000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284362,3954577,35.711567,-83.383713,Little Pigeon River Middle,Little Pigeon River,1636.914429,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921225000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117756800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,sweeping, , ,cert,ATBI Coleoptera Survey
0101000020E6100000D18F9B8174D854C0440130E596DA4140,181657,0101000020110F0000479C55C440B461C191345FE89F405041,181158,>1m <=5m,ATBI DATABASE,,1446921227000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284497,3954147,35.707723,-83.382107,Little Pigeon River Upper,Porters Creek,1671.685791,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921227000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Ramsey Prong Road,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117670400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,UV & MV lights, , ,cert,ATBI Coleoptera Survey
0101000020E61000006AABB01E59D854C0A77E7594C4DA4140,181659,0101000020110F000094BEF58129B461C1CA8AEAB0CF405041,181160,>1m <=5m,ATBI DATABASE,,1446921228000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284652,3954298,35.709117,-83.380435,Little Pigeon River Middle,,1677.305664,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921228000,GRSM,UNR,,6,,,Old Settlers Trail,Old Settlers,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117756800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,UV & MV lights, , ,cert,ATBI Coleoptera Survey
0101000020E61000004D90D1345AD854C0DF0583D84ADA4140,181658,0101000020110F0000A9AF2C6E2AB461C11EFDCA5D50405041,181159,>1m <=5m,ATBI DATABASE,,1446921227000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284636,3953886,35.705402,-83.380502,Porters Creek,,1776.036377,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921227000,GRSM,UNR,,4,,,Old Settlers Trail,Ramsey Prong Road,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,by hand,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000A60DDDA5FAEF54C0A3F440BC52D14140,181606,0101000020110F0000A529AB5F3BC861C1D95A5CEBEF365041,181107,>1m <=5m,ATBI DATABASE,,1446921195000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251012,3946985,35.635331,-83.749669,Little River-Crooked Creek,,1664.071533,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446921195000,GRSM,UNR,,5,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1186876800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,"Malaise trap, canopy", , ,cert,ATBI Coleoptera Survey
0101000020E6100000AE1B8E651CEC54C0DC305AECDBD14140,181607,0101000020110F0000493C615AF2C461C1664B31487F375041,181108,>1m <=5m,ATBI DATABASE,,1446921195000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256499,3947298,35.639517,-83.689229,Little River-Crooked Creek,Middle Prong Little River,1374.337524,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446921195000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Activity Center Parking South,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,935107200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E3B228F1BBE254C05AE0D201EECD4140,181615,0101000020110F00009D5569A5FBBC61C1F690B64364335041,181116,>1m <=5m,ATBI DATABASE,,1446921200000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269680,3943539,35.608819,-83.542717,Little River-Goshen Prong,Wars Branch,3261.746094,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446921200000,GRSM,UNR,,1,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1007510400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000007187371218F654C06C2B507425CC4140,181583,0101000020110F00002D015FE36CCD61C14134EF5F87315041,181085,>1m <=5m,ATBI DATABASE,,1446921183000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242228,3942744,35.594886,-83.845215,Abrams Creek Upper,,1713.023315,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446921183000,GRSM,UNR,,5,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091318400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E610000033334F88A2F554C0B3CD3CA28ACB4140,181590,0101000020110F0000BED0001009CD61C1B2A232ADE5305041,181091,>1m <=5m,ATBI DATABASE,,1446921186000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242863,3942201,35.590161,-83.838041,Abrams Creek Upper,,1783.1875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446921186000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E610000013822F2E50F054C0569DEBC185D14140,181605,0101000020110F00003ECA380484C861C1573BB33C25375041,181106,>1m <=5m,ATBI DATABASE,,1446921194000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250544,3947171,35.636888,-83.75489,Little River-Crooked Creek,,1738.811646,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446921194000,GRSM,UNR,,6,,,Scott Mountain Trail,Laurel Creek Road,Valid,Harmonia_axyridis,Harmonia  axyridis,18381,Multicolored Asian Lady Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118448000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Coccinellidae, ,~,UV & MV lights, , ,cert,ATBI Coleoptera Survey
