the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000071674525CCEE54C08CF4BDEE03BD4140,199502,0101000020110F00006B6259753AC761C11D9D5CA4BC215041,199357,>1m <=5m,ATBI DATABASE,,1446931766000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252196,3929336,35.476676,-83.731206,Hazel Creek,Hickory Bottom Branch,1810.999878,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446931766000,GRSM,UNR,,3,,,Lakeshore Trail,Lakeview Drive West,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000051D96CEF3ED54C0EC5F7D2F4ABC4140,199503,0101000020110F0000004FD1B882C661C1F4AD28EEFA205041,199358,>1m <=5m,ATBI DATABASE,,1446931767000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253377,3928674,35.471007,-83.718002,Hazel Creek,Hazel Creek,1753.534302,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446931767000,GRSM,UNR,,6,,,Hazel Creek Trail,Lakeview Drive West,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000C26E758C8DE054C03507B10845BD4140,199517,0101000020110F00007510096721BB61C1D116C28900225041,199372,>1m <=5m,ATBI DATABASE,,1446931775000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272400,3929020,35.478662,-83.508635,Noland Creek,,2158.931152,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446931775000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,585273600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000A1C1FCCE1CDA54C036952DE876BE4140,199522,0101000020110F0000229D8120A9B561C17DAF75903F235041,199377,>1m <=5m,ATBI DATABASE,,1446931778000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281557,3929828,35.487997,-83.408004,Deep Creek,Indian Creek,2285.814453,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446931778000,GRSM,UNR,,7,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,199525,0101000020110F000042805D891DAB61C127EC9D93094A5041,199380,>1m <=5m,ATBI DATABASE,,1446931780000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446931780000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964310400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,at light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000612FE7C159CD54C06C196E9527E04140,199526,0101000020110F00006E9C606BD2AA61C18824637072465041,199381,>1m <=5m,ATBI DATABASE,,1446931781000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300305,3958603,35.751201,-83.208599,Cosby Creek,,2436.110352,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446931781000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1059955200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000EC5C4B6EAC654C0141CDCB290D94140,199532,0101000020110F00008C15BB955BA561C1F387A0AE8D3F5041,199387,>1m <=5m,ATBI DATABASE,,1446931784000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309273,3952692,35.699721,-83.108072,Lower Cataloochee Creek,,4363.957031,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446931784000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993427200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D116F6052BC754C0D16D032321D04140,199530,0101000020110F000012EDEC3392A561C1776BCD97B0355041,199385,>1m <=5m,ATBI DATABASE,,1446931783000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308742,3944522,35.626004,-83.111997,Upper Cataloochee Creek,Palmer Creek,2738.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446931783000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964310400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C973BF3B60C554C006DEB12E27D14140,199533,0101000020110F00000C1D6C8D0CA461C1EE8C5E68C2365041,199388,>1m <=5m,ATBI DATABASE,,1446931784000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311297,3945355,35.634001,-83.083995,Lower Cataloochee Creek,Lower Double Branch,2622.016602,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446931784000,GRSM,UNR,,7,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000009AEB2F1979C354C03B5FEEBE63D24140,199535,0101000020110F0000C5E419D46EA261C180C9AA390D385041,199390,>1m <=5m,ATBI DATABASE,,1446931785000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314012,3946370,35.643662,-83.054262,Lower Cataloochee Creek,Hoglen Branch,3524.707764,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446931785000,GRSM,UNR,,1,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184889600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,black light trap, ,day,cert,Noctuidae
0101000020E61000000AA4103D33C354C082303142AAD14140,199536,0101000020110F0000454D1C7F33A261C1DFDB8D614B375041,199391,>1m <=5m,ATBI DATABASE,,1446931786000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314385,3945734,35.638002,-83.049998,Lower Cataloochee Creek,Winding Stair Branch,3749.368652,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446931786000,GRSM,UNR,,9,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Lapara_coniferarum,Lapara  coniferarum,21691,Southern Pine Sphinx Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,581644800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Bombycoidea,Sphingidae,Sphinginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
