the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C26E758C8DE054C03507B10845BD4140,83747,0101000020110F00007510096721BB61C1D116C28900225041,83256,>1m <=5m,ATBI DATABASE,,1446870261000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272400,3929020,35.478662,-83.508635,Noland Creek,,2158.931152,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446870261000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,605836800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000E28FE4EACEE354C08A976A10EDBB4140,83741,0101000020110F0000B7ECD42EE5BD61C10D8E34D299205041,83250,>1m <=5m,ATBI DATABASE,,1446870257000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267754,3927974,35.468165,-83.5595,Forney Creek,Gray Wolf Creek,2105.979492,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446870257000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E610000055FCF18714C654C0F34F3070B4D84140,83761,0101000020110F00009630E5ADA5A461C109B68256A73E5041,83270,>1m <=5m,ATBI DATABASE,,1446870269000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310440,3951921,35.693,-83.094999,Lower Cataloochee Creek,,3601.62915,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446870269000,GRSM,UNR,,7,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000AA4103D33C354C082303142AAD14140,83774,0101000020110F0000454D1C7F33A261C1DFDB8D614B375041,83283,>1m <=5m,ATBI DATABASE,,1446870276000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314385,3945734,35.638002,-83.049998,Lower Cataloochee Creek,Winding Stair Branch,3749.368652,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446870276000,GRSM,UNR,,9,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,587088000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C937B3A7CEC754C0C476ED8EA9CE4140,83760,0101000020110F00008AD0E42C1DA661C1D46CB43128345041,83269,>1m <=5m,ATBI DATABASE,,1446870269000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307810,3943270,35.614543,-83.121984,Upper Cataloochee Creek,Rough Fork,2843.140869,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446870269000,GRSM,UNR,,5,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,605836800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E610000097C30A91B5C454C03CD49CE7C8CA4140,83766,0101000020110F00004463E49A7BA361C1844FE05A1B305041,83275,>1m <=5m,ATBI DATABASE,,1446870272000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312124,3939816,35.584249,-83.073578,Lower Johnathans Creek,,4800.433594,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446870272000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926467200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1BB9F2AB1C454C0C4649D36D2CA4140,83769,0101000020110F0000439339DE77A361C1BB4A7C1325305041,83278,>1m <=5m,ATBI DATABASE,,1446870273000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312149,3939847,35.584533,-83.073309,Lower Johnathans Creek,,4827.102051,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446870273000,GRSM,UNR,,7,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1019174400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000015B75DAACAC454C0EBEC30A2C4CA4140,83765,0101000020110F000077033D868DA361C1C42D00E516305041,83274,>1m <=5m,ATBI DATABASE,,1446870271000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312007,3939804,35.584119,-83.074866,Lower Johnathans Creek,,4783.5625,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446870271000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1120003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1C3CB0B64C454C02B0370BBE9C94140,83773,0101000020110F00003587A25E36A361C19A606D4D322F5041,83282,>1m <=5m,ATBI DATABASE,,1446870275000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312559,3939051,35.577439,-83.068602,Lower Johnathans Creek,,4522.599609,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446870275000,GRSM,UNR,,7,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E1B1DC282BCB54C0BD6DB82538C84140,83759,0101000020110F00002B608C00F8A861C1D13B47946D2D5041,83268,>1m <=5m,ATBI DATABASE,,1446870268000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302929,3937790,35.564207,-83.174505,Lower Raven Fork,,5334.425293,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446870268000,GRSM,UNR,,6,,,Balsam Mountain Nature Trail,Balsam Mountain Campground Road,Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090281600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000772FF7C9F1D254C0197E934D89C14140,83756,0101000020110F0000A5F9ECA492AF61C116D27DF273265041,83265,>1m <=5m,ATBI DATABASE,,1446870267000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291781,3932248,35.511996,-83.296004,Lower Oconaluftee River,,2043.470581,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446870267000,GRSM,UNR,,6,,,Nations Cemetery Access,Access Road To Big Cove Road,Valid,Zale_aeruginosa,Zale  aeruginosa,40534,Green-dusted Zale Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,987897600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Catocalinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
