the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000034EE7ABAF1DA54C0D4815F3CA6BB4140,32043,0101000020110F00005CB4BCF55DB661C11D4C44F64F205041,31205,>1m <=5m,ATBI DATABASE,,1446840821000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280318,3927417,35.466004,-83.421,Deep Creek,Tom Branch,2149.892578,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840821000,GRSM,UNR,,2,,,Wiggins-Watson-Toms Branch Cemetery Access,Tom Branch Road,Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964396800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, ,week,cert,ATBI Lepidoptera TWIG
0101000020E61000008DBA5C18D7DB54C004EED970E1BA4140,32040,0101000020110F00001050DAC220B761C1A6539AC1821F5041,31202,>1m <=5m,ATBI DATABASE,,1446840820000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279031,3926782,35.459998,-83.434999,Deep Creek,,1836.47522,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840820000,GRSM,UNR,,5,,,Noland Divide Trail,Deep Creek Campground Loop 1,Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000BBDA15F0CEC754C065D3E361DBD94140,32059,0101000020110F0000D8E35E6A1DA661C15E9313CADB3F5041,31221,>1m <=5m,ATBI DATABASE,,1446840830000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308018,3952972,35.702001,-83.122002,Lower Cataloochee Creek,Correll Branch,5809.270508,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840830000,GRSM,UNR,,6,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090195200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000AA4103D33C354C082303142AAD14140,32070,0101000020110F0000454D1C7F33A261C1DFDB8D614B375041,31232,>1m <=5m,ATBI DATABASE,,1446840836000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314385,3945734,35.638002,-83.049998,Lower Cataloochee Creek,Winding Stair Branch,3749.368652,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446840836000,GRSM,UNR,,9,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000008D94442EACC454C037E70A3D02CB4140,32067,0101000020110F00008A1D37A273A361C1C551E73A57305041,31229,>1m <=5m,ATBI DATABASE,,1446840834000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446840834000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1060992000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C99A1C3497C454C016F2A26513CA4140,32069,0101000020110F0000380957D161A361C11A9270CF5D2F5041,31231,>1m <=5m,ATBI DATABASE,,1446840835000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312279,3939198,35.57871,-83.071725,Lower Johnathans Creek,,4456.333008,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446840835000,GRSM,UNR,,8,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1154044800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000097C30A91B5C454C03CD49CE7C8CA4140,32062,0101000020110F00004463E49A7BA361C1844FE05A1B305041,31224,>1m <=5m,ATBI DATABASE,,1446840832000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312124,3939816,35.584249,-83.073578,Lower Johnathans Creek,,4800.433594,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446840832000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926812800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B5EF24FEB5C454C04C7A66E9CDCA4140,32060,0101000020110F0000ED7D8DF77BA361C1A4B2779520305041,31222,>1m <=5m,ATBI DATABASE,,1446840831000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312122,3939833,35.584402,-83.073604,Lower Johnathans Creek,,4819.37207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446840831000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,930873600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1BB9F2AB1C454C0C4649D36D2CA4140,32064,0101000020110F0000439339DE77A361C1BB4A7C1325305041,31226,>1m <=5m,ATBI DATABASE,,1446840833000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312149,3939847,35.584533,-83.073309,Lower Johnathans Creek,,4827.102051,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446840833000,GRSM,UNR,,7,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087430400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A206BA933BD754C084ED1DF108CB4140,32052,0101000020110F000017C0FCFE36B361C17030113B5E305041,31214,>1m <=5m,ATBI DATABASE,,1446840826000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285901,3940624,35.586204,-83.363007,Upper Oconaluftee River,Kanati Fork,2929.613281,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840826000,GRSM,UNR,,6,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000001C801A45B6D354C00AE4EE8066C64140,32054,0101000020110F000092D5FF8339B061C1A3F01B77872B5041,31216,>1m <=5m,ATBI DATABASE,,1446840828000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290792,3936489,35.549996,-83.307996,Lower Oconaluftee River,Oconaluftee River,2175.952637,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840828000,GRSM,UNR,,5,,,Newton Bald Concession Horse Trail Loop,Smokemont Horse Concessions Road,Valid,Sciota_subcaesiella,Sciota  subcaesiella,35900,Locust Leafroller,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Phycitinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
