the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005C9E3743E1D254C043D9AA104EC24140,119452,0101000020110F0000FDF3BF9B84AF61C1A3AF5C4041275041,119026,>1m <=5m,ATBI DATABASE,,1446885845000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291888,3932912,35.518001,-83.294995,Lower Raven Fork,,2050.639648,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446885845000,GRSM,UNR,,6,,,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000004100693255D454C03277A42F41C74140,119439,0101000020110F0000B2060B7EC0B061C1ECE022C06B2C5041,119013,>1m <=5m,ATBI DATABASE,,1446885836000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289930,3937250,35.55667,-83.317696,Upper Oconaluftee River,Oconaluftee River,2229.644531,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446885836000,GRSM,UNR,,5,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,614908800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000752B7FAFC2DD54C0E6DD0E9DB6C34140,119425,0101000020110F0000321BDD44C2B861C1E94D077EB9285041,118999,>1m <=5m,ATBI DATABASE,,1446885828000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276499,3934505,35.529004,-83.465004,Noland Creek,,3505.270996,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446885828000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,616809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000BDE01000D5DE54C0D1DB35A766C84140,119424,0101000020110F0000EBC39C3EABB961C1E4005C229E2D5041,118998,>1m <=5m,ATBI DATABASE,,1446885828000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275083,3938606,35.565626,-83.481746,Noland Creek,Noland Creek,5729.838379,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446885828000,GRSM,UNR,,7,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990230400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000069BE0621D9DE54C0FB9F8BAC93C84140,119422,0101000020110F000070074AC0AEB961C1359BBE23CD2D5041,118996,>1m <=5m,ATBI DATABASE,,1446885827000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275064,3938759,35.567,-83.481998,Noland Creek,Noland Creek,5920.010742,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446885827000,GRSM,UNR,,9,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,581644800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000717837657AD954C0450E572F88CA4140,119426,0101000020110F0000B51C7E301FB561C1872E98C4D72F5041,119000,>1m <=5m,ATBI DATABASE,,1446885829000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282711,3940265,35.582274,-83.398091,Deep Creek,Wild Cherry Branch,4581.429199,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446885829000,GRSM,UNR,,9,,,Thomas Divide Trail,Thomas Divide Trail Pullout Parking,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1055203200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000004DFB198393D854C0D42ADEEE43DB4140,119430,0101000020110F0000CF81A6195BB461C1B2EE2FE654415041,119004,>1m <=5m,ATBI DATABASE,,1446885831000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284340,3954737,35.713004,-83.383999,Little Pigeon River Middle,Little Pigeon River,1627.056274,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446885831000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964569600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E3BF57AC95D854C0A3006D8512DB4140,119429,0101000020110F0000A5B684EF5CB461C1F3AF003721415041,119003,>1m <=5m,ATBI DATABASE,,1446885831000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284324,3954570,35.711496,-83.384131,Little Pigeon River Middle,Little Pigeon River,1667.56958,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446885831000,GRSM,UNR,,1,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000EB42790D64D854C0A324A5528CDA4140,119434,0101000020110F00000CBBF7CA32B461C14CF285D994405041,119008,>1m <=5m,ATBI DATABASE,,1446885833000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284587,3954109,35.7074,-83.381103,Little Pigeon River Upper,Middle Prong Little Pigeon River,1687.616699,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446885833000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993859200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,MV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000FE795793E0D854C0E3C7193CECD84140,119428,0101000020110F000044DDD98C9CB461C163D8E2AFE13E5041,119002,>1m <=5m,ATBI DATABASE,,1446885830000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283865,3952717,35.694702,-83.388703,Porters Creek,Porters Creek,1928.043457,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446885830000,GRSM,UNR,,10,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088035200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000007A6878E37FE254C03F5A382A26D84140,119418,0101000020110F00005C6A88A4C8BC61C11EBBBE8F123E5041,118992,>1m <=5m,ATBI DATABASE,,1446885825000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270241,3952388,35.688658,-83.539052,West Prong Little Pigeon River Upper,Sawmill Branch,1496.516846,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446885825000,GRSM,UNR,,6,,,Cove Mountain Trail,Sugarlands Residence Parking #2,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1082505600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light,No,day,cert,PKnob moths monitoring
0101000020E61000000FEBC50420EC54C064D8F01A12D24140,119412,0101000020110F00008BCADD6DF5C461C182F59DE7B7375041,118986,>1m <=5m,ATBI DATABASE,,1446885821000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256484,3947482,35.641171,-83.68945,Little River-Crooked Creek,Middle Prong Little River,1350.207764,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885821000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1122940800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light,No,day,cert,ATBI Lepidoptera TWiG
0101000020E61000008EE7E258DFEF54C00563FFA768D14140,119410,0101000020110F00003E99ED2F24C861C16D7C8ED306375041,118984,>1m <=5m,ATBI DATABASE,,1446885820000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251165,3947055,35.635999,-83.748003,Little River-Crooked Creek,,1644.438721,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885820000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,616809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000076C040D31CEC54C0B6D0711CD5D14140,119413,0101000020110F000066D58BB7F2C461C1264FBF2978375041,118987,>1m <=5m,ATBI DATABASE,,1446885822000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256496,3947275,35.639309,-83.689255,Little River-Crooked Creek,Middle Prong Little River,1381.116943,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885822000,GRSM,UNR,,6,,,West Prong Trail,Tremont Activity Center Parking South,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1248998400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light,No,day,cert,ATBI
0101000020E6100000650D21BE1EE554C0D4E101A2B6D34140,119417,0101000020110F000010D03A6602BF61C17AFB7A6A6F395041,118991,>1m <=5m,ATBI DATABASE,,1446885824000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266434,3948640,35.654004,-83.579997,Little River-Goshen Prong,Bearwallow Branch,2172.555908,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446885824000,GRSM,UNR,,10,,,Little River Trail,Little River Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,578620800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000F210DA33CAE554C0B9E00CFEBED44140,119416,0101000020110F0000A2A62E0594BF61C1F379D4BE833A5041,118990,>1m <=5m,ATBI DATABASE,,1446885823000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265510,3949560,35.662072,-83.590462,Little River-Goshen Prong,Little River,2087.101318,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446885823000,GRSM,UNR,,7,,,Laurel Falls Quiet Walkway,Nps Housing Elkmont,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,610156800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000181FCCA448E254C069DA3FFB83D74140,119421,0101000020110F00003F0028B999BC61C1EB6E87F9683D5041,118995,>1m <=5m,ATBI DATABASE,,1446885826000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270532,3951831,35.683708,-83.53568,West Prong Little Pigeon River Upper,Ash Hopper Branch,1590.946289,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446885826000,GRSM,UNR,,7,,,Fighting Creek Nature Trail,Fighting Creek Gap Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1082505600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light,No,day,cert,PKnob moths monitoring
0101000020E6100000828A12435EE254C094F8E1C2EFD74140,119420,0101000020110F0000F6F56A15ACBC61C161465BACD93D5041,118994,>1m <=5m,ATBI DATABASE,,1446885826000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270422,3952199,35.686998,-83.536999,West Prong Little Pigeon River Upper,Ash Hopper Branch,1461.809082,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446885826000,GRSM,UNR,,6,,,Fighting Creek Nature Trail,Sugarlands Headquarters Parking A,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1082505600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000F62B23495EE254C01EFAC2F9CED74140,119419,0101000020110F0000499C911AACBC61C145041364B73D5041,118993,>1m <=5m,ATBI DATABASE,,1446885825000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270419,3952088,35.685997,-83.537001,West Prong Little Pigeon River Upper,Ash Hopper Branch,1466.512207,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446885825000,GRSM,UNR,,6,,,Fighting Creek Nature Trail,Sugarlands Visitor Center Parking B,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1082505600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000CA9979B4A9E654C03D8791E986CF4140,119414,0101000020110F0000643D47D751C061C19C3C6E740F355041,118988,>1m <=5m,ATBI DATABASE,,1446885822000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264155,3945069,35.621298,-83.604104,Little River-Goshen Prong,Jakes Creek,3692.543945,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885822000,GRSM,UNR,,6,,,Jakes Creek Trail,Elkmont Cemetery Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088035200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000498D92B518F454C0335DF6950ECD4140,119408,0101000020110F00004F459E96BACB61C1741A6DE17A325041,118982,>1m <=5m,ATBI DATABASE,,1446885819000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245079,3943452,35.602001,-83.814004,Abrams Creek Upper,Feezell Branch,1828.03894,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885819000,GRSM,UNR,,6,,,Lawson Cemetery Access,Primitive Baptist Church Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A9E2E7CE92F554C0942A385976CA4140,119404,0101000020110F0000C5063AB5FBCC61C154954224C52F5041,118978,>1m <=5m,ATBI DATABASE,,1446885816000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242923,3941263,35.58173,-83.837081,Abrams Creek Upper,Wildcat Branch,1796.669678,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885816000,GRSM,UNR,,3,,,Wet Bottom Trail,Forge Creek Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993081600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E636F341D5F554C099931F0A49CB4140,119400,0101000020110F0000E33EB62434CD61C112A8DD2BA1305041,118974,>1m <=5m,ATBI DATABASE,,1446885814000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242576,3941987,35.58816,-83.841137,Abrams Creek Upper,,1758.333496,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885814000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993081600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005D75A62E8BF354C0E60ED94FA5D24140,119409,0101000020110F0000F241AF6342CB61C129BAA6BF51385041,118983,>1m <=5m,ATBI DATABASE,,1446885819000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246000,3948274,35.645663,-83.805366,Little River-Hesse Creek,,1949.573486,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446885819000,GRSM,UNR,,6,,,Ace Gap Trail,Rich Mountain Road (closed Winter),Valid,Baileya_ophthalmica,Baileya  ophthalmica,3511,Eyed Baileya Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964396800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Nolidae,Risobinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
