the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000007607FFC2F5D154C05C1EB6F7A0DD4140,155754,0101000020110F0000CAD9F198BCAE61C15CFA9BD6CD435041,155258,>1m <=5m,ATBI DATABASE,,1446906503000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293741,3956563,35.731468,-83.280621,East Fork Dunn Creek,,3506.320312,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446906503000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1033689600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000FBD40C04DCD154C0365CED3377DE4140,155755,0101000020110F0000E68C40BBA6AE61C1A94748FDAD445041,155259,>1m <=5m,ATBI DATABASE,,1446906504000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293900,3957285,35.738006,-83.27905,Cosby Creek,Indian Camp Creek,3056.080078,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446906504000,GRSM,UNR,,9,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000001D75E9FCE7D854C00B928C160CDC4140,155742,0101000020110F0000964175D8A2B461C1F4C3EB4426425041,155246,>1m <=5m,ATBI DATABASE,,1446906497000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283890,3955426,35.719112,-83.389155,Little Pigeon River Middle,,1546.661865,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446906497000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1183852800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,flight intercept trap, , ,cert,ATBI Coleoptera Survey
0101000020E61000006AABB01E59D854C0A77E7594C4DA4140,155743,0101000020110F000094BEF58129B461C1CA8AEAB0CF405041,155247,>1m <=5m,ATBI DATABASE,,1446906497000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284652,3954298,35.709117,-83.380435,Little Pigeon River Middle,,1677.305664,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446906497000,GRSM,UNR,,6,,,Old Settlers Trail,Old Settlers,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,beating, , ,cert,ATBI Coleoptera Survey
0101000020E6100000A60DDDA5FAEF54C0A3F440BC52D14140,155657,0101000020110F0000A529AB5F3BC861C1D95A5CEBEF365041,155161,>1m <=5m,ATBI DATABASE,,1446906443000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251012,3946985,35.635331,-83.749669,Little River-Crooked Creek,,1664.071533,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446906443000,GRSM,UNR,,5,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1186876800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,"Malaise trap, canopy", , ,cert,ATBI Coleoptera Survey
0101000020E6100000917C20D778E654C084FB91BA0ED74140,155659,0101000020110F0000F2C2155728C061C1CFC45560EE3C5041,155163,>1m <=5m,ATBI DATABASE,,1446906444000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264598,3951589,35.68013,-83.601121,Little River-Goshen Prong,Jay Bird Branch,3119.575195,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446906444000,GRSM,UNR,,4,,,Laurel Falls Trail,Little River Gorge Road,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1182988800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,emergence trap, , ,cert,ATBI Coleoptera Survey
0101000020E61000005E10DD289CE154C01DC04685F6D44140,155679,0101000020110F000028FE813B07BC61C186BF9DCABD3A5041,155183,>1m <=5m,ATBI DATABASE,,1446906456000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271428,3949594,35.663766,-83.525152,West Prong Little Pigeon River Upper,,1846.054688,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446906456000,GRSM,UNR,,7,,,Riverview Quiet Walkway,Quiet Walkway Parking # 2,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,emergence trap, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E3B228F1BBE254C05AE0D201EECD4140,155670,0101000020110F00009D5569A5FBBC61C1F690B64364335041,155174,>1m <=5m,ATBI DATABASE,,1446906451000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269680,3943539,35.608819,-83.542717,Little River-Goshen Prong,Wars Branch,3261.746094,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446906451000,GRSM,UNR,,1,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1019692800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000D9BA58D424EB54C003156F1397CF4140,155658,0101000020110F0000BCC2181820C461C17C0EAE5720355041,155162,>1m <=5m,ATBI DATABASE,,1446906443000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257814,3945294,35.621791,-83.674119,Little River-Crooked Creek,Middle Prong Little River,1778.191162,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446906443000,GRSM,UNR,,8,,,Middle Prong Trail,Upper Tremont Road,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1151107200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,emergence trap, , ,cert,ATBI Coleoptera Survey
0101000020E610000033334F88A2F554C0B3CD3CA28ACB4140,155655,0101000020110F0000BED0001009CD61C1B2A232ADE5305041,155159,>1m <=5m,ATBI DATABASE,,1446906442000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242863,3942201,35.590161,-83.838041,Abrams Creek Upper,,1783.1875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446906442000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,Lindgren funnel trap, , ,cert,ATBI Pilot Study
0101000020E61000000EA654CEA6FA54C0DC3EC4432ED14140,155654,0101000020110F00006EFEE1CB4BD161C149BFF7CEC9365041,155158,>1m <=5m,ATBI DATABASE,,1446906441000,DERV,BLOCKHOUSE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235904,3947297,35.634218,-83.916427,Abrams Creek Lower,Kingfisher Creek,2041.292114,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446906441000,GRSM,UNR,,6,,,Cooper Road Trail,Look Rock Campground Road A,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-2208988800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,unspecified, ,wrong,cert,ATBI Coleoptera Survey
0101000020E610000013822F2E50F054C0569DEBC185D14140,155656,0101000020110F00003ECA380484C861C1573BB33C25375041,155160,>1m <=5m,ATBI DATABASE,,1446906442000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250544,3947171,35.636888,-83.75489,Little River-Crooked Creek,,1738.811646,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446906442000,GRSM,UNR,,6,,,Scott Mountain Trail,Laurel Creek Road,Valid,Dircaea_liturata,Dircaea  liturata,12500,Light-blothced False Darkling Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118448000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Tenebrionoidea,Melandryidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
