the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000003D6C4D4657EA54C061D12BA0FBC94140,24774,0101000020110F000014962D8471C361C1E9F5C3FC442F5041,24029,>1m <=5m,ATBI DATABASE,,1446836891000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258819,3940403,35.577985,-83.661573,Little River-Crooked Creek,Starkey Creek,3658.522705,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836891000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842054400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004A858DBF28EA54C06298259745CC4140,24775,0101000020110F0000DFEA5F004AC361C143C088F0A8315041,24030,>1m <=5m,ATBI DATABASE,,1446836892000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259130,3942380,35.595867,-83.658733,Little River-Crooked Creek,Sams Creek,2946.67334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836892000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936662400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000026E4A96570F254C0DB987AC445CD4140,24763,0101000020110F0000CC5F4C3852CA61C1ABD16285B4325041,24019,>1m <=5m,ATBI DATABASE,,1446836885000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247431,3943572,35.603685,-83.788106,Abrams Creek Upper,Abrams Creek,1812.239258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836885000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,811123200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand,No,month,cert,General
0101000020E61000007AB02F531FF254C07558731D76CD4140,24764,0101000020110F00009BA2835D0DCA61C104CA1906E7325041,24020,>1m <=5m,ATBI DATABASE,,1446836886000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247884,3943723,35.60516,-83.783158,Abrams Creek Upper,Abrams Creek,1838.994385,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836886000,GRSM,UNR,,6,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217894400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E6100000ABC7ABE3A0F254C036B3077B0FCC4140,24761,0101000020110F0000CEC984677BCA61C172709C6C70315041,24017,>1m <=5m,ATBI DATABASE,,1446836884000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247133,3942529,35.594216,-83.791066,Abrams Creek Upper,Sea Branch,1859.897461,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836884000,GRSM,UNR,,5,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217894400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E610000075630F27AFF554C036F2E2CC88CA4140,24760,0101000020110F00002B7CE1C713CD61C150581E69D82F5041,24016,>1m <=5m,ATBI DATABASE,,1446836884000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242768,3941330,35.582293,-83.838811,Abrams Creek Upper,Wildcat Branch,1835.707397,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836884000,GRSM,UNR,,6,,,Rabbit Creek Trail,Forge Creek Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand,No,month,cert,General
0101000020E610000014724D30A5F654C03CE1C7C673CB4140,24756,0101000020110F00007D5844BDE4CD61C1476102CECD305041,24012,>1m <=5m,ATBI DATABASE,,1446836882000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241430,3942165,35.589464,-83.853828,Abrams Creek Upper,Victory Branch,1786.638672,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836882000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,873676800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C60A0F7EA8F654C0F39BBF9276CB4140,24753,0101000020110F00004369918BE7CD61C19811C1B9D0305041,24009,>1m <=5m,ATBI DATABASE,,1446836880000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241412,3942175,35.589549,-83.85403,Abrams Creek Upper,Victory Branch,1773.261719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836880000,GRSM,UNR,,2,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand,No,month,cert,General
0101000020E61000004FFDACC797F654C076ACC8AB5DCB4140,24757,0101000020110F0000C69BEF59D9CD61C1DDC4DFB7B6305041,24013,>1m <=5m,ATBI DATABASE,,1446836882000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241502,3942088,35.588789,-83.85301,Abrams Creek Upper,Victory Branch,1860.451904,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836882000,GRSM,UNR,,8,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand,No,month,cert,General
0101000020E61000008EC30545B8FE54C0749F97EF78C24140,24743,0101000020110F0000280AD34FC0D461C1A46344FC6D275041,23999,>1m <=5m,ATBI DATABASE,,1446836875000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229760,3934720,35.519309,-83.979993,Chilhowee Lake,Tabcat Creek,1062.362549,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836875000,GRSM,UNR,,5,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,780624000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000009927A222F8FE54C06476A38AC0C34140,24742,0101000020110F000046D68D8DF6D461C1CC566ADAC3285041,23998,>1m <=5m,ATBI DATABASE,,1446836875000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229440,3935840,35.529307,-83.983891,Chilhowee Lake,Shop Creek,1086.211914,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836875000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,780710400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000098BE1206CDFB54C073F7FBFD56CD4140,24748,0101000020110F0000C4BCF6AC45D261C1468B6E83C6325041,24004,>1m <=5m,ATBI DATABASE,,1446836878000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234178,3944016,35.60421,-83.934384,Abrams Creek Lower,Abrams Creek,1088.669434,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836878000,GRSM,UNR,,3,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842313600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C71D3490CEFB54C0F4A41C3152CD4140,24747,0101000020110F00002FE8B2FB46D261C1F77AC87FC1325041,24003,>1m <=5m,ATBI DATABASE,,1446836877000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234169,3944000,35.604064,-83.934478,Abrams Creek Lower,Abrams Creek,1111.893066,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836877000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,811123200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand,No,month,cert,General
0101000020E6100000B97623A5D9FB54C01E36BB3CFDCD4140,24744,0101000020110F000042CD1B6550D261C123A0A92C74335041,24000,>1m <=5m,ATBI DATABASE,,1446836876000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234125,3944581,35.609284,-83.935155,Abrams Creek Lower,Abrams Creek,1102.108398,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836876000,GRSM,UNR,,9,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217980800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E6100000B9B4FE4F2BF654C0BE7F8821BAD44140,24759,0101000020110F00007700D63A7DCD61C126D8E5A97E3A5041,24015,>1m <=5m,ATBI DATABASE,,1446836883000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242337,3950185,35.661923,-83.846389,Little River-Hesse Creek,Hesse Creek,1455.654175,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836883000,GRSM,UNR,,7,,,Beard Cane Trail,Rich Mountain Road (closed Winter),Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,869011200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C6A0252583F654C09E12B14444D44140,24758,0101000020110F00002E8E7BD3C7CD61C104DD0876033A5041,24014,>1m <=5m,ATBI DATABASE,,1446836883000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241840,3949800,35.658327,-83.85175,Little River-Hesse Creek,Beard Cane Creek,1390.082886,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446836883000,GRSM,UNR,,6,,,Beard Cane Trail,Foothills Parkway Southwest Parking # 10,Valid,Rhagovelia_obesa,Rhagovelia  obesa,34856,Broad Shoulder Water Bug,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,869097600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Veliidae,Rhagoveliinae,~,by hand, , ,cert,Inventory & Monitoring
