the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000045AEC4D16FE854C035A4C869EEB84140,165510,0101000020110F0000F29E3C85D3C161C1CD803B787A1D5041,165187,>1m <=5m,ATBI DATABASE,,1446912083000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,261121,3925551,35.444769,-83.631821,Lower Fontana Lake-Little Tennessee River,,1752.540771,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912083000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083110400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000003A8D296235E754C04E3D4BCABCD74140,165514,0101000020110F0000F1184B78C8C061C1509C1F60A43D5041,165193,>1m <=5m,ATBI DATABASE,,1446912086000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263572,3952206,35.685442,-83.612629,Little River-Goshen Prong,Poplar Branch,3630.845215,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912086000,GRSM,UNR,,6,,,Little Greenbrier Trail,Lr Pullout Parking @ Mp 2.509,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1359244800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000923D42CD10E454C075E3EF742DD54140,165520,0101000020110F00003B0E71231DBE61C13D664638F73A5041,165199,>1m <=5m,ATBI DATABASE,,1446912089000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267959,3949870,35.665443,-83.563521,West Prong Little Pigeon River Upper,Mids Branch,2569.702393,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912089000,GRSM,UNR,,6,,,Sugarland Mountain Trail,Fighting Creek Gap Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1359417600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000008BBE99D018E454C00A9835BB72C84140,165519,0101000020110F00003199A5F123BE61C1CC12A3BEAA2D5041,165198,>1m <=5m,ATBI DATABASE,,1446912089000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267627,3938838,35.565994,-83.564011,Little River-Goshen Prong,Jonas Creek,5422.496582,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912089000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-631152000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000BF07BC87FCE054C0057370C019C14140,165527,0101000020110F000050A8BDA87FBB61C17DB3568FFF255041,165205,>1m <=5m,ATBI DATABASE,,1446912092000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271870,3932356,35.508592,-83.515409,Noland Creek,Indian Creek,3875.688721,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912092000,GRSM,UNR,,8,,,Springhouse Branch Trail,Lakeview Drive East,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000008175E74CE4E054C0DCA44440F5C04140,165528,0101000020110F0000EFD1AC146BBB61C1CEDF597AD9255041,165206,>1m <=5m,ATBI DATABASE,,1446912093000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272001,3932229,35.507478,-83.51393,Noland Creek,Indian Creek,3807.41748,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912093000,GRSM,UNR,,7,,,Springhouse Branch Trail,Lakeview Drive East,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000016EEA6A503E154C055B7C3FE29C14140,165526,0101000020110F0000CB9418B485BB61C16FABDB8110265041,165204,>1m <=5m,ATBI DATABASE,,1446912092000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271832,3932412,35.509087,-83.515844,Noland Creek,Indian Creek,3893.834961,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912092000,GRSM,UNR,,7,,,Springhouse Branch Trail,Lakeview Drive East,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000937CBAF4CEEF54C04427F8648DC74140,165500,0101000020110F0000DD41214416C861C18E3C4D4FBB2C5041,165177,>1m <=5m,ATBI DATABASE,,1446912077000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,251017,3938509,35.558996,-83.747002,Eagle Creek,,4956.655762,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912077000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000007EF4E3B586EE54C0FBAB670B3FC84140,165503,0101000020110F00008A78B67CFFC661C1740CC0C7742D5041,165180,>1m <=5m,ATBI DATABASE,,1446912079000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252850,3939060,35.564417,-83.726968,Little River-Crooked Creek,,4721.495117,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912079000,GRSM,UNR,,4,,,Appalachian Trail,Laurel Creek Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969321600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B1902317A8EE54C0ADB1D62031C84140,165502,0101000020110F000021EB31D61BC761C1AC5A3D40662D5041,165179,>1m <=5m,ATBI DATABASE,,1446912078000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252664,3939018,35.563992,-83.729005,Eagle Creek,Anthony Creek,4935.576172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912078000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000A3790544F6EE54C0F2813B55E0C94140,165501,0101000020110F00008C71243B5EC761C19136CF7C282F5041,165178,>1m <=5m,ATBI DATABASE,,1446912078000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252272,3940490,35.577152,-83.733777,Abrams Creek Upper,,3928.789551,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912078000,GRSM,UNR,,6,,,Bote Mountain Trail,Laurel Creek Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969321600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001994095550E954C0EFF0A84FB7CB4140,165508,0101000020110F00006E3D003392C261C1D0F7735614315041,165185,>1m <=5m,ATBI DATABASE,,1446912082000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260314,3941866,35.591525,-83.645524,Little River-Crooked Creek,,4005.142822,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912082000,GRSM,UNR,,8,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,838166400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C789195BB4ED54C09E13F65250CE4140,165505,0101000020110F0000482538D54CC661C1F37BC8F8CA335041,165182,>1m <=5m,ATBI DATABASE,,1446912080000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254159,3944287,35.611819,-83.714129,Little River-Crooked Creek,West Prong Little River,2226.36377,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912080000,GRSM,UNR,,6,,,Bote Mountain Trail,Laurel Creek Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1134864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000008305793B97F054C00B60D43275CC4140,165498,0101000020110F00009E9E635CC0C861C112C246AADA315041,165175,>1m <=5m,ATBI DATABASE,,1446912076000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250028,3942792,35.59732,-83.759226,Abrams Creek Upper,,2939.265137,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912076000,GRSM,UNR,,7,,,Anthony Creek Trail,Laurel Creek Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000A06683FF8F354C09E6288B55BCD4140,165483,0101000020110F000086A2CA049FCB61C166F6CE70CB325041,165160,>1m <=5m,ATBI DATABASE,,1446912067000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245266,3943708,35.604354,-83.812023,Abrams Creek Upper,Feezell Branch,1788.464478,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912067000,GRSM,UNR,,6,,,John Oliver Cabin access ,Primitive Baptist Church Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000000D08B2D3ECF354C00CFAD96F7DCF4140,165484,0101000020110F0000D6D5AE5195CB61C178AC0C8E05355041,165161,>1m <=5m,ATBI DATABASE,,1446912068000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245382,3945554,35.621009,-83.811326,Abrams Creek Upper,Tater Branch,2527.760742,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912068000,GRSM,UNR,,7,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002A565E09FCF454C0A2CE8BFC82CE4140,165474,0101000020110F0000B67B53A87BCC61C19989E9E5FF335041,165151,>1m <=5m,ATBI DATABASE,,1446912062000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243858,3944749,35.613366,-83.827879,Abrams Creek Upper,Tater Branch,2034.822266,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912062000,GRSM,UNR,,6,,,Cooper Road Trail,Rich Mountain Road (closed Winter),Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000063ADF5D30CF454C07A331E3045CD4140,165481,0101000020110F0000BF23607FB0CB61C118B269EAB3325041,165158,>1m <=5m,ATBI DATABASE,,1446912066000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245150,3943635,35.603667,-83.813279,Abrams Creek Upper,Feezell Branch,1779.103149,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912066000,GRSM,UNR,,6,,,Lawson Cemetery Access,Primitive Baptist Church Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DC74C79F9EF554C07C39FC0D51C84140,165207,0101000020110F0000E0A540BE05CD61C1650B7995872D5041,165144,>1m <=5m,ATBI DATABASE,,1446912059000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242804,3939405,35.564967,-83.837802,Abrams Creek Upper,,2027.136475,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912059000,GRSM,UNR,,5,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D9422632D6F254C07D355A2A89C94140,165488,0101000020110F000074257AADA8CA61C1A6827F77CD2E5041,165165,>1m <=5m,ATBI DATABASE,,1446912070000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246776,3940349,35.574492,-83.794319,Abrams Creek Upper,Bunting Branch,3727.228271,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912070000,GRSM,UNR,,7,,,Appalachian Trail,Cades Cove Loop Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D72D5B1B05F354C00375695484C94140,165487,0101000020110F00006371E684D0CA61C1CC66DB6AC82E5041,165164,>1m <=5m,ATBI DATABASE,,1446912070000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246516,3940340,35.574344,-83.797183,Abrams Creek Upper,,3544.472412,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912070000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008F449585A2F354C0871054F088CB4140,165486,0101000020110F0000156B323656CB61C1F7D306E8E3305041,165163,>1m <=5m,ATBI DATABASE,,1446912069000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245695,3942114,35.59011,-83.80679,Abrams Creek Upper,Oliver Branch,1859.68335,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912069000,GRSM,UNR,,6,,,Lawson Cemetery Access,Cades Cove Loop Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000259E81CB02F154C0ED9BCA9586CA4140,165492,0101000020110F0000DB48C0B61BC961C1394AE818D62F5041,165169,>1m <=5m,ATBI DATABASE,,1446912073000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249386,3941134,35.582225,-83.765791,Abrams Creek Upper,Maynard Creek,3619.154541,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912073000,GRSM,UNR,,10,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,960940800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F2F545DA37F154C02BAB746DABCA4140,165490,0101000020110F0000E56F99C648C961C1FE185B92FC2F5041,165167,>1m <=5m,ATBI DATABASE,,1446912071000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249096,3941267,35.58335,-83.76903,Abrams Creek Upper,Maynard Creek,3436.199219,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912071000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000063769AF537F154C07883F39FB1CA4140,165491,0101000020110F00007691CFDD48C961C17DE3230B03305041,165168,>1m <=5m,ATBI DATABASE,,1446912072000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249096,3941288,35.583539,-83.769036,Abrams Creek Upper,Maynard Creek,3436.199219,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912072000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DD24B3CBEEF054C0221E8E5021CA4140,165495,0101000020110F000077707FBA0AC961C1C96400586C2F5041,165172,>1m <=5m,ATBI DATABASE,,1446912074000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249487,3940788,35.579135,-83.764571,Abrams Creek Upper,,3491.335938,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912074000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DF25C49EEEF054C006D13B9E21CA4140,165496,0101000020110F0000EFF055940AC961C172001EA96C2F5041,165173,>1m <=5m,ATBI DATABASE,,1446912075000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249488,3940789,35.579144,-83.76456,Abrams Creek Upper,,3491.335938,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912075000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,839980800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005571FFFEE5F054C05EFF08AC24CA4140,165497,0101000020110F000004FF464103C961C16F3B83D96F2F5041,165174,>1m <=5m,ATBI DATABASE,,1446912075000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249536,3940798,35.579237,-83.764034,Abrams Creek Upper,,3469.966797,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912075000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E289494DF5F054C014AAA8B501CA4140,165493,0101000020110F00007AEF144110C961C1B4D825574B2F5041,165170,>1m <=5m,ATBI DATABASE,,1446912073000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249448,3940682,35.57817,-83.764968,Abrams Creek Upper,,3417.666504,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912073000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,839462400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E15D1FB7EEF054C061B6670DD3C94140,165494,0101000020110F0000B18305A90AC961C16978A49E1A2F5041,165171,>1m <=5m,ATBI DATABASE,,1446912074000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249480,3940523,35.576746,-83.764566,Abrams Creek Upper,,3454.958008,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912074000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000061D86C08F5F354C0C3EA6B444DC64140,165480,0101000020110F00006358D5499CCB61C14B4E371F6D2B5041,165157,>1m <=5m,ATBI DATABASE,,1446912066000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245109,3937591,35.549226,-83.811826,Abrams Creek Upper,Lonesome Branch,3552.092041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912066000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
