the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005F801F0309F254C0CB25EBF6ADBD4140,94472,0101000020110F00004FD1416AFAC961C1C67E0CFA6D225041,96018,>1m <=5m,ATBI DATABASE,,1446877489000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247621,3930040,35.481865,-83.781796,Eagle Creek,,1934.622314,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877489000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive West,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1082851200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B67F60EC6FF054C0C2BE988B0ACB4140,96554,0101000020110F0000F378CCF99EC861C1F775BFE75F305041,96027,>1m <=5m,ATBI DATABASE,,1446877494000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250211,3941558,35.586252,-83.756827,Abrams Creek Upper,Left Prong Anthony Creek,2557.212402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877494000,GRSM,UNR,,5,,,Russell Field Trail,Laurel Creek Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000811853767BF054C0452D0934FECA4140,96553,0101000020110F0000BA5E96C6A8C861C118B0180453305041,96026,>1m <=5m,ATBI DATABASE,,1446877493000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250146,3941518,35.585876,-83.757531,Abrams Creek Upper,Left Prong Anthony Creek,2567.642822,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877493000,GRSM,UNR,,4,,,Russell Field Trail,Laurel Creek Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001BD7C95D27F154C0FF459258C6C84140,96550,0101000020110F0000F1E723C63AC961C11FDCD60B022E5041,96023,>1m <=5m,ATBI DATABASE,,1446877492000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249141,3939622,35.568546,-83.768024,Abrams Creek Upper,,3856.480957,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877492000,GRSM,UNR,,5,,,Russell Field Trail,Cades Cove Loop Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841276800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B2738E921BF154C0AA2473ABAEC84140,96551,0101000020110F000054D4E7C130C961C1F1786353E92D5041,96024,>1m <=5m,ATBI DATABASE,,1446877492000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249204,3939540,35.567824,-83.767304,Abrams Creek Upper,,4026.114014,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877492000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,875145600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002581E78D9CF154C0CFC35E6FB5C84140,96548,0101000020110F000076833F4D9EC961C127C1B063F02D5041,96021,>1m <=5m,ATBI DATABASE,,1446877490000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248491,3939583,35.56803,-83.775176,Abrams Creek Upper,Pole Knob Branch,3953.38623,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877490000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900892800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006E49F53AB5F054C046204ECF57C84140,96552,0101000020110F0000641994D6D9C861C10BC4FEA28E2D5041,96025,>1m <=5m,ATBI DATABASE,,1446877493000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249762,3939230,35.565173,-83.761057,Abrams Creek Upper,,3998.514893,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877493000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,996537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000254F5C05E6F154C0F53541979AC64140,96546,0101000020110F0000EA366DB2DCC961C15CFB86D6BD2B5041,96019,>1m <=5m,ATBI DATABASE,,1446877489000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248033,3937770,35.551586,-83.77966,Abrams Creek Upper,Ivy Branch,4502.302734,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877489000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,875059200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000073A7B8CD5BF154C0CAB1D6FF62C74140,96549,0101000020110F00008435174F67C961C10CE1E00C8F2C5041,96022,>1m <=5m,ATBI DATABASE,,1446877491000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248817,3938427,35.557702,-83.771224,Eagle Creek,Tub-Mill Creek,3972.664307,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877491000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009F028BBCBFF354C037C26C5393C54140,96542,0101000020110F0000B37814066FCB61C1587C4308AB2A5041,96013,>1m <=5m,ATBI DATABASE,,1446877486000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245386,3936953,35.543552,-83.808574,Abrams Creek Upper,Lonesome Branch,3542.980469,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877486000,GRSM,UNR,,1,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CB10A6ACCFF354C0A7C148CAFEC24140,96541,0101000020110F000051A4508F7CCB61C1A3FF6BA9F9275041,96012,>1m <=5m,ATBI DATABASE,,1446877486000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245234,3934719,35.523394,-83.809546,Eagle Creek,Big Tommy Branch,3498.822021,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877486000,GRSM,UNR,,4,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,894585600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000064893C1941F354C08442EAA1B6C34140,96545,0101000020110F0000E54C5A7803CB61C159E71883B9285041,96016,>1m <=5m,ATBI DATABASE,,1446877488000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,246041,3935319,35.529004,-83.800844,Eagle Creek,Ekaneetlee Creek,3301.135254,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877488000,GRSM,UNR,,6,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000D749C572CF454C00DE96BFBF6C34140,96540,0101000020110F000073063C43CBCB61C1BA07FCAAFC285041,96011,>1m <=5m,ATBI DATABASE,,1446877485000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244745,3935574,35.530968,-83.815202,Abrams Creek Upper,Mud Gap Branch,4223.589355,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877485000,GRSM,UNR,,6,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,873331200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005126ECDD2AF454C057A14D8A26C34140,96539,0101000020110F0000579E7602CACB61C17C3A682423285041,96010,>1m <=5m,ATBI DATABASE,,1446877485000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244733,3934868,35.524607,-83.815112,Eagle Creek,Big Tommy Branch,3852.637939,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877485000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000099355DC1A9F554C0E4FE615AFAC34140,96531,0101000020110F0000E9EB67320FCD61C17EEF962F00295041,96002,>1m <=5m,ATBI DATABASE,,1446877480000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242634,3935646,35.531071,-83.838482,Abrams Creek Upper,Forge Creek,3169.621582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877480000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,959904000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000267A067D0F554C0E579ACFD03C34140,96530,0101000020110F0000082E9B0530CD61C15C19C216FF275041,96001,>1m <=5m,ATBI DATABASE,,1446877480000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242396,3934818,35.523552,-83.840841,Abrams Creek Upper,Forge Knob Branch,4012.73291,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877480000,GRSM,UNR,,8,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902188800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E18EB40A91F554C05BC125B6F1C24140,96533,0101000020110F00003B322C35FACC61C1CC119303EC275041,96004,>1m <=5m,ATBI DATABASE,,1446877481000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242745,3934746,35.522995,-83.836974,Abrams Creek Upper,Twentymile Creek,4209.05127,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877481000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989366400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001A080ED766F754C0EBE5357EFAC24140,96524,0101000020110F000002A31E3589CE61C1499E782DF5275041,95994,>1m <=5m,ATBI DATABASE,,1446877476000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240145,3934851,35.523263,-83.865648,Abrams Creek Upper,Bower Creek,4538.276855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877476000,GRSM,UNR,,2,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989366400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000ED219BF07AF654C095E6110E43C24140,96528,0101000020110F000009157EDBC0CD61C1A0C14BC335275041,95999,>1m <=5m,ATBI DATABASE,,1446877479000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241433,3934192,35.517665,-83.85125,Lake Cheoah-Little Tennessee River,Moore Springs Branch,4575.207031,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877479000,GRSM,UNR,,7,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000002DCC17BBAAF654C03AEB41ABCDC24140,96526,0101000020110F000000033F72E9CD61C1108B3867C6275041,95997,>1m <=5m,ATBI DATABASE,,1446877478000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241182,3934669,35.521895,-83.854166,Abrams Creek Upper,Moore Springs Branch,4499.179688,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877478000,GRSM,UNR,,3,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,993513600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CD89BF7EACF654C05CF557D44FC34140,96527,0101000020110F0000824AD6F1EACD61C1684FBC3A4E285041,95998,>1m <=5m,ATBI DATABASE,,1446877478000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241185,3935110,35.525867,-83.854274,Abrams Creek Upper,Moore Springs Branch,4313.464844,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877478000,GRSM,UNR,,5,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,964656000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DD7D934850F754C03159867F6BC34140,96514,0101000020110F00005566DA0C76CE61C1851B761A6B285041,95995,>1m <=5m,ATBI DATABASE,,1446877477000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240281,3935230,35.526711,-83.864271,Abrams Creek Upper,Bower Creek,4105.755371,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877477000,GRSM,UNR,,2,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,964569600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A5C6CD6E82F554C0C8C520C94FC44140,96534,0101000020110F00005485DFCCEDCC61C11B58C25859295041,96005,>1m <=5m,ATBI DATABASE,,1446877482000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242860,3935929,35.533678,-83.836082,Abrams Creek Upper,Forge Creek,2995.094727,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877482000,GRSM,UNR,,4,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,838598400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000657A04C2A4F554C0EEE669CDCAC44140,96532,0101000020110F00008541DBF30ACD61C12652A6BCD9295041,96003,>1m <=5m,ATBI DATABASE,,1446877481000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242682,3936351,35.537432,-83.838177,Abrams Creek Upper,Forge Creek,3174.509521,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877481000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000047653CAA17F554C05C32E749F4C44140,96537,0101000020110F00006E8B501F93CC61C106756509052A5041,96008,>1m <=5m,ATBI DATABASE,,1446877484000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243467,3936469,35.538698,-83.829565,Abrams Creek Upper,Brier Lick Branch,3126.713379,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877484000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E8F473D817F554C09BFFBA47F4C44140,96536,0101000020110F0000DA17914693CC61C1E5F02007052A5041,96007,>1m <=5m,ATBI DATABASE,,1446877483000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243466,3936469,35.538698,-83.829576,Abrams Creek Upper,Brier Lick Branch,3126.713379,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877483000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003B9747D658F454C0F67F7F6B63C54140,96538,0101000020110F00005E33550DF1CB61C1D9037B07792A5041,96009,>1m <=5m,ATBI DATABASE,,1446877484000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244534,3936815,35.54209,-83.817918,Abrams Creek Upper,Ekaneetlee Branch,3345.588867,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877484000,GRSM,UNR,,9,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000018FEE38208FF54C0D844A84AC2C14140,96519,0101000020110F000081150A7604D561C149928768AF265041,95989,>1m <=5m,ATBI DATABASE,,1446877473000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229297,3934115,35.513735,-83.98489,Chilhowee Lake,,1202.963989,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877473000,GRSM,UNR,,1,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1345507200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed,No,day,prob.,ATBI
0101000020E61000003DC94900F5FE54C0290A915F01C44140,96520,0101000020110F0000493D1FE4F3D461C1785A2C8307295041,95990,>1m <=5m,ATBI DATABASE,,1446877474000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229464,3936059,35.531285,-83.9837,Chilhowee Lake,Shop Creek,921.075134,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877474000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1019952000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000006F8F4D0EF9FA54C03395E3ED3FCD4140,96522,0101000020110F00005808BAA691D161C1DAA52F6CAE325041,95992,>1m <=5m,ATBI DATABASE,,1446877475000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235348,3943903,35.603507,-83.921447,Abrams Creek Lower,,1443.920898,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877475000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000082ACAC0FF9FA54C05BAC6D3940CD4140,96523,0101000020110F0000C33BE4A791D161C1BD9017BBAE325041,95993,>1m <=5m,ATBI DATABASE,,1446877476000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235348,3943904,35.603516,-83.921447,Abrams Creek Lower,,1430.535645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877476000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
