the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000031678B3EFBF754C0132480ECCCBB4140,96378,0101000020110F0000BDC84D3F07CF61C1EF80244E78205041,95848,>1m <=5m,ATBI DATABASE,,1446877394000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239142,3928653,35.467184,-83.874706,Lake Cheoah-Little Tennessee River,Twentymile Creek,1670.58252,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877394000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000031E733E2FAF754C0116CE5F0CCBB4140,96379,0101000020110F0000D6BFE0F006CF61C14FF0B95278205041,95849,>1m <=5m,ATBI DATABASE,,1446877395000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239144,3928653,35.467185,-83.874684,Lake Cheoah-Little Tennessee River,Twentymile Creek,1670.58252,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877395000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000004D016992E7F754C09336925AE1BB4140,96381,0101000020110F000014041D8AF6CE61C1B2050B9C8D205041,95851,>1m <=5m,ATBI DATABASE,,1446877395000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239253,3928719,35.467808,-83.873505,Lake Cheoah-Little Tennessee River,Twentymile Creek,1584.466675,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877395000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000C26E758C8DE054C03507B10845BD4140,96401,0101000020110F00007510096721BB61C1D116C28900225041,95871,>1m <=5m,ATBI DATABASE,,1446877407000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272400,3929020,35.478662,-83.508635,Noland Creek,,2158.931152,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877407000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,618710400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E610000036EB29C570CD54C0AD2C247C89E14140,96420,0101000020110F0000DDB1D3F6E5AA61C1A9027DD2E4475041,95891,>1m <=5m,ATBI DATABASE,,1446877419000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300205,3959804,35.762001,-83.210004,Cosby Creek,Cosby Creek,2040.874756,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877419000,GRSM,UNR,,5,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1084752000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,at light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000F30DC4333ACD54C00315697D32E04140,96421,0101000020110F0000FEE69C9EB7AA61C18F5534DA7D465041,95892,>1m <=5m,ATBI DATABASE,,1446877420000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300480,3958636,35.751534,-83.206673,Cosby Creek,,2368.679199,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877420000,GRSM,UNR,,6,,,Low Gap Trail Access,Cosby Campground Road B,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1060041600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000793E332304CE54C0CC4F14625AE44140,96419,0101000020110F000033C08F1F63AB61C184E32A73D74A5041,95890,>1m <=5m,ATBI DATABASE,,1446877419000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299447,3962263,35.784001,-83.218999,Cosby Creek,Cosby Creek,1650.478271,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446877419000,GRSM,UNR,,8,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000FDAEC674E9C654C029EBFAAFBAD94140,96424,0101000020110F0000A12F43845AA561C1ED1B6B98B93F5041,95895,>1m <=5m,ATBI DATABASE,,1446877421000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309283,3952834,35.701003,-83.107995,Cold Springs Creek-Pigeon River,Gilliland Creek,4465.300781,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877421000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,581644800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000005FE1185AC1C654C0E62127E17CD94140,96425,0101000020110F0000F1D0C47438A561C1CCC46FF4783F5041,95896,>1m <=5m,ATBI DATABASE,,1446877422000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309500,3952620,35.699117,-83.105547,Lower Cataloochee Creek,,4020.623291,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446877422000,GRSM,UNR,,6,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,581644800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E610000055FCF18714C654C0F34F3070B4D84140,96426,0101000020110F00009630E5ADA5A461C109B68256A73E5041,95897,>1m <=5m,ATBI DATABASE,,1446877422000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310440,3951921,35.693,-83.094999,Lower Cataloochee Creek,,3601.62915,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446877422000,GRSM,UNR,,7,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000BF0259CECCCC54C0A7CD7493BEDF4140,96423,0101000020110F00009C3B9AB55AAA61C12F0EEF8C04465041,95894,>1m <=5m,ATBI DATABASE,,1446877421000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301075,3958230,35.747997,-83.199996,Cosby Creek,Cosby Creek,2564.625977,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877421000,GRSM,UNR,,6,,,Cosby Horse Trail,Cosby Campground Road B,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000017450F7CECC354C0A21B187B9AD14140,96432,0101000020110F0000278D79D3D0A261C13322A4E43A375041,95903,>1m <=5m,ATBI DATABASE,,1446877425000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313360,3945702,35.63752,-83.061305,Lower Cataloochee Creek,Winding Stair Branch,3129.90918,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446877425000,GRSM,UNR,,6,,,Cataloochee Divide Trail,Cataloochee Entrance Road,Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184889600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,black light trap, ,day,cert,Noctuidae
0101000020E61000008D94442EACC454C037E70A3D02CB4140,96430,0101000020110F00008A1D37A273A361C1C551E73A57305041,95901,>1m <=5m,ATBI DATABASE,,1446877424000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446877424000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1BB9F2AB1C454C0C4649D36D2CA4140,96428,0101000020110F0000439339DE77A361C1BB4A7C1325305041,95899,>1m <=5m,ATBI DATABASE,,1446877423000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312149,3939847,35.584533,-83.073309,Lower Johnathans Creek,,4827.102051,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446877423000,GRSM,UNR,,7,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Acronicta_spinigera,Acronicta  spinigera,762,Nondescript Dagger Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1085011200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Acronictinae,~,black light trap,No,day,cert,PKnob moths monitoring
