the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A13CAA9C41F854C004CC3AEBACBB4140,770,0101000020110F000037B6B30243CF61C1ABC44FEE56205041,174,>1m <=5m,ATBI DATABASE,,1446823557000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238749,3928556,35.466208,-83.879,Lake Cheoah-Little Tennessee River,Twentymile Creek,1364.268677,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446823557000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-391824000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003EE53D733BCF54C06CD0B70F7DCF4140,809,0101000020110F00002D496F856BAC61C1FE1A9C2905355041,213,>1m <=5m,ATBI DATABASE,,1446823580000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297317,3944219,35.620997,-83.238,Upper Raven Fork,,4585.983398,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446823580000,GRSM,UNR,,8,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1054339200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000855A9ECAF3D554C083785A0752C84140,801,0101000020110F000015E88E9B20B261C1513FD499882D5041,205,>1m <=5m,ATBI DATABASE,,1446823575000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,287658,3938228,35.564996,-83.343001,Upper Oconaluftee River,Collins Creek,2630.94873,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446823575000,GRSM,UNR,,8,,,Newton Bald Trail,Collins Creek Picnic Area Upper Loop Parking C,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1061683200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,Malaise trap (Townes), , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000920727446ED354C02DF1FB9C9AC04140,802,0101000020110F0000C562E35CFCAF61C195286BEA7A255041,206,>1m <=5m,ATBI DATABASE,,1446823576000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291073,3931456,35.504712,-83.303601,Lower Oconaluftee River,Oconaluftee River,2203.830078,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446823576000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1021593600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,Malaise trap (Townes), , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001D43145433D354C06AF383E347C14140,804,0101000020110F0000CD33954ECAAF61C1C15D4CB22F265041,208,>1m <=5m,ATBI DATABASE,,1446823577000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291413,3932035,35.51,-83.300004,Lower Oconaluftee River,,2015.644165,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446823577000,GRSM,UNR,,5,,,Oconaluftee River Trail,Access Road To Big Cove Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990576000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000CA3FBE7AB8DE54C0DB63EB1EBBC84140,798,0101000020110F000092BD980593B961C146B06F53F62D5041,202,>1m <=5m,ATBI DATABASE,,1446823573000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275248,3938888,35.568204,-83.480006,Deep Creek,Left Fork Deep Creek,5750.067383,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446823573000,GRSM,UNR,,6,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,769392000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A2FBEB7588DF54C064996BC951D14140,796,0101000020110F000033850BA943BA61C14FB09AEDEE365041,200,>1m <=5m,ATBI DATABASE,,1446823572000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274286,3946361,35.635302,-83.4927,West Prong Little Pigeon River Upper,,2929.018555,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823572000,GRSM,UNR,,7,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,613180800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000021EB958414DE54C0D58785CC68D14140,799,0101000020110F00008E73EEC407B961C1CF4CB9F906375041,203,>1m <=5m,ATBI DATABASE,,1446823574000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276344,3946387,35.636004,-83.469998,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3442.888672,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823574000,GRSM,UNR,,6,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000002197518F41E054C0A6A70B62B4D84140,795,0101000020110F0000643C7ADDE0BA61C19D74B847A73E5041,199,>1m <=5m,ATBI DATABASE,,1446823571000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273426,3952788,35.692998,-83.503997,Le Conte Creek,,1766.957031,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823571000,GRSM,UNR,,9,,,Twin Creeks Trail,Cherokee Orchard Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926812800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000007E2C4CF828EC54C093329A7660D54140,780,0101000020110F0000370D0F08FDC461C161E8938A2C3B5041,184,>1m <=5m,ATBI DATABASE,,1446823563000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256513,3950349,35.666999,-83.689997,Little River-Goshen Prong,Little River,1283.880371,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823563000,GRSM,UNR,,4,,,Roundtop Trail,Little River Gorge Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090195200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,aerial net, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000006BC8A941FEC54C00299BE5318D24140,779,0101000020110F000047638C0EF5C461C1D61C3168BE375041,183,>1m <=5m,ATBI DATABASE,,1446823562000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256487,3947503,35.641361,-83.689423,Little River-Crooked Creek,Middle Prong Little River,1349.121338,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823562000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187740800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,aerial net,No,day,cert,ATBI
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,781,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,185,>1m <=5m,ATBI DATABASE,,1446823563000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823563000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958262400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E6100000650D21BE1EE554C0D4E101A2B6D34140,789,0101000020110F000010D03A6602BF61C17AFB7A6A6F395041,193,>1m <=5m,ATBI DATABASE,,1446823568000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266434,3948640,35.654004,-83.579997,Little River-Goshen Prong,Bearwallow Branch,2172.555908,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823568000,GRSM,UNR,,10,,,Little River Trail,Little River Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1054339200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000006109CC8CDCE654C043B76DD8A9D24140,785,0101000020110F0000C26E0B067DC061C1FE56987C56385041,189,>1m <=5m,ATBI DATABASE,,1446823566000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263946,3947795,35.645801,-83.607207,Little River-Goshen Prong,Kiver Branch,2606.37085,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823566000,GRSM,UNR,,1,,,Meigs Mountain Trail,Little River Gorge Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,555897600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000029F441FCA7E654C0E4DA34DC1ED54140,788,0101000020110F000099CA666150C061C1C959FFF5E73A5041,192,>1m <=5m,ATBI DATABASE,,1446823567000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264293,3949917,35.664997,-83.603999,Little River-Goshen Prong,Little River,1994.639404,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823567000,GRSM,UNR,,6,,,Laurel Falls Quiet Walkway,Little River Gorge Parking #1,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000CEB955BC43E354C0EA32AE182BD74140,790,0101000020110F0000A7A4C9F96EBD61C13DB168090C3D5041,194,>1m <=5m,ATBI DATABASE,,1446823569000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269137,3951566,35.680996,-83.551005,West Prong Little Pigeon River Upper,Fighting Creek,1545.996826,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823569000,GRSM,UNR,,6,,,Big White Oak Quiet Walkway,Fighting Creek Gap Road,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000828A12435EE254C094F8E1C2EFD74140,792,0101000020110F0000F6F56A15ACBC61C161465BACD93D5041,196,>1m <=5m,ATBI DATABASE,,1446823570000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270422,3952199,35.686998,-83.536999,West Prong Little Pigeon River Upper,Ash Hopper Branch,1461.809082,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823570000,GRSM,UNR,,6,,,Fighting Creek Nature Trail,Sugarlands Headquarters Parking A,Valid,Poanes_zabulon,Poanes  zabulon,31877,Zabulon Skipper,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,618883200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
