the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000B9CA97D3C2F754C0942DF0E724BB4140,70105,0101000020110F00008F87E654D7CE61C1E720631AC91F5041,69627,>1m <=5m,ATBI DATABASE,,1446862492000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239438,3928075,35.462057,-83.871262,Lake Cheoah-Little Tennessee River,,1686.404419,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446862492000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000B6E7EBF260D354C09B06E1EB9AC14140,70120,0101000020110F0000D3636D0DF1AF61C16A0D715486265041,69645,>1m <=5m,ATBI DATABASE,,1446862501000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291167,3932322,35.512533,-83.302788,Lower Oconaluftee River,Oconaluftee River,2018.367676,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446862501000,GRSM,UNR,,6,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000570BAA15FFD754C0F25DF915F3DF4140,70119,0101000020110F0000743E6A0ADDB361C149FC1E803B465041,69644,>1m <=5m,ATBI DATABASE,,1446862500000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285258,3958777,35.749599,-83.37494,Webb Creek,Soak Ash Creek,1371.382202,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446862500000,GRSM,UNR,,5,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1179360000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000009844AADEEEC54C0B48B2A4278D34140,70112,0101000020110F00007CAAB0F1A4C561C1642BAC382E395041,69637,>1m <=5m,ATBI DATABASE,,1446862497000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255375,3948726,35.652101,-83.702064,Little River-Crooked Creek,Middle Prong Little River,1448.772583,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862497000,GRSM,UNR,,5,,,Roundtop Trail,Tremont Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,985478400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E6100000CE31885E32ED54C0DCA72C08BAD34140,70111,0101000020110F0000B87C6B6FDEC561C1CDA100F872395041,69636,>1m <=5m,ATBI DATABASE,,1446862496000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255007,3948959,35.654108,-83.706195,Little River-Crooked Creek,Middle Prong Little River,1574.751953,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862496000,GRSM,UNR,,4,,,Roundtop Trail,Tremont Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,985478400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E610000092ED494E30F254C01296DE22E3CC4140,70107,0101000020110F0000AC7C82C91BCA61C1D30CEF7E4D325041,69629,>1m <=5m,ATBI DATABASE,,1446862493000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247776,3943228,35.600675,-83.784194,Abrams Creek Upper,Fanny Branch,1828.913818,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862493000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007A70814862F354C02D3B8E7031CE4140,70106,0101000020110F0000EB3263A71FCB61C1C69135B5AA335041,69628,>1m <=5m,ATBI DATABASE,,1446862492000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246116,3944408,35.610877,-83.80287,Abrams Creek Upper,,2065.461914,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862492000,GRSM,UNR,,5,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000018FEE38208FF54C0D844A84AC2C14140,70091,0101000020110F000081150A7604D561C149928768AF265041,69613,>1m <=5m,ATBI DATABASE,,1446862484000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229297,3934115,35.513735,-83.98489,Chilhowee Lake,,1202.963989,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862484000,GRSM,UNR,,1,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1345507200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000ED7899E283FE54C07C33881465C24140,70099,0101000020110F00008D0F59D293D461C13CF0444459275041,69621,>1m <=5m,ATBI DATABASE,,1446862488000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230048,3934644,35.518703,-83.976795,Chilhowee Lake,Tabcat Creek,1024.713135,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862488000,GRSM,UNR,,9,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000001671DAE9ADFE54C0C45F7C99F4C24140,70093,0101000020110F0000F97D2F84B7D461C13F591607EF275041,69615,>1m <=5m,ATBI DATABASE,,1446862485000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229830,3935137,35.523083,-83.979361,Chilhowee Lake,Tabcat Creek,992.439209,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862485000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020124800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000D1832598B6FE54C07384EBD5B0C24140,70092,0101000020110F0000B87294E3BED461C158A7D050A8275041,69614,>1m <=5m,ATBI DATABASE,,1446862484000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229775,3934909,35.521015,-83.97989,Chilhowee Lake,Tabcat Creek,973.287109,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862484000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000090160CE683FF54C04DAD14955CC34140,69865,0101000020110F0000F77C05416DD561C165F4AC895B285041,69611,>1m <=5m,ATBI DATABASE,,1446862482000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228656,3935525,35.526256,-83.992421,Chilhowee Lake,Tabcat Creek,977.862732,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446862482000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1236038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,by hand, , ,cert,ATBI Xeric Cliffs Flora
0101000020E6100000238A03C7A9FE54C01C6D663E31C74140,70096,0101000020110F000021AFE900B4D461C1977B831B5B2C5041,69618,>1m <=5m,ATBI DATABASE,,1446862487000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229964,3938809,35.556183,-83.979108,Abrams Creek Lower,Panther Creek,1119.206665,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862487000,GRSM,UNR,,10,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000005153EC77A7FE54C01BDAC22B3DC74140,70098,0101000020110F00005C3AE60AB2D461C1301E138F672C5041,69620,>1m <=5m,ATBI DATABASE,,1446862488000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229978,3938849,35.556547,-83.978967,Abrams Creek Lower,Panther Creek,1171.58667,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862488000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C1A604E079FF54C08377C3D49BC64140,70090,0101000020110F00005F31B1BD64D561C1B4AEF821BF2B5041,69612,>1m <=5m,ATBI DATABASE,,1446862483000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228797,3938338,35.551624,-83.991809,Chilhowee Lake,Little Tennessee River,1241.030518,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862483000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Southwest Entrance Sign Parking #1,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000541CCD45C7FB54C0454ED5004FCD4140,70101,0101000020110F0000B10F90CA40D261C1AADD1E2BBE325041,69623,>1m <=5m,ATBI DATABASE,,1446862490000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234209,3943988,35.603967,-83.934033,Abrams Creek Lower,Abrams Creek,1131.0625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862490000,GRSM,UNR,,9,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,982972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E610000005DC7A80E0FB54C0E5280FFECACD4140,70100,0101000020110F000014ACEB3756D261C19C7FE8AF3F335041,69622,>1m <=5m,ATBI DATABASE,,1446862489000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234082,3944412,35.60775,-83.935573,Abrams Creek Lower,Abrams Creek,1109.730835,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862489000,GRSM,UNR,,6,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,982972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E6100000A96AD3EF3AFB54C0FCBCD6A345CE4140,70103,0101000020110F00009FDD9E9AC9D161C1E2BE79CFBF335041,69625,>1m <=5m,ATBI DATABASE,,1446862491000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235010,3944800,35.611493,-83.925468,Abrams Creek Lower,Abrams Creek,1319.012939,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862491000,GRSM,UNR,,7,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,982972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E61000004F7EA4EB56FB54C084A21B8F09CF4140,70102,0101000020110F00008D33DA5EE1D161C15D2E2A7D8C345041,69624,>1m <=5m,ATBI DATABASE,,1446862490000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234875,3945468,35.617472,-83.927176,Abrams Creek Lower,Kingfisher Creek,1183.923828,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862490000,GRSM,UNR,,9,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Ulmus_alata,Ulmus  alata,41634,Winged Elm,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Urticales, , , , ,Ulmaceae, ,~,observed, ,year,cert,Fridley Veg Plots
