the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000000193E451DBF154C0E287014D2FBD4140,165952,0101000020110F000066BBCB9BD3C961C158EC2EDFE9215041,165633,>1m <=5m,ATBI DATABASE,,1446912335000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247862,3929604,35.477999,-83.779007,Eagle Creek,Eagle Creek,1715.650391,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912335000,GRSM,UNR,,2,,,Lake Shore Trail low water access,Lakeview Drive West,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087257600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000B5EF24FEB5C454C04C7A66E9CDCA4140,165976,0101000020110F0000ED7D8DF77BA361C1A4B2779520305041,165657,>1m <=5m,ATBI DATABASE,,1446912349000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312122,3939833,35.584402,-83.073604,Lower Johnathans Creek,,4819.37207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446912349000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958262400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003D8EBE009DCA54C006E7F52FE2C64140,165972,0101000020110F0000CC18B6447FA861C129B9ED93082C5041,165653,>1m <=5m,ATBI DATABASE,,1446912347000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303690,3936615,35.553771,-83.165829,Lower Raven Fork,,4771.516113,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446912347000,GRSM,UNR,,2,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001D43145433D354C06AF383E347C14140,165970,0101000020110F0000CD33954ECAAF61C1C15D4CB22F265041,165651,>1m <=5m,ATBI DATABASE,,1446912346000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291413,3932035,35.51,-83.300004,Lower Oconaluftee River,,2015.644165,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446912346000,GRSM,UNR,,5,,,Oconaluftee River Trail,Access Road To Big Cove Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,987897600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000752B7FAFC2DD54C0E6DD0E9DB6C34140,165967,0101000020110F0000321BDD44C2B861C1E94D077EB9285041,165648,>1m <=5m,ATBI DATABASE,,1446912344000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276499,3934505,35.529004,-83.465004,Noland Creek,,3505.270996,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912344000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,609465600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000005D1BF5668DDF54C026F4130B52C84140,165963,0101000020110F0000DDAE70DB47BA61C19EBEB79D882D5041,165644,>1m <=5m,ATBI DATABASE,,1446912342000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274061,3938562,35.564997,-83.493001,Noland Creek,Clingmans Creek,6088.069336,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912342000,GRSM,UNR,,6,,,Appalachian Trail,Cd Pullout Parking At Mp 6.37,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990230400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000069BE0621D9DE54C0FB9F8BAC93C84140,165964,0101000020110F000070074AC0AEB961C1359BBE23CD2D5041,165645,>1m <=5m,ATBI DATABASE,,1446912342000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275064,3938759,35.567,-83.481998,Noland Creek,Noland Creek,5920.010742,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912342000,GRSM,UNR,,9,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,611366400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000EA205907FADE54C06FA53143ABD14140,165965,0101000020110F000057A75EB1CAB961C12C1A206E4C375041,165646,>1m <=5m,ATBI DATABASE,,1446912343000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275081,3946644,35.638032,-83.484006,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2929.677002,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912343000,GRSM,UNR,,9,,,Cove Hardwood Nature Trail,Nfg Pullout Parking At Mp 7.6,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000021EB958414DE54C0D58785CC68D14140,165966,0101000020110F00008E73EEC407B961C1CF4CB9F906375041,165647,>1m <=5m,ATBI DATABASE,,1446912344000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276344,3946387,35.636004,-83.469998,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3442.888672,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912344000,GRSM,UNR,,6,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000072892D81F7DF54C08599949491D74140,165962,0101000020110F0000639052F8A1BA61C172DEAB31773D5041,165643,>1m <=5m,ATBI DATABASE,,1446912341000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273810,3951793,35.684123,-83.499477,Le Conte Creek,Le Conte Creek,2134.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912341000,GRSM,UNR,,7,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,959212800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000EB42790D64D854C0A324A5528CDA4140,165968,0101000020110F00000CBBF7CA32B461C14CF285D994405041,165649,>1m <=5m,ATBI DATABASE,,1446912345000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284587,3954109,35.7074,-83.381103,Little Pigeon River Upper,Middle Prong Little Pigeon River,1687.616699,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912345000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,957916800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C166197264EB54C0AC03502781D54140,165956,0101000020110F0000546F971F56C461C13A6F40B74E3B5041,165637,>1m <=5m,ATBI DATABASE,,1446912338000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257602,3950430,35.667997,-83.678002,Little River-Goshen Prong,Little River,1430.032837,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912338000,GRSM,UNR,,8,,,Meigs Creek Trail,Little River Gorge Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116547200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008EE7E258DFEF54C00563FFA768D14140,165953,0101000020110F00003E99ED2F24C861C16D7C8ED306375041,165634,>1m <=5m,ATBI DATABASE,,1446912336000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251165,3947055,35.635999,-83.748003,Little River-Crooked Creek,,1644.438721,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912336000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,609465600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,165955,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,165636,>1m <=5m,ATBI DATABASE,,1446912337000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912337000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958262400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E61000006109CC8CDCE654C043B76DD8A9D24140,165957,0101000020110F0000C26E0B067DC061C1FE56987C56385041,165638,>1m <=5m,ATBI DATABASE,,1446912338000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263946,3947795,35.645801,-83.607207,Little River-Goshen Prong,Kiver Branch,2606.37085,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912338000,GRSM,UNR,,1,,,Meigs Mountain Trail,Little River Gorge Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926640000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000029F441FCA7E654C0E4DA34DC1ED54140,165958,0101000020110F000099CA666150C061C1C959FFF5E73A5041,165639,>1m <=5m,ATBI DATABASE,,1446912339000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264293,3949917,35.664997,-83.603999,Little River-Goshen Prong,Little River,1994.639404,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912339000,GRSM,UNR,,6,,,Laurel Falls Quiet Walkway,Little River Gorge Parking #1,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000CEB955BC43E354C0EA32AE182BD74140,165959,0101000020110F0000A7A4C9F96EBD61C13DB168090C3D5041,165640,>1m <=5m,ATBI DATABASE,,1446912339000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269137,3951566,35.680996,-83.551005,West Prong Little Pigeon River Upper,Fighting Creek,1545.996826,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912339000,GRSM,UNR,,6,,,Big White Oak Quiet Walkway,Fighting Creek Gap Road,Valid,Erynnis_icelus,Erynnis  icelus,14520,Dreamy Duskywing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Pyrginae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
