the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000663B53A6C0F654C0F94DD8B3A4BC4140,168678,0101000020110F0000B70CDE0FFCCD61C1095CAF5359215041,168365,>1m <=5m,ATBI DATABASE,,1446913894000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240906,3929333,35.47377,-83.855504,Lake Cheoah-Little Tennessee River,Twentymile Creek,1829.446899,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913894000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000007D7B81337AF154C01917FF5877CA4140,168702,0101000020110F0000B5A4292081C961C1D8105D2FC62F5041,168389,>1m <=5m,ATBI DATABASE,,1446913907000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248724,3941101,35.58176,-83.773079,Abrams Creek Upper,Rowans Creek,2814.316895,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913907000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,962064000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007153824C32F154C0A9FBC8F957C84140,168705,0101000020110F00009A36180F44C961C181D658CF8E2D5041,168392,>1m <=5m,ATBI DATABASE,,1446913908000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249070,3939250,35.565178,-83.768691,Abrams Creek Upper,,4359.021484,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913908000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000735CE6A432F154C0753085880DC84140,168704,0101000020110F0000EF352A5A44C961C1B5669416412D5041,168391,>1m <=5m,ATBI DATABASE,,1446913908000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249061,3938998,35.562906,-83.768712,Abrams Creek Upper,Russell Field Branch,4251.0625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913908000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006E49F53AB5F054C046204ECF57C84140,168708,0101000020110F0000641994D6D9C861C10BC4FEA28E2D5041,168395,>1m <=5m,ATBI DATABASE,,1446913910000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249762,3939230,35.565173,-83.761057,Abrams Creek Upper,,3998.514893,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913910000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,996537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000019C38D75A0F054C0B3B756B382C84140,168709,0101000020110F0000AD5A8132C8C861C1A8CEF86ABB2D5041,168396,>1m <=5m,ATBI DATABASE,,1446913911000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249881,3939372,35.566482,-83.75979,Abrams Creek Upper,,3989.539307,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913911000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,991267200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EB1B8E6AB5F054C0C465238485C74140,168706,0101000020110F00002AAC00FFD9C861C16B04C315B32C5041,168393,>1m <=5m,ATBI DATABASE,,1446913909000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249741,3938518,35.558755,-83.761069,Eagle Creek,,3876.237305,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913909000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000073A7B8CD5BF154C0CAB1D6FF62C74140,168703,0101000020110F00008435174F67C961C10CE1E00C8F2C5041,168390,>1m <=5m,ATBI DATABASE,,1446913907000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248817,3938427,35.557702,-83.771224,Eagle Creek,Tub-Mill Creek,3972.664307,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913907000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000061D86C08F5F354C0C3EA6B444DC64140,168694,0101000020110F00006358D5499CCB61C14B4E371F6D2B5041,168381,>1m <=5m,ATBI DATABASE,,1446913902000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245109,3937591,35.549226,-83.811826,Abrams Creek Upper,Lonesome Branch,3552.092041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913902000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000083788A4088F354C0B6F85FB17DC54140,168697,0101000020110F0000CAD39DE63FCB61C1F35CC173942A5041,168384,>1m <=5m,ATBI DATABASE,,1446913904000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245691,3936871,35.542892,-83.805187,Abrams Creek Upper,,3872.528809,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913904000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D59CF6738EF354C036CB39466CC54140,168696,0101000020110F0000099CD02A45CB61C1AECD6A45822A5041,168383,>1m <=5m,ATBI DATABASE,,1446913903000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245655,3936813,35.54236,-83.805566,Abrams Creek Upper,,3968.437744,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913903000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007A8CFC3EBFF354C094FD274A05C54140,168695,0101000020110F00006BDE719B6ECB61C17F97F3C7162A5041,168382,>1m <=5m,ATBI DATABASE,,1446913903000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245375,3936472,35.539217,-83.808544,Abrams Creek Upper,,3768.384277,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913903000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000065E91DE314F254C08C6F8CCAF1C44140,168701,0101000020110F0000ABF11F8004CA61C11BA8166E022A5041,168388,>1m <=5m,ATBI DATABASE,,1446913906000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247733,3936339,35.538622,-83.782521,Eagle Creek,,4046.238281,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913906000,GRSM,UNR,,5,,,Appalachian Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004B27D5E83CF054C03ADA82EF07C34140,168711,0101000020110F000038D952A673C861C104958C3403285041,168398,>1m <=5m,ATBI DATABASE,,1446913912000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,250299,3934607,35.523673,-83.753714,Eagle Creek,Eagle Creek,2580.976562,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913912000,GRSM,UNR,,4,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902102400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C106A7454AF054C04B75B97C3CC34140,168710,0101000020110F00003A81A0FF7EC861C16F22780B3A285041,168397,>1m <=5m,ATBI DATABASE,,1446913911000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,250230,3934787,35.525277,-83.754529,Eagle Creek,Eagle Creek,2393.92749,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913911000,GRSM,UNR,,9,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902102400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000064893C1941F354C08442EAA1B6C34140,168700,0101000020110F0000E54C5A7803CB61C159E71883B9285041,168387,>1m <=5m,ATBI DATABASE,,1446913905000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,246041,3935319,35.529004,-83.800844,Eagle Creek,Ekaneetlee Creek,3301.135254,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913905000,GRSM,UNR,,6,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003FB702D049F554C074F597A821C34140,168690,0101000020110F000009D270B6BDCC61C17DD9490C1E285041,168377,>1m <=5m,ATBI DATABASE,,1446913900000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,243144,3934897,35.524458,-83.832626,Lake Cheoah-Little Tennessee River,,4396.772461,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913900000,GRSM,UNR,,8,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E18EB40A91F554C05BC125B6F1C24140,168687,0101000020110F00003B322C35FACC61C1CC119303EC275041,168374,>1m <=5m,ATBI DATABASE,,1446913898000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242745,3934746,35.522995,-83.836974,Abrams Creek Upper,Twentymile Creek,4209.05127,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913898000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989366400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C93D885D4EF454C07C35AF0682C04140,168692,0101000020110F000059BA9228E8CB61C199E7BB4361255041,168379,>1m <=5m,ATBI DATABASE,,1446913901000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244471,3932583,35.503961,-83.817279,Lake Cheoah-Little Tennessee River,,3411.132324,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913901000,GRSM,UNR,,6,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001EE378A8A7F754C036F02877DAC24140,168669,0101000020110F0000FF0EEA41C0CE61C13EAEA4C1D3275041,168356,>1m <=5m,ATBI DATABASE,,1446913889000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239783,3934753,35.522285,-83.869604,Abrams Creek Lower,,4588.768066,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913889000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000684800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000001A080ED766F754C0EBE5357EFAC24140,168672,0101000020110F000002A31E3589CE61C1499E782DF5275041,168359,>1m <=5m,ATBI DATABASE,,1446913891000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240145,3934851,35.523263,-83.865648,Abrams Creek Upper,Bower Creek,4538.276855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913891000,GRSM,UNR,,2,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A66025D054F754C0C5B0C2BBC9C24140,168674,0101000020110F0000E219ADE579CE61C1AB3FE54BC2275041,168361,>1m <=5m,ATBI DATABASE,,1446913892000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240240,3934683,35.521775,-83.864547,Abrams Creek Upper,Bower Creek,4842.859863,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913892000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000095FCB37251F754C0F487F36B49C24140,168675,0101000020110F00008D6B0D0A77CE61C13197FE673C275041,168362,>1m <=5m,ATBI DATABASE,,1446913892000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240246,3934248,35.517859,-83.864342,Lake Cheoah-Little Tennessee River,,4598.779297,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913892000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989366400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000010BD622CA4F654C04CFBB6C5D4C24140,168682,0101000020110F0000360085E0E3CD61C11103CAD0CD275041,168369,>1m <=5m,ATBI DATABASE,,1446913896000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241219,3934692,35.522111,-83.853766,Abrams Creek Upper,Moore Springs Branch,4436.974609,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913896000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002DCC17BBAAF654C03AEB41ABCDC24140,168681,0101000020110F000000033F72E9CD61C1108B3867C6275041,168368,>1m <=5m,ATBI DATABASE,,1446913895000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241182,3934669,35.521895,-83.854166,Abrams Creek Upper,Moore Springs Branch,4499.179688,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913895000,GRSM,UNR,,3,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,993513600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009A64D249D0F654C09326E5BBC2C24140,168679,0101000020110F0000FBD4095809CE61C1C77515FEBA275041,168366,>1m <=5m,ATBI DATABASE,,1446913894000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,240973,3934638,35.521561,-83.856459,Abrams Creek Upper,Moore Springs Branch,4773.598633,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913894000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D6217627B1F654C0B47349BE1AC34140,168680,0101000020110F0000BF0ECFE6EECD61C17B5AE9D416285041,168367,>1m <=5m,ATBI DATABASE,,1446913895000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241154,3934931,35.524247,-83.854558,Abrams Creek Upper,Moore Springs Branch,4430.708008,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913895000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000652976ED78F654C0CEAC92C00DC34140,168683,0101000020110F0000EDEDFA25BFCD61C120016D4609285041,168370,>1m <=5m,ATBI DATABASE,,1446913896000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241464,3934878,35.52385,-83.851127,Abrams Creek Upper,Moore Springs Branch,3971.788818,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913896000,GRSM,UNR,,4,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902188800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000493F0DB77AF754C0E47FC161EEC34140,168671,0101000020110F000008695B169ACE61C15D9F48B1F3285041,168358,>1m <=5m,ATBI DATABASE,,1446913890000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240059,3935680,35.530706,-83.866861,Abrams Creek Upper,Panther Creek,4185.010254,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913890000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DD7D934850F754C03159867F6BC34140,168676,0101000020110F00005566DA0C76CE61C1851B761A6B285041,168363,>1m <=5m,ATBI DATABASE,,1446913893000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240281,3935230,35.526711,-83.864271,Abrams Creek Upper,Bower Creek,4105.755371,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913893000,GRSM,UNR,,2,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,964569600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
