the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005150C401B8F754C0CC4A2F4B6ABC4140,129209,0101000020110F0000CA807C24CECE61C1656C0E6A1C215041,128782,>1m <=5m,ATBI DATABASE,,1446891386000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239530,3929175,35.471987,-83.870602,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1487.986572,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891386000,GRSM,UNR,,2,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000064C3D5BFF3D154C0C3387D12DFDD4140,129284,0101000020110F0000D80C6BE3BAAE61C14464C6D00E445041,128855,>1m <=5m,ATBI DATABASE,,1446891425000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293757,3956773,35.733363,-83.280498,Cosby Creek,Dunn Creek,3362.24585,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891425000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,931219200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CD48520C2FD954C0549A7DC0B1DA4140,129281,0101000020110F0000A8856D32DFB461C188F07EFFBB405041,128852,>1m <=5m,ATBI DATABASE,,1446891423000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283469,3954263,35.708543,-83.393493,Little Pigeon River Middle,Rhododendron Creek,1933.357422,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891423000,GRSM,UNR,,5,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1355788800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000055535D160CD854C07BDC020C82D84140,129282,0101000020110F00009E327B15E8B361C1EC6B72A4723E5041,128853,>1m <=5m,ATBI DATABASE,,1446891423000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285030,3952329,35.691462,-83.375734,Porters Creek,Woolly Tops Branch,2185.503418,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891423000,GRSM,UNR,,5,,,Porters Creek Trail,Porters Creek Scenic Loop,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1355356800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000049071938E8EF54C04ADB1B2369D14140,129245,0101000020110F0000B662DEB82BC861C178E8345407375041,128818,>1m <=5m,ATBI DATABASE,,1446891404000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947058,35.636014,-83.748544,Little River-Crooked Creek,,1643.705322,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891404000,GRSM,UNR,,6,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000036F295AD06E154C0EE812292F8D34140,129272,0101000020110F000092C2184788BB61C108464156B4395041,128842,>1m <=5m,ATBI DATABASE,,1446891418000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272232,3948713,35.656016,-83.516029,West Prong Little Pigeon River Upper,Hickory King Branch,2033.485596,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446891418000,GRSM,UNR,,5,,,Balsam Point Quiet Walkway,Newfound Gap Road North,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1364688000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed,No,day,prob.,ATBI
0101000020E610000058F5945D8FE154C019543CAAF1D34140,129271,0101000020110F0000BB5ECF5DFCBB61C184345B1EAD395041,128841,>1m <=5m,ATBI DATABASE,,1446891417000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271476,3948709,35.655806,-83.524371,West Prong Little Pigeon River Upper,Critter Branch,2609.742432,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446891417000,GRSM,UNR,,6,,,Balsam Point Quiet Walkway,Newfound Gap Road North,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,764640000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed,No,day,prob.,General
0101000020E61000008A4CE92EC3E254C0CDA078DA49CE4140,129270,0101000020110F000024CDCDCB01BD61C183BB4A36C4335041,128840,>1m <=5m,ATBI DATABASE,,1446891416000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269648,3943851,35.611622,-83.543159,Little River-Goshen Prong,Fish Camp Prong,2926.864014,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446891416000,GRSM,UNR,,6,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927676800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A0579540B4E054C0CD046CDCA2C14140,129275,0101000020110F0000AB3F024642BB61C13C86299D8E265041,128846,>1m <=5m,ATBI DATABASE,,1446891420000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272282,3932810,35.512776,-83.510998,Noland Creek,,3380.224121,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891420000,GRSM,UNR,,1,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056326400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004F09D990B7E054C0BC38ACDBA6C14140,129274,0101000020110F0000DFA5701645BB61C16A99CEC892265041,128844,>1m <=5m,ATBI DATABASE,,1446891419000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272264,3932824,35.512898,-83.5112,Noland Creek,,3385.126953,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891419000,GRSM,UNR,,3,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087516800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D218CEB193E054C09EF067BF88C14140,129277,0101000020110F00007069479F26BB61C15FA3275E73265041,128847,>1m <=5m,ATBI DATABASE,,1446891420000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272460,3932717,35.511979,-83.509011,Noland Creek,,3266.10498,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891420000,GRSM,UNR,,7,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000DAD733E475ED54C0CC06684E23C14140,129247,0101000020110F0000E52F25C817C661C15F624B8709265041,128820,>1m <=5m,ATBI DATABASE,,1446891406000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254190,3932857,35.508883,-83.710316,Hazel Creek,Little Fork,2925.684326,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891406000,GRSM,UNR,,7,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D758573F15E954C00E550280E8CA4140,129261,0101000020110F0000100DBE0460C261C112BAC2593C305041,128832,>1m <=5m,ATBI DATABASE,,1446891412000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260622,3941157,35.585213,-83.641918,Little River-Crooked Creek,Double Trestle Branch,4399.612305,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891412000,GRSM,UNR,,3,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,962928000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A13C7DAE3DE954C04C63C4DD97CA4140,129257,0101000020110F0000B2C3F95B82C261C15474D424E82F5041,128829,>1m <=5m,ATBI DATABASE,,1446891411000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260391,3940890,35.582753,-83.644386,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891411000,GRSM,UNR,,5,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B0FC7B813DE954C0C4765A2B98CA4140,129258,0101000020110F00006DC3C03582C261C1D554DA75E82F5041,128830,>1m <=5m,ATBI DATABASE,,1446891411000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260392,3940891,35.582762,-83.644375,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891411000,GRSM,UNR,,5,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841881600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C90504C63CE954C02A755C9C97CA4140,129260,0101000020110F0000422C899681C261C152D886E0E72F5041,128831,>1m <=5m,ATBI DATABASE,,1446891412000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260396,3940889,35.582745,-83.64433,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891412000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A2AA02E8E9E854C00C61B15D0CCB4140,129262,0101000020110F0000947679353BC261C139F282CE61305041,128833,>1m <=5m,ATBI DATABASE,,1446891413000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260865,3941272,35.586308,-83.639272,Little River-Crooked Creek,,4009.875244,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891413000,GRSM,UNR,,8,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,962841600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000081D6ADB257E954C03AB4A768D5CB4140,129255,0101000020110F0000ED1A7A7498C261C13716ACC533315041,128827,>1m <=5m,ATBI DATABASE,,1446891410000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260276,3941969,35.592443,-83.645974,Little River-Crooked Creek,,3985.86377,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891410000,GRSM,UNR,,10,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,965779200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E57EF78941E954C0C5B9C9596CCB4140,129256,0101000020110F00000702A4A285C261C168C7A50CC6305041,128828,>1m <=5m,ATBI DATABASE,,1446891410000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260389,3941610,35.589237,-83.644621,Little River-Crooked Creek,Double Trestle Branch,3960.17334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891410000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837216000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005389FC446FEA54C01A4345448DCD4140,129250,0101000020110F0000AA5B29E585C361C1854A3635FF325041,128823,>1m <=5m,ATBI DATABASE,,1446891408000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258770,3943500,35.605867,-83.663037,Little River-Crooked Creek,Sams Creek,2412.623779,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891408000,GRSM,UNR,,2,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000092DAFE580E854C0D67AEE2D7ACC4140,129269,0101000020110F000039724E06E2C161C141691ADEDF315041,128839,>1m <=5m,ATBI DATABASE,,1446891416000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261479,3942495,35.597472,-83.632863,Little River-Crooked Creek,Double Trestle Branch,2881.993164,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891416000,GRSM,UNR,,6,,,Middle Prong Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B5A47BE7C1E854C02B398C21B7CC4140,129263,0101000020110F0000DDF8303C19C261C179FD12881F325041,128834,>1m <=5m,ATBI DATABASE,,1446891413000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261125,3942711,35.599332,-83.636831,Little River-Crooked Creek,Doghobble Branch,2877.449219,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891413000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841017600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000025065BCEC0E954C0C61904DC07CE4140,129251,0101000020110F000096D22CB9F1C261C18EB258457F335041,128824,>1m <=5m,ATBI DATABASE,,1446891408000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943889,35.609608,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891408000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000079E6D9D0C0E954C0F3DE207308CE4140,129253,0101000020110F0000A16B4BBBF1C261C1AB9634E37F335041,128826,>1m <=5m,ATBI DATABASE,,1446891409000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943891,35.609626,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891409000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,836179200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E2EC99CFC0E954C0637C922708CE4140,129252,0101000020110F000064AA3BBAF1C261C159A446947F335041,128825,>1m <=5m,ATBI DATABASE,,1446891409000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943890,35.609617,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891409000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000021547E5927F154C07456ECB82CCC4140,129241,0101000020110F000027177EC23AC961C1BD1742F78E315041,128814,>1m <=5m,ATBI DATABASE,,1446891402000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249224,3942569,35.595108,-83.768023,Abrams Creek Upper,Cooper Branch,2135.922852,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891402000,GRSM,UNR,,4,,,Cades Cove Horse Trail,Anthony Creek Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,959212800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C392595AB9F654C02C946A7EC0CB4140,129220,0101000020110F0000093B65DDF5CD61C163499CED1D315041,128793,>1m <=5m,ATBI DATABASE,,1446891391000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241326,3942428,35.591805,-83.855059,Abrams Creek Lower,Abrams Creek,1745.23877,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891391000,GRSM,UNR,,4,,,Abrams Falls Trail,Abrams Falls Parking Lot,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899769600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007D7B81337AF154C01917FF5877CA4140,129239,0101000020110F0000B5A4292081C961C1D8105D2FC62F5041,128812,>1m <=5m,ATBI DATABASE,,1446891401000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248724,3941101,35.58176,-83.773079,Abrams Creek Upper,Rowans Creek,2814.316895,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891401000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,962064000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000072B418B54F154C04CAF02B95ACB4140,129240,0101000020110F0000D0BBB12461C961C108D39BA3B3305041,128813,>1m <=5m,ATBI DATABASE,,1446891402000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248954,3941865,35.588699,-83.770781,Abrams Creek Upper,Fanny Branch,2889.337402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891402000,GRSM,UNR,,8,,,Cades Cove Horse Trail,Cades Cove Campground Segment A,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901065600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000099B3531387F054C0B9BE933F6DCA4140,129244,0101000020110F000084298FA3B2C861C1F9E575A3BB2F5041,128817,>1m <=5m,ATBI DATABASE,,1446891404000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250068,3941029,35.581452,-83.75824,Abrams Creek Upper,Left Prong Anthony Creek,2769.596436,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891404000,GRSM,UNR,,6,,,Russell Field Trail,Laurel Creek Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,959731200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CF190294E7F054C0FA0FD7D433C84140,129242,0101000020110F0000D5B5409904C961C13A8BB912692D5041,128815,>1m <=5m,ATBI DATABASE,,1446891403000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249480,3939116,35.564075,-83.76413,Abrams Creek Upper,,4373.303711,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891403000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841104000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
