the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000F74DA1C069FC54C07414634A38C14140,128502,0101000020110F00001A6110C9CAD261C14B21166C1F265041,128058,>1m <=5m,ATBI DATABASE,,1446890976000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232997,3933536,35.509524,-83.94395,Chilhowee Lake,,2225.775391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890976000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D10C3DBD4DFC54C09C463CD454C14140,128410,0101000020110F0000721966FEB2D261C1D8C4A0323D265041,128060,>1m <=5m,ATBI DATABASE,,1446890977000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233155,3933628,35.510394,-83.942241,Chilhowee Lake,,2230.546387,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890977000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000055AFD2A5ABFC54C084048574CAC04140,128498,0101000020110F0000832613C002D361C1F3DB23D4AC255041,128055,>1m <=5m,ATBI DATABASE,,1446890973000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232621,3933175,35.506172,-83.947972,Chilhowee Lake,,1867.141113,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890973000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001D8EC56E93FC54C0D1096E92C9C04140,128500,0101000020110F00001EF6372FEED261C16BCE42E8AB255041,128057,>1m <=5m,ATBI DATABASE,,1446890975000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232755,3933168,35.506145,-83.946494,Chilhowee Lake,,1927.298462,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890975000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988848000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000ADD9146C7CFE54C03515D567F6C14140,128496,0101000020110F00000A8BBE7B8DD461C1F918CFC8E5265041,128053,>1m <=5m,ATBI DATABASE,,1446890972000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230078,3934268,35.515325,-83.97634,Chilhowee Lake,Cattail Branch,1047.417725,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890972000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033948800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000624C507C42FF54C024EF474AEDC34140,128493,0101000020110F0000E15ADDB235D561C1226D9E8DF2285041,128050,>1m <=5m,ATBI DATABASE,,1446890970000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229033,3936004,35.530672,-83.988429,Chilhowee Lake,Shop Creek,907.056396,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890970000,GRSM,UNR,,1,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000090160CE683FF54C04DAD14955CC34140,128409,0101000020110F0000F77C05416DD561C165F4AC895B285041,128049,>1m <=5m,ATBI DATABASE,,1446890969000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228656,3935525,35.526256,-83.992421,Chilhowee Lake,Tabcat Creek,977.862732,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446890969000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1236038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,by hand, , ,cert,ATBI Xeric Cliffs Flora
0101000020E6100000C1EDFCE7B8FE54C064E643D6EEC44140,128495,0101000020110F0000B6233BDAC0D461C1BC8DBD58FF295041,128052,>1m <=5m,ATBI DATABASE,,1446890971000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229821,3936853,35.538532,-83.980032,Chilhowee Lake,Blacksmith Branch,1124.232666,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890971000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000808525E12CFC54C093BEF13E59C44140,128505,0101000020110F000090AB011697D261C1A0B64E3863295041,128061,>1m <=5m,ATBI DATABASE,,1446890977000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233415,3936238,35.533967,-83.940235,Chilhowee Lake,Bunker Hill Branch,2318.101318,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890977000,GRSM,UNR,,10,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C54339E0F9FF54C0326DCAD83AC74140,128492,0101000020110F0000C449BD73D1D561C1C407F421652C5041,128048,>1m <=5m,ATBI DATABASE,,1446890969000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228105,3938898,35.556477,-83.999622,Abrams Creek Lower,Abrams Creek,1026.487793,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890969000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Southwest Entrance Sign Parking #1,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005EB06FB59BFB54C0638028BE78C84140,128507,0101000020110F0000310FDBCA1BD261C12A836B05B12D5041,128063,>1m <=5m,ATBI DATABASE,,1446890978000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234325,3939788,35.566178,-83.931375,Abrams Creek Lower,Bear Den Branch,2209.376221,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890978000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A6613F5EC4FB54C013727740D3C94140,128506,0101000020110F0000F8F90F533ED261C1E432F6D31A2F5041,128062,>1m <=5m,ATBI DATABASE,,1446890978000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234135,3940968,35.576753,-83.933856,Abrams Creek Lower,,2042.07373,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890978000,GRSM,UNR,,7,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000049E7A0A490FB54C0D652C335F9C94140,128508,0101000020110F0000C080F36412D261C13FDC0077422F5041,128064,>1m <=5m,ATBI DATABASE,,1446890979000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234425,3941088,35.577911,-83.930699,Abrams Creek Lower,Polecat Branch,2377.244141,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890979000,GRSM,UNR,,7,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005DB110C761FA54C02E372437C8CB4140,128516,0101000020110F000082E6AB2B11D161C13BCC21FE25315041,128073,>1m <=5m,ATBI DATABASE,,1446890983000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,236147,3942606,35.592041,-83.912214,Abrams Creek Lower,,2006.274902,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890983000,GRSM,UNR,,10,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003908BE9259FB54C021CE3A182ECA4140,128514,0101000020110F000054AB9C9FE3D161C15D4D73B0792F5041,128070,>1m <=5m,ATBI DATABASE,,1446890982000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234735,3941258,35.579525,-83.927338,Abrams Creek Lower,Polecat Branch,2173.936035,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890982000,GRSM,UNR,,7,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000037266147BFB54C06B44722A00CA4140,128512,0101000020110F000026989E1400D261C19AF573BA492F5041,128068,>1m <=5m,ATBI DATABASE,,1446890981000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234545,3941108,35.578123,-83.929383,Abrams Creek Lower,Polecat Branch,2215.179688,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890981000,GRSM,UNR,,5,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CB3A020981FB54C0AC8AB7681DCA4140,128511,0101000020110F0000E552782305D261C1FC49EC43682F5041,128067,>1m <=5m,ATBI DATABASE,,1446890980000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234515,3941208,35.579016,-83.929747,Abrams Creek Lower,Polecat Branch,2380.538086,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890980000,GRSM,UNR,,6,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000770D2DC480FB54C0D7A6D6A70ECA4140,128510,0101000020110F000010A702E904D261C18AEBF0DB582F5041,128066,>1m <=5m,ATBI DATABASE,,1446890980000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234515,3941158,35.578565,-83.92973,Abrams Creek Lower,Polecat Branch,2346.181396,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890980000,GRSM,UNR,,7,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005718FF97DBF954C0DB4A9BE91FCC4140,128517,0101000020110F0000464A4C359FD061C16CA0299681315041,128074,>1m <=5m,ATBI DATABASE,,1446890984000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,236898,3942881,35.594717,-83.904024,Abrams Creek Lower,Rabbit Creek,1467.80481,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890984000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B69E3D71A2F954C09658716859CE4140,128520,0101000020110F0000977D64AB6ED061C1C0C32876D4335041,128077,>1m <=5m,ATBI DATABASE,,1446890985000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237271,3944800,35.612097,-83.900536,Abrams Creek Lower,,1479.338501,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890985000,GRSM,UNR,,6,,,Hatcher Mountain Trail,Abrams Creek Campground Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,966384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A2848C8CDDF954C044F333079ECE4140,128518,0101000020110F000049D76ADEA0D061C176A803261C345041,128075,>1m <=5m,ATBI DATABASE,,1446890984000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,236951,3945042,35.614191,-83.904143,Abrams Creek Lower,Abrams Creek,1475.428711,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890984000,GRSM,UNR,,7,,,Little Bottoms Trail,Abrams Creek Campground Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,966384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D620D1A6B8F954C08525D69D7FCE4140,128519,0101000020110F00008E79278881D061C165FAA460FC335041,128076,>1m <=5m,ATBI DATABASE,,1446890985000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237152,3944933,35.613263,-83.901891,Abrams Creek Lower,,1554.505737,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890985000,GRSM,UNR,,4,,,Little Bottoms Trail,Abrams Creek Campground Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,966384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F6EE8FF70AF954C0F61178677AD44140,128521,0101000020110F0000457F7F05EECF61C120BE860C3C3A5041,128078,>1m <=5m,ATBI DATABASE,,1446890986000,DERV,BLOCKHOUSE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,238265,3950088,35.659979,-83.89129,Little River-Hesse Creek,,1954.294678,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890986000,GRSM,UNR,,6,,,Cane Creek Trail,Foothills Parkway Southwest Parking #7,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008738A3D4C8F054C07CA7874A9ED04140,128554,0101000020110F0000EC60187CEAC861C148FD695D33365041,128109,>1m <=5m,ATBI DATABASE,,1446891002000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249855,3946406,35.629824,-83.762254,Little River-Crooked Creek,,2637.626465,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891002000,GRSM,UNR,,7,,,Scott Mountain Trail,Laurel Creek Road,Valid,Campanula_divaricata,Campanula  divaricata,5276,Southern Harebell,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Campanulales, , , , ,Campanulaceae, ,~,by hand, , ,cert,INHS plant survey
