the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000920B299A82C854C01752DDE7EEE14140,114328,0101000020110F0000182A2701B6A661C19F4FC6F94E485041,113878,>1m <=5m,ATBI DATABASE,,1446882962000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307178,3959993,35.765096,-83.132967,Big Creek,,2741.743164,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446882962000,GRSM,UNR,,7,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970099200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000004D6CFFDCEDCC54C00914814F4BD24140,114327,0101000020110F0000AB0EEFC876AA61C1C32535B0F3375041,113877,>1m <=5m,ATBI DATABASE,,1446882961000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300631,3946577,35.642916,-83.202014,Straight Fork Raven Fork,,5181.721191,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446882961000,GRSM,UNR,,6,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000AF14926467C354C0D4735DC8C8D24140,114330,0101000020110F000006698CCA5FA261C1D563EBD176385041,113880,>1m <=5m,ATBI DATABASE,,1446882963000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314117,3946710,35.646746,-83.053182,Lower Cataloochee Creek,Hoglen Branch,3699.446533,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446882963000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898473600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AD81138899C454C05BFDB43800CB4140,114329,0101000020110F00005C277ECB63A361C1EFCDAC1F55305041,113879,>1m <=5m,ATBI DATABASE,,1446882963000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312283,3940000,35.585937,-83.071867,Lower Johnathans Creek,Cove Creek,4866.006836,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446882963000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1188777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,General
0101000020E61000006B3A98D359DC54C0C4D907423ADD4140,114326,0101000020110F0000AE7395CA8FB761C1927E996162435041,113876,>1m <=5m,ATBI DATABASE,,1446882961000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279046,3956569,35.728333,-83.442979,Dudley Creek,Duds Branch,1637.589844,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446882961000,GRSM,UNR,,6,,,Duds Branch Spur Concession Horse Trail,Dudley Creek Road,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897436800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049071938E8EF54C04ADB1B2369D14140,114312,0101000020110F0000B662DEB82BC861C178E8345407375041,113862,>1m <=5m,ATBI DATABASE,,1446882953000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947058,35.636014,-83.748544,Little River-Crooked Creek,,1643.705322,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882953000,GRSM,UNR,,6,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000092C175B882E154C086F61B41F8D54140,114323,0101000020110F0000DD7A85A0F1BB61C1D8624C3ACB3B5041,113873,>1m <=5m,ATBI DATABASE,,1446882959000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271591,3950463,35.671632,-83.523599,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1637.876953,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446882959000,GRSM,UNR,,6,,,Old Sugarlands Trail,Newfound Gap Road North,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003BB2991379E054C0C9719D023DC44140,114324,0101000020110F00004A07F90310BB61C106FC6DC045295041,113874,>1m <=5m,ATBI DATABASE,,1446882960000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272667,3935057,35.533105,-83.507386,Forney Creek,Buckhorn Branch,5131.173828,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446882960000,GRSM,UNR,,1,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000CD398D5462E654C02C72FC0E0DC34140,114322,0101000020110F00006594ED3815C061C185E11B8D08285041,113872,>1m <=5m,ATBI DATABASE,,1446882959000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264264,3934245,35.523829,-83.599748,Forney Creek,White Mans Glory Creek,4707.384277,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446882959000,GRSM,UNR,,10,,,Welch Ridge Trail,Lakeview Drive East Parking #4,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1091059200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000063ADF5D30CF454C07A331E3045CD4140,114309,0101000020110F0000BF23607FB0CB61C118B269EAB3325041,113859,>1m <=5m,ATBI DATABASE,,1446882951000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245150,3943635,35.603667,-83.813279,Abrams Creek Upper,Feezell Branch,1779.103149,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882951000,GRSM,UNR,,6,,,Lawson Cemetery Access,Primitive Baptist Church Road,Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003FB702D049F554C074F597A821C34140,114307,0101000020110F000009D270B6BDCC61C17DD9490C1E285041,113857,>1m <=5m,ATBI DATABASE,,1446882950000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,243144,3934897,35.524458,-83.832626,Lake Cheoah-Little Tennessee River,,4396.772461,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882950000,GRSM,UNR,,8,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004D23A5ED40F554C01114E40C2AC34140,114308,0101000020110F00003643D22AB6CC61C169511ECE26285041,113858,>1m <=5m,ATBI DATABASE,,1446882951000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,243194,3934924,35.524714,-83.832084,Abrams Creek Upper,,4370.911133,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882951000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E75C159ED3F554C0DCB27057C4C24140,114306,0101000020110F0000687A1EC032CD61C1B6DE87ABBC275041,113856,>1m <=5m,ATBI DATABASE,,1446882950000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242372,3934603,35.52161,-83.841037,Lake Cheoah-Little Tennessee River,,4413.511719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882950000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Arnoglossum_atriplicifolium,Arnoglossum  atriplicifolium,3931,Pale Indian-plantain,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
