the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000007F7D14787EE054C045F63B0061BF4140,57040,0101000020110F0000EB216A9814BB61C1830FF5BF33245041,56508,>1m <=5m,ATBI DATABASE,,1446854951000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272530,3930846,35.495141,-83.507715,Noland Creek,Drinklog Branch,2573.8396,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854951000,GRSM,UNR,,1,,,Noland Creek Trail,Lakeview Drive East,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BE1B1FEEA9E054C0250F5CD6DEBC4140,57039,0101000020110F0000CEDDC38139BB61C1BD2681F495215041,56507,>1m <=5m,ATBI DATABASE,,1446854951000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272234,3928678,35.475544,-83.510368,Noland Creek,Noland Creek,2271.351074,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854951000,GRSM,UNR,,7,,,Noland Creek Trail,Lakeview Drive East,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085097600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B14F4F9E60E154C08261F182A5BB4140,57038,0101000020110F0000D78A00AAD4BB61C1DE87E7344F205041,56506,>1m <=5m,ATBI DATABASE,,1446854950000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271195,3927643,35.465982,-83.521518,Noland Creek,Noland Creek,1941.435791,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854950000,GRSM,UNR,,2,,,Noland Creek Trail,Lakeview Drive East,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065744000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002EFC64B56ED154C097A8EA676FE04140,57054,0101000020110F0000CCEB92E549AE61C16043229ABD465041,56522,>1m <=5m,ATBI DATABASE,,1446854960000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294543,3958978,35.753393,-83.272378,Cosby Creek,,2454.220459,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854960000,GRSM,UNR,,6,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000008A368BA05CD154C0FC756F91B0E14140,57055,0101000020110F0000EA214A8A3AAE61C1EA868ABA0D485041,56523,>1m <=5m,ATBI DATABASE,,1446854960000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294668,3960063,35.763194,-83.271275,Cosby Creek,Cole Creek,2091.817383,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854960000,GRSM,UNR,,5,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969840000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000B974227A5FC654C0F3976CF582D94140,57064,0101000020110F0000385EBB54E5A461C1E29003507F3F5041,56531,>1m <=5m,ATBI DATABASE,,1446854964000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310041,3952629,35.699302,-83.099574,Lower Cataloochee Creek,,3988.675537,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854964000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1001030400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000A9B6A35104C754C0354A0D30DDDF4140,57061,0101000020110F000081E1C85471A561C187B8A89524465041,56529,>1m <=5m,ATBI DATABASE,,1446854963000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309249,3958154,35.748931,-83.109635,Big Creek,,1876.194092,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854963000,GRSM,UNR,,8,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1084060800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, ,day,cert,ATBI Aphid Study
0101000020E6100000592E9A1C7EC754C0BCEABA1DC5DF4140,57060,0101000020110F0000AB6A16C5D8A561C10BC6FE640B465041,56528,>1m <=5m,ATBI DATABASE,,1446854963000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308575,3958087,35.748196,-83.117068,Big Creek,Big Creek,1876.787476,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854963000,GRSM,UNR,,2,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000811E0A6924CA54C0B64A688625DD4140,57058,0101000020110F000001DA5CD918A861C1A43EC8B04C435041,56526,>1m <=5m,ATBI DATABASE,,1446854962000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304781,3955895,35.727701,-83.158468,Big Creek,Big Creek,2838.546387,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854962000,GRSM,UNR,,5,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970012800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000000AD54F905CCD54C0ED664FD462D04140,57057,0101000020110F000017AE85CDD4AA61C17DAFBE3BF5355041,56525,>1m <=5m,ATBI DATABASE,,1446854961000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299982,3944937,35.628009,-83.208771,Straight Fork Raven Fork,,3404.132812,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854961000,GRSM,UNR,,9,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000E9A9820F4DC854C0FCE54B63CCD14140,57059,0101000020110F0000E144178888A661C11F13090C6F375041,56527,>1m <=5m,ATBI DATABASE,,1446854962000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307170,3946003,35.639043,-83.129699,Upper Cataloochee Creek,Palmer Creek,2997.938965,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854962000,GRSM,UNR,,4,,,Palmer Creek Trail,Cataloochee Horse Camp,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,905385600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009954D71BC1C554C0A23289704FD04140,57066,0101000020110F00007F3A26D45EA461C11D372FF9E0355041,56533,>1m <=5m,ATBI DATABASE,,1446854965000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310746,3944636,35.627417,-83.089907,Upper Cataloochee Creek,Caldwell Fork,2663.246582,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854965000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000087EFCC1DA0C554C0F4B18772B9D04140,57068,0101000020110F0000D4A4ECCE42A461C1308BAABD4F365041,56535,>1m <=5m,ATBI DATABASE,,1446854966000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310936,3944991,35.630653,-83.087894,Upper Cataloochee Creek,Caldwell Fork,2635.723633,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854966000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,906595200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000015543181BAC554C09584DB19E7CF4140,57067,0101000020110F000079F4473859A461C1723E53F473355041,56534,>1m <=5m,ATBI DATABASE,,1446854966000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310775,3944282,35.624233,-83.089504,Upper Cataloochee Creek,Caldwell Fork,2695.097656,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854966000,GRSM,UNR,,1,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007167D61A36C554C02EF69DBA0DCB4140,57069,0101000020110F00002469CBC5E8A361C1385EE83A63305041,56536,>1m <=5m,ATBI DATABASE,,1446854967000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311418,3940064,35.58635,-83.081423,Upper Cataloochee Creek,McKee Branch,4544.246582,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854967000,GRSM,UNR,,4,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929923200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001FA6961020C654C043D3A1F97AC94140,57065,0101000020110F00003A7A9379AFA461C1CC2F44A6BE2E5041,56532,>1m <=5m,ATBI DATABASE,,1446854965000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310095,3938728,35.574059,-83.095703,Lower Johnathans Creek,,4946.144043,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446854965000,GRSM,UNR,,7,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1377475200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand,No,day,cert,ATBI
0101000020E6100000DE669E1A97C654C0FD2B0C1A05C94140,57062,0101000020110F000016F92D9314A561C17C162B92432E5041,56530,>1m <=5m,ATBI DATABASE,,1446854964000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309428,3938343,35.570461,-83.102969,Upper Cataloochee Creek,Hemphill Creek,5173.539551,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854964000,GRSM,UNR,,6,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1377475200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand,No,day,cert,ATBI
0101000020E610000065AD67BCD8C354C00D249185C1CB4140,57070,0101000020110F00000DAAB40DC0A261C177D972001F315041,56537,>1m <=5m,ATBI DATABASE,,1446854967000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313363,3940632,35.591836,-83.0601,Lower Johnathans Creek,,4338.147461,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854967000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002593C322E4D654C04CF808A919CB4140,57048,0101000020110F000083736EBBECB261C1C6E7C5B06F305041,56516,>1m <=5m,ATBI DATABASE,,1446854956000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286386,3940669,35.586714,-83.35767,Upper Oconaluftee River,,2777.677979,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854956000,GRSM,UNR,,5,,,Kephart Prong Trail,Kephart Prong Trail Pullout Parking # 1,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000FA19F800E6D754C023D6D8E14CCA4140,57047,0101000020110F0000851051BDC7B361C11073E7D6992F5041,56515,>1m <=5m,ATBI DATABASE,,1446854955000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284943,3940010,35.580464,-83.373409,Upper Oconaluftee River,,3826.107178,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854955000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007AB14E9AC8D254C03C75E7B427C54140,57051,0101000020110F0000378831AA6FAF61C1BEFE09B43A2A5041,56519,>1m <=5m,ATBI DATABASE,,1446854958000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292082,3935379,35.540267,-83.29349,Lower Oconaluftee River,Tow String Creek,2323.737305,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854958000,GRSM,UNR,,8,,,Chambers Cemetery Access,Tow String Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000072B23A5D49D354C0FA68AB717AC14140,57050,0101000020110F000021089D05DDAF61C1C2A69A7164265041,56518,>1m <=5m,ATBI DATABASE,,1446854957000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291295,3932209,35.511542,-83.301349,Lower Raven Fork,Raven Fork,2016.376831,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446854957000,GRSM,UNR,,6,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B6E7EBF260D354C09B06E1EB9AC14140,57049,0101000020110F0000D3636D0DF1AF61C16A0D715486265041,56517,>1m <=5m,ATBI DATABASE,,1446854957000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291167,3932322,35.512533,-83.302788,Lower Oconaluftee River,Oconaluftee River,2018.367676,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854957000,GRSM,UNR,,6,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E27065D79DDF54C08CBFCB1EFEC44140,57044,0101000020110F00004327ABD155BA61C1DD28564C0F2A5041,56512,>1m <=5m,ATBI DATABASE,,1446854953000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273897,3935680,35.538998,-83.494005,Noland Creek,Keeyuga Creek,5757.082031,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854953000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000522492FA88DF54C0539D262473D14140,57045,0101000020110F00000432B41944BA61C1543B7AC811375041,56513,>1m <=5m,ATBI DATABASE,,1446854954000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274286,3946474,35.636319,-83.492731,West Prong Little Pigeon River Upper,,2756.592285,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446854954000,GRSM,UNR,,4,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E610000064C3D5BFF3D154C0C3387D12DFDD4140,57052,0101000020110F0000D80C6BE3BAAE61C14464C6D00E445041,56520,>1m <=5m,ATBI DATABASE,,1446854959000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293757,3956773,35.733363,-83.280498,Cosby Creek,Dunn Creek,3362.24585,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854959000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,931219200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C361E85F72D054C05583D9D917DE4140,57056,0101000020110F0000127BE89673AD61C11A4ACE384A445041,56524,>1m <=5m,ATBI DATABASE,,1446854961000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295889,3956916,35.735096,-83.256977,Cosby Creek,,4934.602539,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854961000,GRSM,UNR,,7,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000656B766A6FD854C0C97D87AFEADA4140,57046,0101000020110F000085A892713CB461C1E19C4A8CF7405041,56514,>1m <=5m,ATBI DATABASE,,1446854955000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284532,3954430,35.71028,-83.381796,Little Pigeon River Middle,,1653.86377,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854955000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000E95663F7E7EF54C05461AF615AD14140,57017,0101000020110F00000824E9812BC861C1E720D8E8F7365041,56485,>1m <=5m,ATBI DATABASE,,1446854939000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947008,35.635564,-83.748529,Little River-Crooked Creek,,1685.15686,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854939000,GRSM,UNR,,10,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000ED92F9C6DEEF54C0FC36DFF051D14140,57018,0101000020110F0000376701B423C861C1029AD416EF365041,56486,>1m <=5m,ATBI DATABASE,,1446854939000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251166,3946978,35.635306,-83.747968,Little River-Crooked Creek,,1652.390869,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854939000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Symphyotrichum_cordifolium_variety,Symphyotrichum  cordifolium variety,39072,Heart-leaf Aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
