the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000051F392550AEF54C0E666B9259FB94140,669,0101000020110F000056A977466FC761C18551B8B8321E5041,73,>1m <=5m,ATBI DATABASE,,1446823501000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,251770,3926404,35.450162,-83.735002,Lower Fontana Lake-Little Tennessee River,,1737.359253,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446823501000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087171200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E6100000A78E040330EE54C0AC76520165BC4140,671,0101000020110F0000DCB799DAB5C661C17FE82CE616215041,75,>1m <=5m,ATBI DATABASE,,1446823502000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253046,3928774,35.471826,-83.721676,Hazel Creek,Hazel Creek,1918.112427,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446823502000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087171200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E61000001F614BA1E9E654C064C7C59F88B84140,675,0101000020110F000051B1EC2188C061C13B0B395B101D5041,79,>1m <=5m,ATBI DATABASE,,1446823504000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263274,3925149,35.441663,-83.608006,Lower Fontana Lake-Little Tennessee River,Poplar Pole Branch,1961.320557,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446823504000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087257600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E610000034EE7ABAF1DA54C0D4815F3CA6BB4140,685,0101000020110F00005CB4BCF55DB661C11D4C44F64F205041,89,>1m <=5m,ATBI DATABASE,,1446823510000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280318,3927417,35.466004,-83.421,Deep Creek,Tom Branch,2149.892578,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446823510000,GRSM,UNR,,2,,,Wiggins-Watson-Toms Branch Cemetery Access,Tom Branch Road,Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008DBA5C18D7DB54C004EED970E1BA4140,683,0101000020110F00001050DAC220B761C1A6539AC1821F5041,87,>1m <=5m,ATBI DATABASE,,1446823509000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279031,3926782,35.459998,-83.434999,Deep Creek,,1836.47522,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446823509000,GRSM,UNR,,5,,,Noland Divide Trail,Deep Creek Campground Loop 1,Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,704,0101000020110F000042805D891DAB61C127EC9D93094A5041,108,>1m <=5m,ATBI DATABASE,,1446823522000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823522000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E6100000D116F6052BC754C0D16D032321D04140,705,0101000020110F000012EDEC3392A561C1776BCD97B0355041,109,>1m <=5m,ATBI DATABASE,,1446823522000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308742,3944522,35.626004,-83.111997,Upper Cataloochee Creek,Palmer Creek,2738.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446823522000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969321600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008D94442EACC454C037E70A3D02CB4140,714,0101000020110F00008A1D37A273A361C1C551E73A57305041,118,>1m <=5m,ATBI DATABASE,,1446823526000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446823526000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D791CF9D73C454C0466167AF23CA4140,715,0101000020110F0000A663F59743A361C128D8B3D16E2F5041,119,>1m <=5m,ATBI DATABASE,,1446823527000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312477,3939249,35.579207,-83.069553,Lower Johnathans Creek,,4594.510254,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446823527000,GRSM,UNR,,5,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B5EF24FEB5C454C04C7A66E9CDCA4140,711,0101000020110F0000ED7D8DF77BA361C1A4B2779520305041,115,>1m <=5m,ATBI DATABASE,,1446823525000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312122,3939833,35.584402,-83.073604,Lower Johnathans Creek,,4819.37207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446823525000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969321600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1BB9F2AB1C454C0C4649D36D2CA4140,713,0101000020110F0000439339DE77A361C1BB4A7C1325305041,117,>1m <=5m,ATBI DATABASE,,1446823526000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312149,3939847,35.584533,-83.073309,Lower Johnathans Creek,,4827.102051,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446823526000,GRSM,UNR,,7,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Pleuroprucha_insulsaria,Pleuroprucha  insulsaria,31780,Common Tan Wave Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1060992000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Sterrhinae,~,black light trap,No,day,cert,PKnob moths monitoring
