the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000072892D81F7DF54C08599949491D74140,114166,0101000020110F0000639052F8A1BA61C172DEAB31773D5041,113716,>1m <=5m,ATBI DATABASE,,1446823418000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273810,3951793,35.684123,-83.499477,Le Conte Creek,Le Conte Creek,2134.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823418000,GRSM,UNR,,7,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,968716800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000005FF3FB156AD954C0F42A9DD563D74140,114173,0101000020110F0000D462775611B561C1ABAB8C5C473D5041,113723,>1m <=5m,ATBI DATABASE,,1446823422000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283073,3951407,35.682727,-83.397096,Porters Creek,Porters Creek,2341.542969,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823422000,GRSM,UNR,,7,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1150416000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,UV & MV lights, , ,cert,ATBI Coleoptera Survey
0101000020E61000003E89192B1BD854C08CEEE6CA9CD34140,114178,0101000020110F0000C2A467E4F4B361C1219C3B6854395041,113728,>1m <=5m,ATBI DATABASE,,1446823425000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284844,3948088,35.653216,-83.376654,Porters Creek,Porters Creek,3566.265137,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823425000,GRSM,UNR,,2,,,Porters Creek Trail,Nfg Pullout Parking At Mp 12.98,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1150502400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E61000000F0B4DC3E4D654C09F341DD913DA4140,114179,0101000020110F0000478BC643EDB261C1E24A4FD816405041,113729,>1m <=5m,ATBI DATABASE,,1446823425000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286694,3953650,35.703724,-83.357709,Little Pigeon River Upper,Middle Prong Little Pigeon River,2056.156982,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823425000,GRSM,UNR,,5,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117929600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E61000007607FFC2F5D154C05C1EB6F7A0DD4140,114183,0101000020110F0000CAD9F198BCAE61C15CFA9BD6CD435041,113733,>1m <=5m,ATBI DATABASE,,1446823428000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293741,3956563,35.731468,-83.280621,East Fork Dunn Creek,,3506.320312,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823428000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,992908800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000005336B9D38ED854C02D1730DC14DB4140,114175,0101000020110F000062AF041F57B461C142C14BA923415041,113725,>1m <=5m,ATBI DATABASE,,1446823423000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284362,3954577,35.711567,-83.383713,Little Pigeon River Middle,Little Pigeon River,1636.914429,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823423000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1151193600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E511839091D854C0D691B523A8DB4140,114174,0101000020110F00003CBD327259B461C112888FB7BD415041,113724,>1m <=5m,ATBI DATABASE,,1446823423000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284359,3955076,35.716062,-83.383881,Little Pigeon River Middle,,1599.507324,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823423000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1151020800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E6100000D18F9B8174D854C0440130E596DA4140,114176,0101000020110F0000479C55C440B461C191345FE89F405041,113726,>1m <=5m,ATBI DATABASE,,1446823424000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284497,3954147,35.707723,-83.382107,Little Pigeon River Upper,Porters Creek,1671.685791,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823424000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Ramsey Prong Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117670400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,UV & MV lights, , ,cert,ATBI Coleoptera Survey
0101000020E61000006AABB01E59D854C0A77E7594C4DA4140,114177,0101000020110F000094BEF58129B461C1CA8AEAB0CF405041,113727,>1m <=5m,ATBI DATABASE,,1446823424000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284652,3954298,35.709117,-83.380435,Little Pigeon River Middle,,1677.305664,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823424000,GRSM,UNR,,6,,,Old Settlers Trail,Old Settlers,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117843200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,unspecified, , ,cert,ATBI Coleoptera Survey
0101000020E6100000D9A1A49783EC54C01D4A143157D24140,114157,0101000020110F0000612F45FF49C561C1475EE81A00385041,113707,>1m <=5m,ATBI DATABASE,,1446823412000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255940,3947731,35.643279,-83.695528,Little River-Crooked Creek,,1409.607788,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823412000,GRSM,UNR,,5,,,West Prong Trail,Tremont Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,956620800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,by hand,No, ,cert,ATBI
0101000020E6100000A70637A5DEEF54C04E524EF8C8D14140,114155,0101000020110F0000D548559723C861C183EBA4796B375041,113705,>1m <=5m,ATBI DATABASE,,1446823411000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251178,3947381,35.638939,-83.74796,Little River-Crooked Creek,,1776.197266,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823411000,GRSM,UNR,,2,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175558400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E6100000796367BB76EE54C08613535483D04140,114156,0101000020110F00008446A9EAF1C661C11087443117365041,113706,>1m <=5m,ATBI DATABASE,,1446823412000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253137,3946223,35.629001,-83.725993,Little River-Crooked Creek,Laurel Creek,1647.705566,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823412000,GRSM,UNR,,8,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1186876800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E6100000133DF8A2A0E254C09B9ADA12ECD74140,114159,0101000020110F00000839A474E4BC61C1F4C339D1D53D5041,113709,>1m <=5m,ATBI DATABASE,,1446823413000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270055,3952196,35.686885,-83.54105,West Prong Little Pigeon River Upper,,1469.195557,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823413000,GRSM,UNR,,6,,,Fighting Creek Nature Trail,Fighting Creek Gap Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117843200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E6100000C7C0BB0EB5E154C083F755B910D64140,114161,0101000020110F0000D564D6601CBC61C1A70A4FCFE43B5041,113711,>1m <=5m,ATBI DATABASE,,1446823415000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271315,3950553,35.672379,-83.526672,West Prong Little Pigeon River Upper,,1633.583496,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823415000,GRSM,UNR,,8,,,Bullhead View Quiet Walkway,Quiet Walkway Parking # 1,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1149897600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E61000004B60EFD539E954C063BD28AC5ACB4140,114158,0101000020110F0000C022CB177FC261C109E52F96B3305041,113708,>1m <=5m,ATBI DATABASE,,1446823413000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260430,3941549,35.588698,-83.644151,Little River-Crooked Creek,Double Trestle Branch,4058.468262,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823413000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Platynus_Platynus_tenuicollis,Platynus Platynus tenuicollis,30573,Little-neck Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118102400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Platynini,Berlese sampling, , ,cert,ATBI Coleoptera Survey
