the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004DE9870EAAE154C0150EC3A23DBA4140,135916,0101000020110F0000532A090913BC61C105844EF6D71E5041,135523,>1m <=5m,ATBI DATABASE,,1446895307000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,270757,3926435,35.454999,-83.526,Noland Creek,Noland Creek,1992.708008,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895307000,GRSM,UNR,,4,,,Noland Creek Trail,Lakeview Drive East,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086220800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E610000065BE6A02F8E354C04C06BEB1C6BB4140,135915,0101000020110F00007220111508BE61C1B06E24CF71205041,135522,>1m <=5m,ATBI DATABASE,,1446895307000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267523,3927850,35.466994,-83.562008,Forney Creek,,1843.025879,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895307000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089158400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000FBB628FF0FDC54C073C8023DCCBA4140,135922,0101000020110F0000561A701651B761C18CDF04A66C1F5041,135529,>1m <=5m,ATBI DATABASE,,1446895311000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278714,3926718,35.459351,-83.438472,Deep Creek,Durham Branch,1816.224609,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895311000,GRSM,UNR,,4,,,Noland Divide Trail,Deep Creek Horse Trailer Parking,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1056412800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,observed,No,day,prob.,Lepidoptera Survey
0101000020E6100000C907DF2954DF54C0D240AD1B4FBA4140,135920,0101000020110F0000AEC5913E17BA61C13141F02DEA1E5041,135527,>1m <=5m,ATBI DATABASE,,1446895310000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274071,3926410,35.455532,-83.489508,Fontana Lake-Tuckasegee River,Middle Peachtree Creek,2166.862793,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895310000,GRSM,UNR,,8,,,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-333417600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B1F42D489ACD54C07FB6B1C034E24140,135934,0101000020110F0000EED15A3809AB61C144CA9A1598485041,135541,>1m <=5m,ATBI DATABASE,,1446895319000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299989,3960389,35.767228,-83.212538,Cosby Creek,Fletcher Spring Branch,1911.88916,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446895319000,GRSM,UNR,,3,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000453AAE6C3DCA54C03D7E693D7BE44140,135936,0101000020110F00006220FA172EA861C1520453D9F94A5041,135543,>1m <=5m,ATBI DATABASE,,1446895320000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,304783,3962255,35.785004,-83.159995,Pigeon River-Cripple Creek,,2422.003906,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446895320000,GRSM,UNR,,5,,,Lower Mount Cammerer Trail,Cosby Entrance Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000290246DECCC454C0AAABD533D1D24140,135939,0101000020110F000088412A658FA361C1FBFBAB9E7F385041,135546,>1m <=5m,ATBI DATABASE,,1446895321000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312142,3946780,35.647002,-83.075,Lower Cataloochee Creek,Cataloochee Creek,2545.575195,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446895321000,GRSM,UNR,,4,,,Cataloochee Horse Trail,Cataloochee Group Camp Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000000AA4103D33C354C082303142AAD14140,135948,0101000020110F0000454D1C7F33A261C1DFDB8D614B375041,135555,>1m <=5m,ATBI DATABASE,,1446895325000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314385,3945734,35.638002,-83.049998,Lower Cataloochee Creek,Winding Stair Branch,3749.368652,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446895325000,GRSM,UNR,,9,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,590716800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008D94442EACC454C037E70A3D02CB4140,135941,0101000020110F00008A1D37A273A361C1C551E73A57305041,135548,>1m <=5m,ATBI DATABASE,,1446895322000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446895322000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000D5D00E27AC454C0110D2FE1C0CA4140,135947,0101000020110F0000E0AAD1C349A361C167A168F912305041,135554,>1m <=5m,ATBI DATABASE,,1446895325000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312448,3939782,35.584004,-83.069996,Lower Johnathans Creek,Beantown Creek,4682.922852,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446895325000,GRSM,UNR,,4,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116720000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000008795F0D5A5C454C083F926AB74CA4140,135943,0101000020110F00007E44AC3E6EA361C167172663C32F5041,135550,>1m <=5m,ATBI DATABASE,,1446895323000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312205,3939529,35.581679,-83.072618,Lower Johnathans Creek,,4616.470215,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446895323000,GRSM,UNR,,7,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1056499200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,observed,No,day,prob.,Lepidoptera Survey
0101000020E6100000A913CED6B0C454C08CF425D2B8CA4140,135940,0101000020110F0000AA94099777A361C1BDAFF58E0A305041,135547,>1m <=5m,ATBI DATABASE,,1446895322000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312149,3939761,35.583758,-83.073289,Lower Johnathans Creek,,4764.077148,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446895322000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964224000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B5EF24FEB5C454C04C7A66E9CDCA4140,135938,0101000020110F0000ED7D8DF77BA361C1A4B2779520305041,135545,>1m <=5m,ATBI DATABASE,,1446895321000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312122,3939833,35.584402,-83.073604,Lower Johnathans Creek,,4819.37207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446895321000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958262400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003D8EBE009DCA54C006E7F52FE2C64140,135935,0101000020110F0000CC18B6447FA861C129B9ED93082C5041,135542,>1m <=5m,ATBI DATABASE,,1446895319000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303690,3936615,35.553771,-83.165829,Lower Raven Fork,,4771.516113,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446895319000,GRSM,UNR,,2,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008E8698BA47CE54C05E8047A5EFCD4140,135933,0101000020110F0000874357879CAB61C17939E4F965335041,135540,>1m <=5m,ATBI DATABASE,,1446895318000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,298634,3942843,35.608869,-83.223124,Straight Fork Raven Fork,Straight Fork Raven Fork,2943.786621,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446895318000,GRSM,UNR,,3,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187136000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,observed,No,day,prob.,Tremont Expeditions
0101000020E61000003EE53D733BCF54C06CD0B70F7DCF4140,135932,0101000020110F00002D496F856BAC61C1FE1A9C2905355041,135539,>1m <=5m,ATBI DATABASE,,1446895317000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297317,3944219,35.620997,-83.238,Upper Raven Fork,,4585.983398,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446895317000,GRSM,UNR,,8,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1054339200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E5B963E9F7D354C02683E7DB4BC74140,135928,0101000020110F00000480E24371B061C1108380E4762C5041,135535,>1m <=5m,ATBI DATABASE,,1446895315000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290447,3937274,35.556996,-83.312002,Bradley Fork,Bradley Fork,2206.540039,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446895315000,GRSM,UNR,,6,,,Smokemont Nature Trail,Smokemont Campground Road Ba,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1055462400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000DE3ACF3D03D354C05B88153B08C54140,135931,0101000020110F0000EC887777A1AF61C12FDDCDD9192A5041,135538,>1m <=5m,ATBI DATABASE,,1446895316000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291755,3935280,35.539307,-83.297069,Lower Oconaluftee River,Tow String Creek,2122.173828,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446895316000,GRSM,UNR,,6,,,Chambers Cemetery Access,Tow String Horse Barn Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116720000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001D43145433D354C06AF383E347C14140,135930,0101000020110F0000CD33954ECAAF61C1C15D4CB22F265041,135537,>1m <=5m,ATBI DATABASE,,1446895316000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291413,3932035,35.51,-83.300004,Lower Oconaluftee River,,2015.644165,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446895316000,GRSM,UNR,,5,,,Oconaluftee River Trail,Access Road To Big Cove Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,998006400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000ED6EC9FDD0DA54C035473570B0C24140,135925,0101000020110F000057FA022842B661C1DEF8ADE6A7275041,135532,>1m <=5m,ATBI DATABASE,,1446895312000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280649,3933514,35.521003,-83.419002,Deep Creek,,2399.359375,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446895312000,GRSM,UNR,,5,,,Deep Creek Trail,Tom Branch Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,588384000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000009A959743E5DF54C052AF6DE701C84140,135919,0101000020110F0000531E717A92BA61C131AB64F2342D5041,135526,>1m <=5m,ATBI DATABASE,,1446895309000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273568,3938303,35.562551,-83.498364,Forney Creek,Forney Creek,6639.910645,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895309000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-333417600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000002A4775F853DB54C0E4B0C3BE3BCF4140,135924,0101000020110F00001D0C9F65B1B661C1BF50DDEBC0345041,135531,>1m <=5m,ATBI DATABASE,,1446895312000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280192,3944404,35.619004,-83.426996,West Prong Little Pigeon River Upper,Walker Camp Prong,4342.144531,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446895312000,GRSM,UNR,,10,,,Appalachian Trail,Newfound Gap Road North,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926899200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000EA205907FADE54C06FA53143ABD14140,135921,0101000020110F000057A75EB1CAB961C12C1A206E4C375041,135528,>1m <=5m,ATBI DATABASE,,1446895310000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275081,3946644,35.638032,-83.484006,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2929.677002,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446895310000,GRSM,UNR,,9,,,Cove Hardwood Nature Trail,Nfg Pullout Parking At Mp 7.6,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000414EF17BE5D854C03ED9C9F7C4D04140,135927,0101000020110F0000272315B8A0B461C1911E6AC75B365041,135534,>1m <=5m,ATBI DATABASE,,1446895314000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,283666,3945651,35.631004,-83.389003,Upper Oconaluftee River,Sweat Heifer Creek,6113.243164,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446895314000,GRSM,UNR,,6,,,Appalachian Trail,Newfound Gap Road North,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1055721600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000005296547FBAD954C02BF0B56A0EDD4140,135926,0101000020110F0000407D9BA155B561C1133BDA8334435041,135533,>1m <=5m,ATBI DATABASE,,1446895313000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282749,3956329,35.726996,-83.402004,Little Pigeon River Middle,Little Pigeon River,1450.532104,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446895313000,GRSM,UNR,,5,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964224000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000006BC8A941FEC54C00299BE5318D24140,135908,0101000020110F000047638C0EF5C461C1D61C3168BE375041,135515,>1m <=5m,ATBI DATABASE,,1446895303000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256487,3947503,35.641361,-83.689423,Little River-Crooked Creek,Middle Prong Little River,1349.121338,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895303000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187654400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,aerial net,No,day,cert,Lepidoptera Survey
0101000020E61000000B6DEA500EED54C0F4FA476AD7D34140,135906,0101000020110F00004430B4D0BFC561C151385CAE91395041,135513,>1m <=5m,ATBI DATABASE,,1446895302000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255209,3949053,35.655005,-83.703995,Little River-Crooked Creek,Ashley Branch,1186.603027,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895302000,GRSM,UNR,,10,,,Roundtop Trail,Tremont Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,987206400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,135909,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,135516,>1m <=5m,ATBI DATABASE,,1446895303000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895303000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Celastrina_neglecta,Celastrina  neglecta,7506,Summer Azure,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958262400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
