the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D133A2B970F554C07BD89E683DBA4140,183191,0101000020110F0000A6A9D9C2DECC61C107B9AFB9D71E5041,182814,>1m <=5m,ATBI DATABASE,,1446922172000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242707,3927196,35.454992,-83.835001,Lake Cheoah-Little Tennessee River,,1753.150391,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922172000,GRSM,UNR,,10,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089072000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000F9EB5FA316F154C04CD8A11BD3BD4140,183196,0101000020110F000043BD15912CC961C176DD8BB794225041,182820,>1m <=5m,ATBI DATABASE,,1446922175000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248967,3930128,35.482998,-83.767003,Eagle Creek,,2170.726807,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922175000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive West,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086134400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000002F9706DEC6F354C0E4D3EC4C64BB4140,183195,0101000020110F0000FD88761475CB61C15909FB340B205041,182819,>1m <=5m,ATBI DATABASE,,1446922175000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245095,3928127,35.463992,-83.809009,Lower Fontana Lake-Little Tennessee River,,2048.250488,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922175000,GRSM,UNR,,1,,,Lakeshore Trail,Lakeview Drive West,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086048000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000299081EBF3ED54C083605D2E85BB4140,183200,0101000020110F0000910F61D182C661C1EDD2547E2D205041,182824,>1m <=5m,ATBI DATABASE,,1446922178000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253358,3928007,35.464995,-83.718009,Hazel Creek,Laurel Branch,1839.779175,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922178000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086307200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000B76E85DB1AEF54C0319B7C8A0EBD4140,183199,0101000020110F00004681F64E7DC761C1F315A9B4C7215041,182823,>1m <=5m,ATBI DATABASE,,1446922177000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,251761,3929384,35.476999,-83.73601,Hazel Creek,Shehan Branch,1865.761719,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922177000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089244800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000000D256F8DE3ED54C015FF92BC49BC4140,183201,0101000020110F0000D0EDBFEA74C661C152F45176FA205041,182825,>1m <=5m,ATBI DATABASE,,1446922178000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253467,3928670,35.470993,-83.71701,Hazel Creek,Hazel Creek,1762.758789,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922178000,GRSM,UNR,,6,,,Hazel Creek Trail,Lakeview Drive West,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088035200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000004DE9870EAAE154C0150EC3A23DBA4140,183216,0101000020110F0000532A090913BC61C105844EF6D71E5041,182840,>1m <=5m,ATBI DATABASE,,1446922187000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,270757,3926435,35.454999,-83.526,Noland Creek,Noland Creek,1992.708008,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922187000,GRSM,UNR,,4,,,Noland Creek Trail,Lakeview Drive East,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086220800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E610000065BE6A02F8E354C04C06BEB1C6BB4140,183212,0101000020110F00007220111508BE61C1B06E24CF71205041,182836,>1m <=5m,ATBI DATABASE,,1446922185000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267523,3927850,35.466994,-83.562008,Forney Creek,,1843.025879,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922185000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089158400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E610000012C51447E6DA54C05D98B6D364BB4140,183219,0101000020110F0000BD56193C54B661C131F987C10B205041,182843,>1m <=5m,ATBI DATABASE,,1446922189000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280376,3927194,35.464008,-83.420301,Deep Creek,Tom Branch,2129.915283,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922189000,GRSM,UNR,,3,,,Thomas Divide Trail,Tom Branch Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,557798400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,183226,0101000020110F000042805D891DAB61C127EC9D93094A5041,182850,>1m <=5m,ATBI DATABASE,,1446922194000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446922194000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,957916800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000A319BE9718CC54C0148D1F7E0CD24140,183227,0101000020110F0000AFC477A7C1A961C110790F0AB2375041,182851,>1m <=5m,ATBI DATABASE,,1446922194000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,301805,3946338,35.640999,-83.188997,Straight Fork Raven Fork,,4723.737793,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446922194000,GRSM,UNR,,5,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116720000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
