the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D133A2B970F554C07BD89E683DBA4140,183191,0101000020110F0000A6A9D9C2DECC61C107B9AFB9D71E5041,182814,>1m <=5m,ATBI DATABASE,,1446922172000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242707,3927196,35.454992,-83.835001,Lake Cheoah-Little Tennessee River,,1753.150391,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446922172000,GRSM,UNR,,10,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089072000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000C973BF3B60C554C006DEB12E27D14140,183228,0101000020110F00000C1D6C8D0CA461C1EE8C5E68C2365041,182852,>1m <=5m,ATBI DATABASE,,1446922195000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311297,3945355,35.634001,-83.083995,Lower Cataloochee Creek,Lower Double Branch,2622.016602,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446922195000,GRSM,UNR,,7,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1021939200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B5EF24FEB5C454C04C7A66E9CDCA4140,183230,0101000020110F0000ED7D8DF77BA361C1A4B2779520305041,182854,>1m <=5m,ATBI DATABASE,,1446922196000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312122,3939833,35.584402,-83.073604,Lower Johnathans Creek,,4819.37207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446922196000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116806400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003EE53D733BCF54C06CD0B70F7DCF4140,183224,0101000020110F00002D496F856BAC61C1FE1A9C2905355041,182848,>1m <=5m,ATBI DATABASE,,1446922192000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297317,3944219,35.620997,-83.238,Upper Raven Fork,,4585.983398,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446922192000,GRSM,UNR,,8,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1054944000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001C801A45B6D354C00AE4EE8066C64140,183222,0101000020110F000092D5FF8339B061C1A3F01B77872B5041,182846,>1m <=5m,ATBI DATABASE,,1446922191000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290792,3936489,35.549996,-83.307996,Lower Oconaluftee River,Oconaluftee River,2175.952637,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446922191000,GRSM,UNR,,5,,,Newton Bald Concession Horse Trail Loop,Smokemont Horse Concessions Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090281600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,aerial net, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000920727446ED354C02DF1FB9C9AC04140,183223,0101000020110F0000C562E35CFCAF61C195286BEA7A255041,182847,>1m <=5m,ATBI DATABASE,,1446922192000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291073,3931456,35.504712,-83.303601,Lower Oconaluftee River,Oconaluftee River,2203.830078,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446922192000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1021939200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,Malaise trap (Townes), , ,cert,ATBI Lepidoptera TWiG
0101000020E610000011FE94A970DD54C0BA4B705760C54140,183218,0101000020110F000011FE539B7CB861C1457FEED0752A5041,182842,>1m <=5m,ATBI DATABASE,,1446922188000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276989,3935935,35.541996,-83.459997,Deep Creek,Pole Road Creek,4583.274414,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446922188000,GRSM,UNR,,6,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,557798400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000E1B4713B89D954C00B3B482C02CB4140,183220,0101000020110F0000771354CA2BB561C16E68662957305041,182844,>1m <=5m,ATBI DATABASE,,1446922190000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282639,3940680,35.585997,-83.398997,Deep Creek,,4647.351562,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446922190000,GRSM,UNR,,6,,,Thomas Divide Trail,Newfound Gap Road South,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-390787200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000021EB958414DE54C0D58785CC68D14140,183217,0101000020110F00008E73EEC407B961C1CF4CB9F906375041,182841,>1m <=5m,ATBI DATABASE,,1446922188000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276344,3946387,35.636004,-83.469998,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3442.888672,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446922188000,GRSM,UNR,,6,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000EB42790D64D854C0A324A5528CDA4140,183221,0101000020110F00000CBBF7CA32B461C14CF285D994405041,182845,>1m <=5m,ATBI DATABASE,,1446922190000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284587,3954109,35.7074,-83.381103,Little Pigeon River Upper,Middle Prong Little Pigeon River,1687.616699,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446922190000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,957916800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008D72CB6FBAE954C07AAFBFC416D94140,183207,0101000020110F00000DD95650ECC261C16F79E22A0E3F5041,182831,>1m <=5m,ATBI DATABASE,,1446922182000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260040,3953473,35.696,-83.652,Waldon Creek,,1695.879883,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446922182000,GRSM,UNR,,6,,,Roundtop Trail,Wear Cove Gap Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-390787200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000004339D1AEC2ED54C0CCC8692781D54140,183202,0101000020110F0000B684360059C661C1ED5F5BB74E3B5041,182826,>1m <=5m,ATBI DATABASE,,1446922179000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254252,3950522,35.667997,-83.715003,Little River-Rudd Branch,Little River,1098.499146,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446922179000,GRSM,UNR,,5,,,Chestnut Top Trail,Townsend Entrance Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000006BC8A941FEC54C00299BE5318D24140,183204,0101000020110F000047638C0EF5C461C1D61C3168BE375041,182828,>1m <=5m,ATBI DATABASE,,1446922180000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256487,3947503,35.641361,-83.689423,Little River-Crooked Creek,Middle Prong Little River,1349.121338,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446922180000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184544000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,by hand,No,day,cert,ATBI
0101000020E61000009BB614CA21EC54C01B2AE70705D24140,183203,0101000020110F0000E85EDCEEF6C461C15EA2C63DAA375041,182827,>1m <=5m,ATBI DATABASE,,1446922179000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256473,3947438,35.640772,-83.689558,Little River-Crooked Creek,Middle Prong Little River,1350.795044,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446922179000,GRSM,UNR,,5,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1211846400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,aerial net,No,day,cert,ATBI
0101000020E61000008EE7E258DFEF54C00563FFA768D14140,183197,0101000020110F00003E99ED2F24C861C16D7C8ED306375041,182821,>1m <=5m,ATBI DATABASE,,1446922176000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251165,3947055,35.635999,-83.748003,Little River-Crooked Creek,,1644.438721,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446922176000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1054857600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,183206,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,182830,>1m <=5m,ATBI DATABASE,,1446922181000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446922181000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116806400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000650D21BE1EE554C0D4E101A2B6D34140,183211,0101000020110F000010D03A6602BF61C17AFB7A6A6F395041,182835,>1m <=5m,ATBI DATABASE,,1446922184000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266434,3948640,35.654004,-83.579997,Little River-Goshen Prong,Bearwallow Branch,2172.555908,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446922184000,GRSM,UNR,,10,,,Little River Trail,Little River Road,Valid,Hermeuptychia_sosybius,Hermeuptychia  sosybius,18926,Carolina Satyr,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,579225600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Satyrinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
