the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000EA059574F1DF54C03B79F6349EC44140,103326,0101000020110F0000D58219D59CBA61C1E6B25731AB295041,102811,>1m <=5m,ATBI DATABASE,,1446881329000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273426,3935367,35.536071,-83.499108,Noland Creek,,5328.051758,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881329000,GRSM,UNR,,9,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000E255F744EEDF54C0DAAD6079A2C44140,103327,0101000020110F0000C09165209ABA61C1F8AE7BA5AF295041,102812,>1m <=5m,ATBI DATABASE,,1446881330000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273444,3935381,35.536201,-83.498914,Noland Creek,,5331.303223,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881330000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002961E89C95DF54C01B0E667B03C54140,103347,0101000020110F00007E90A0D44EBA61C15161F5E4142A5041,102832,>1m <=5m,ATBI DATABASE,,1446881341000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273943,3935697,35.539162,-83.493503,Noland Creek,Keeyuga Creek,5771.469727,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881341000,GRSM,UNR,,9,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027555200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004E0DD17498DF54C06D8F246900C54140,103344,0101000020110F00003E27D73E51BA61C1647252B0112A5041,102829,>1m <=5m,ATBI DATABASE,,1446881339000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273927,3935687,35.539068,-83.493676,Noland Creek,Keeyuga Creek,5764.304199,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881339000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000009A9A5348A0DF54C025A3BEBD0FC54140,103334,0101000020110F0000FE0D6CE457BA61C1336A8BB0212A5041,102819,>1m <=5m,ATBI DATABASE,,1446881333000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273885,3935740,35.539536,-83.494154,Forney Creek,Keeyuga Creek,5762.731934,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881333000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007142F15B9BDF54C0679430D82FC54140,103343,0101000020110F0000AB38FAB553BA61C1F0837432432A5041,102828,>1m <=5m,ATBI DATABASE,,1446881338000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273915,3935848,35.540516,-83.493853,Forney Creek,Keeyuga Creek,5810.505371,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881338000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004D2DEE4E7DDF54C093A2515E44C64140,103348,0101000020110F00001EC54C303ABA61C1FBF533D5632B5041,102833,>1m <=5m,ATBI DATABASE,,1446881341000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274105,3936780,35.548955,-83.492019,Forney Creek,,5704.257812,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881341000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000594E1AB4A1DF54C00334A1BB77C64140,103341,0101000020110F00009097601959BA61C1DEE14F73992B5041,102826,>1m <=5m,ATBI DATABASE,,1446881337000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273908,3936959,35.550522,-83.494241,Forney Creek,,5570.356445,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881337000,GRSM,UNR,,6,,,Forney Creek Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B900D6D8B5DF54C0632FD66FDAC64140,103332,0101000020110F00000710FE346ABA61C1D25FAB7C002C5041,102817,>1m <=5m,ATBI DATABASE,,1446881332000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273805,3937296,35.553534,-83.49547,Forney Creek,,6022.503906,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881332000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003DE692F6DBDF54C0493108F82AC74140,103328,0101000020110F0000EA053E948ABA61C1D2848C8E542C5041,102813,>1m <=5m,ATBI DATABASE,,1446881330000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273601,3937574,35.555992,-83.497796,Forney Creek,,6063.381836,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881330000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F7094760D1DF54C0FC6896D62FC74140,103330,0101000020110F00003F02639681BA61C1033EE3A3592C5041,102815,>1m <=5m,ATBI DATABASE,,1446881331000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273660,3937589,35.556141,-83.49715,Forney Creek,,6164.708496,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881331000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B26D6091D0DF54C0C4596AED58C74140,103331,0101000020110F00002C73AAE680BA61C16EF81689842C5041,102816,>1m <=5m,ATBI DATABASE,,1446881332000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273668,3937728,35.557395,-83.497101,Forney Creek,,6201.462402,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881332000,GRSM,UNR,,4,,,Clingmans Dome Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000000B487CA0D5DF54C04F59D0324DC74140,103329,0101000020110F000044259A3285BA61C1E15F7C4A782C5041,102814,>1m <=5m,ATBI DATABASE,,1446881331000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273639,3937689,35.557037,-83.49741,Forney Creek,,6164.330078,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881331000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000B522AC51A5DF54C0D42AA3660FC74140,103340,0101000020110F000070C2762B5CBA61C14D2B0BC7372C5041,102825,>1m <=5m,ATBI DATABASE,,1446881337000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273901,3937473,35.555151,-83.494461,Noland Creek,Salola Branch,6230.663086,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881337000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020816000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000082883226ADDF54C0A3F45C11C2C74140,103333,0101000020110F00001259E8D162BA61C11F7EF54CF22C5041,102818,>1m <=5m,ATBI DATABASE,,1446881333000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273873,3938079,35.560603,-83.494939,Noland Creek,,6402.121094,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881333000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,926380800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000087B316F783DE54C0AC1F2D6B6EC84140,103352,0101000020110F0000CB8BE56B66B961C13140F13DA62D5041,102837,>1m <=5m,ATBI DATABASE,,1446881344000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275532,3938621,35.565863,-83.4768,Noland Creek,Noland Creek,5751.877441,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881344000,GRSM,UNR,,6,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002AE0DB4A48DE54C0069F7D2426C84140,103355,0101000020110F00003137CABD33B961C19AE602C85A2D5041,102840,>1m <=5m,ATBI DATABASE,,1446881345000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275856,3938368,35.563657,-83.473158,Noland Creek,,5612.938477,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881345000,GRSM,UNR,,7,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003129207BCADE54C063AF1BE99EC84140,103351,0101000020110F00006A507F4FA2B961C1C54524DFD82D5041,102836,>1m <=5m,ATBI DATABASE,,1446881343000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275146,3938795,35.567343,-83.481104,Noland Creek,Noland Creek,5935.49707,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881343000,GRSM,UNR,,8,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000775958DF7CD854C0648386B7B4C94140,103374,0101000020110F00008F0D50DF47B461C170B36CF1FA2E5041,102860,>1m <=5m,ATBI DATABASE,,1446881358000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284096,3939515,35.575821,-83.382618,Upper Oconaluftee River,,4556.706543,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446881358000,GRSM,UNR,,8,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000008BE6C98133DC54C0D3BDB6CD40CE4140,103366,0101000020110F000026CD1C3F6FB761C18E490BC2BA335041,102851,>1m <=5m,ATBI DATABASE,,1446881352000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278935,3943585,35.611346,-83.44064,Deep Creek,Deep Creek,5490.000977,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446881352000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927590400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EDCCA2E205DE54C003AE6D8296D04140,103356,0101000020110F00001FC67E57FBB861C19BB1D93B2B365041,102841,>1m <=5m,ATBI DATABASE,,1446881346000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276407,3945673,35.629586,-83.469105,West Prong Little Pigeon River Upper,Road Prong,3662.392822,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881346000,GRSM,UNR,,7,,,Chimney Tops Trail,Chimney Tops Trailhead Overflow Pullout Parkng,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874540800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005A53BE3F9CDE54C02CAF396047D04140,103353,0101000020110F0000341AB40B7BB961C1CCDF3B8CD8355041,102838,>1m <=5m,ATBI DATABASE,,1446881344000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275569,3945426,35.627171,-83.478283,West Prong Little Pigeon River Upper,,4552.635254,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881344000,GRSM,UNR,,4,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874540800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F99034DB5CDC54C0CF5A27C1AAD34140,103365,0101000020110F000088694F5D92B761C18A8A1B0063395041,102850,>1m <=5m,ATBI DATABASE,,1446881351000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278823,3948283,35.653642,-83.443163,Roaring Fork,,6500.601562,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881351000,GRSM,UNR,,6,,,Cliff Top viewpoint access,Nfg Pullout Parking At Mp 9.48,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989884800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000029FA8DC029DC54C09953BD8DB1D34140,103367,0101000020110F00004EF835F666B761C1255E681B6A395041,102852,>1m <=5m,ATBI DATABASE,,1446881353000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279106,3948299,35.653849,-83.440044,Roaring Fork,Roaring Fork,6414.718262,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881353000,GRSM,UNR,,6,,,Boulevard Trail,Nfg Pullout Parking At Mp 9.48,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000047E4E15B7DDC54C06EF6B0ECC9D34140,103364,0101000020110F0000CC5710F8ADB761C1EF9E8A9483395041,102849,>1m <=5m,ATBI DATABASE,,1446881351000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278646,3948393,35.654593,-83.445147,West Prong Little Pigeon River Upper,,6465.970703,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881351000,GRSM,UNR,,10,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000038B5CCB27FDC54C02425BBAEECD34140,103363,0101000020110F00007C75B9F4AFB761C126F522E9A7395041,102848,>1m <=5m,ATBI DATABASE,,1446881350000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278636,3948511,35.655654,-83.44529,Le Conte Creek,Le Conte Creek,6357.649902,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881350000,GRSM,UNR,,6,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989884800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000052BF4ABF96DC54C00D9DE26ED9D34140,103362,0101000020110F0000EFB20388C3B761C195D655CA93395041,102847,>1m <=5m,ATBI DATABASE,,1446881350000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278507,3948449,35.655066,-83.446697,Le Conte Creek,Le Conte Creek,6339.805176,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881350000,GRSM,UNR,,6,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933811200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049AA17C590DE54C0D359AFE700D34140,103354,0101000020110F0000C602E84B71B961C1CEDCD079B1385041,102839,>1m <=5m,ATBI DATABASE,,1446881345000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275692,3947786,35.648458,-83.477582,West Prong Little Pigeon River Upper,Big Branch,5015.061523,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881345000,GRSM,UNR,,3,,,Bullhead Trail,Newfound Gap Road North,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872121600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000013BD4FFF20DF54C0254E6FD2F6D24140,103349,0101000020110F0000D661F5C9EBB961C12D9704F0A6385041,102834,>1m <=5m,ATBI DATABASE,,1446881342000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274894,3947772,35.648151,-83.486385,West Prong Little Pigeon River Upper,,4628.130859,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881342000,GRSM,UNR,,6,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DAD511AB12DF54C0AFFE392097D24140,103350,0101000020110F0000AB04859EDFB961C1992231EC42385041,102835,>1m <=5m,ATBI DATABASE,,1446881342000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274965,3947446,35.64523,-83.48551,West Prong Little Pigeon River Upper,Ramp Creek,3884.945557,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881342000,GRSM,UNR,,1,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B2F87C1A2DD54C041C9089BC6D44140,103359,0101000020110F000036A3B526A7B861C1F5022BB48B3A5041,102844,>1m <=5m,ATBI DATABASE,,1446881348000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277046,3949289,35.662304,-83.463055,Le Conte Creek,Le Conte Creek,4359.837402,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881348000,GRSM,UNR,,1,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Angelica_triquinata,Angelica  triquinata,2283,Filmy Angelica,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903744000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Apiales, , , , ,Apiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
