the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000350EE62387F654C05B3F343501C24140,141551,0101000020110F0000BA1F1B38CBCD61C1ABA5400EF1265041,141189,>1m <=5m,ATBI DATABASE,,1446898561000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241359,3933971,35.515655,-83.851994,Lake Cheoah-Little Tennessee River,Moore Springs Branch,4585.437012,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898561000,GRSM,UNR,,7,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000ED219BF07AF654C095E6110E43C24140,141552,0101000020110F000009157EDBC0CD61C1A0C14BC335275041,141190,>1m <=5m,ATBI DATABASE,,1446898562000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241433,3934192,35.517665,-83.85125,Lake Cheoah-Little Tennessee River,Moore Springs Branch,4575.207031,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898562000,GRSM,UNR,,7,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004F15EEBD01F654C00A9E63BCBDC24140,141557,0101000020110F0000D4DF86EC59CD61C11F1AECC6B5275041,141195,>1m <=5m,ATBI DATABASE,,1446898564000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242116,3934588,35.521408,-83.843852,Lake Cheoah-Little Tennessee River,,4337.385254,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898564000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000010BD622CA4F654C04CFBB6C5D4C24140,141545,0101000020110F0000360085E0E3CD61C11103CAD0CD275041,141184,>1m <=5m,ATBI DATABASE,,1446898559000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241219,3934692,35.522111,-83.853766,Abrams Creek Upper,Moore Springs Branch,4436.974609,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898559000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D59CB7A28EF654C0A66F10BC80C24140,141548,0101000020110F00007E59C295D1CD61C10A12871F76275041,141186,>1m <=5m,ATBI DATABASE,,1446898560000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241330,3934404,35.519547,-83.852452,Lake Cheoah-Little Tennessee River,Moore Springs Branch,4604.866211,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898560000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000234E9EE7ECF654C0EB79E8CF7FC24140,141533,0101000020110F0000CBF6D6A521CE61C11CF31A2975275041,141174,>1m <=5m,ATBI DATABASE,,1446898553000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240808,3934416,35.519519,-83.858205,Lake Cheoah-Little Tennessee River,,4640.383301,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898553000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,873244800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009A64D249D0F654C09326E5BBC2C24140,141534,0101000020110F0000FBD4095809CE61C1C77515FEBA275041,141175,>1m <=5m,ATBI DATABASE,,1446898554000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,240973,3934638,35.521561,-83.856459,Abrams Creek Upper,Moore Springs Branch,4773.598633,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898554000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CD89BF7EACF654C05CF557D44FC34140,141542,0101000020110F0000824AD6F1EACD61C1684FBC3A4E285041,141181,>1m <=5m,ATBI DATABASE,,1446898557000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241185,3935110,35.525867,-83.854274,Abrams Creek Upper,Moore Springs Branch,4313.464844,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898557000,GRSM,UNR,,5,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,964656000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000042625398ABF654C055ED55966EC34140,141543,0101000020110F000007A2232EEACD61C17D92B9536E285041,141182,>1m <=5m,ATBI DATABASE,,1446898558000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241193,3935214,35.526806,-83.854219,Abrams Creek Upper,Bower Creek,4142.969238,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898558000,GRSM,UNR,,3,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D6217627B1F654C0B47349BE1AC34140,141538,0101000020110F0000BF0ECFE6EECD61C17B5AE9D416285041,141178,>1m <=5m,ATBI DATABASE,,1446898555000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241154,3934931,35.524247,-83.854558,Abrams Creek Upper,Moore Springs Branch,4430.708008,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898555000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000493F0DB77AF754C0E47FC161EEC34140,141526,0101000020110F000008695B169ACE61C15D9F48B1F3285041,141167,>1m <=5m,ATBI DATABASE,,1446898550000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240059,3935680,35.530706,-83.866861,Abrams Creek Upper,Panther Creek,4185.010254,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898550000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,997315200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000005B3FDBC6DF754C0E27168C957C34140,141527,0101000020110F0000620AEE108FCE61C1F9E1868856285041,141168,>1m <=5m,ATBI DATABASE,,1446898550000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240116,3935168,35.52611,-83.866069,Abrams Creek Upper,Bower Creek,4201.40625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898550000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003E7C31456DF754C03E5E98F15BC34140,141529,0101000020110F00004C842FAB8ECE61C1569311DF5A285041,141170,>1m <=5m,ATBI DATABASE,,1446898551000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240119,3935182,35.526237,-83.86604,Abrams Creek Upper,Bower Creek,4195.410645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898551000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,842313600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049E3D9436DF754C024470EA65BC34140,141528,0101000020110F000007B30BAA8ECE61C112213D905A285041,141169,>1m <=5m,ATBI DATABASE,,1446898551000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240119,3935181,35.526228,-83.86604,Abrams Creek Upper,Bower Creek,4195.410645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898551000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DD7D934850F754C03159867F6BC34140,141531,0101000020110F00005566DA0C76CE61C1851B761A6B285041,141172,>1m <=5m,ATBI DATABASE,,1446898553000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240281,3935230,35.526711,-83.864271,Abrams Creek Upper,Bower Creek,4105.755371,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898553000,GRSM,UNR,,2,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000365E15039FF754C09CA98C5620C44140,141525,0101000020110F0000E42015EAB8CE61C1834905D427295041,141166,>1m <=5m,ATBI DATABASE,,1446898549000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239863,3935855,35.53223,-83.869076,Abrams Creek Lower,,4332.996582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898549000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000093877BE83FF654C0010CF9D71AC44140,141555,0101000020110F000077E5C2B88ECD61C12BF0101822295041,141193,>1m <=5m,ATBI DATABASE,,1446898563000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241806,3935780,35.532062,-83.847646,Abrams Creek Upper,Bower Creek,3791.762695,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898563000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000860125E73FF654C033CF6C8C1AC44140,141554,0101000020110F0000ACFD9FB78ECD61C11DC938C921295041,141192,>1m <=5m,ATBI DATABASE,,1446898563000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241806,3935779,35.532053,-83.847646,Abrams Creek Upper,Bower Creek,3791.762695,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898563000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B515824FE5F554C01D52FC8790C44140,141563,0101000020110F0000B8FBF5C641CD61C114226DEB9C295041,141200,>1m <=5m,ATBI DATABASE,,1446898567000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242319,3936164,35.535654,-83.842117,Abrams Creek Upper,Forge Creek,3570.671631,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898567000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,873417600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000275A6B88C7F554C004CA7AFFD9C44140,141567,0101000020110F0000024EAB7C28CD61C1A040BE98E9295041,141204,>1m <=5m,ATBI DATABASE,,1446898569000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242491,3936408,35.537896,-83.840299,Abrams Creek Upper,Forge Creek,3273.881348,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898569000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000059DD345AC7F554C08722A901DAC44140,141569,0101000020110F0000FFAA6B5528CD61C11001059BE9295041,141205,>1m <=5m,ATBI DATABASE,,1446898570000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242492,3936408,35.537896,-83.840288,Abrams Creek Upper,Forge Creek,3273.881348,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898570000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000657A04C2A4F554C0EEE669CDCAC44140,141570,0101000020110F00008541DBF30ACD61C12652A6BCD9295041,141206,>1m <=5m,ATBI DATABASE,,1446898570000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242682,3936351,35.537432,-83.838177,Abrams Creek Upper,Forge Creek,3174.509521,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898570000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003B9747D658F454C0F67F7F6B63C54140,141590,0101000020110F00005E33550DF1CB61C1D9037B07792A5041,141226,>1m <=5m,ATBI DATABASE,,1446898581000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244534,3936815,35.54209,-83.817918,Abrams Creek Upper,Ekaneetlee Branch,3345.588867,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898581000,GRSM,UNR,,9,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000066E62F182FF554C07231993943C54140,141583,0101000020110F0000825F6005A7CC61C158BFEB6C572A5041,141219,>1m <=5m,ATBI DATABASE,,1446898577000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243345,3936740,35.541107,-83.830995,Abrams Creek Upper,Forge Creek,2814.458008,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898577000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B24684192FF554C05D6E258543C54140,141584,0101000020110F000064748106A7CC61C1C32DC6BB572A5041,141220,>1m <=5m,ATBI DATABASE,,1446898577000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243345,3936741,35.541116,-83.830996,Abrams Creek Upper,Forge Creek,2814.458008,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898577000,GRSM,UNR,,8,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000BAB52CC221F554C00AC6515126C54140,141587,0101000020110F000020C7DAB19BCC61C1BE83E640392A5041,141223,>1m <=5m,ATBI DATABASE,,1446898579000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243416,3936640,35.540225,-83.830181,Abrams Creek Upper,Mud Gap Branch,2901.887939,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898579000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837475200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006D9D136925F554C0DCB53F8228C54140,141585,0101000020110F0000E9FCDDCB9ECC61C163B25D8A3B2A5041,141221,>1m <=5m,ATBI DATABASE,,1446898578000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243396,3936648,35.540292,-83.830404,Abrams Creek Upper,Forge Creek,2878.570801,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898578000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000069C25E77A6F554C0AB4A79B27DC54140,141571,0101000020110F00004DDB4C670CCD61C193FFE674942A5041,141207,>1m <=5m,ATBI DATABASE,,1446898571000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242690,3936957,35.542892,-83.838281,Abrams Creek Upper,,2963.831787,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898571000,GRSM,UNR,,3,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EEA57C4AA6F554C00AE033007EC54140,141572,0101000020110F0000324D2E410CCD61C1A6AA08C6942A5041,141208,>1m <=5m,ATBI DATABASE,,1446898571000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242691,3936958,35.542901,-83.83827,Abrams Creek Upper,,2963.831787,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898571000,GRSM,UNR,,3,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E63A53098BF554C0AB20431D0FC64140,141576,0101000020110F000068A4791BF5CC61C10067693E2C2B5041,141212,>1m <=5m,ATBI DATABASE,,1446898573000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242856,3937445,35.547329,-83.836607,Abrams Creek Upper,,2621.938965,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898573000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000319BA70A8BF554C0D437CD680FC64140,141577,0101000020110F000049B99A1CF5CC61C18628438D2C2B5041,141213,>1m <=5m,ATBI DATABASE,,1446898574000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242856,3937446,35.547338,-83.836607,Abrams Creek Upper,,2621.938965,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446898574000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Collinsonia_canadensis,Collinsonia  canadensis,8357,Stoneroot,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
