the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000000843183022EC54C0A396200212D24140,124750,0101000020110F000077508045F7C461C1E67AAFCDB7375041,124276,>1m <=5m,ATBI DATABASE,,1446888833000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256472,3947482,35.641168,-83.689583,Little River-Crooked Creek,Middle Prong Little River,1348.922485,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888833000,GRSM,UNR,,5,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1030924800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,by hand,No, ,cert,ATBI Bee Inventory
0101000020E610000099C1A1152AEC54C0FC7E70992ED24140,124747,0101000020110F000010B064FAFDC461C1A1D4D5AED5375041,124273,>1m <=5m,ATBI DATABASE,,1446888831000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256431,3947580,35.64204,-83.690065,Little River-Crooked Creek,Middle Prong Little River,1342.065674,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888831000,GRSM,UNR,,7,,,Lumber Ridge Trail,Tremont Institute Parking #2,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1030924800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,sweeping,No, ,cert,ATBI Bee Inventory
0101000020E6100000E3B228F1BBE254C05AE0D201EECD4140,124757,0101000020110F00009D5569A5FBBC61C1F690B64364335041,124283,>1m <=5m,ATBI DATABASE,,1446888837000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269680,3943539,35.608819,-83.542717,Little River-Goshen Prong,Wars Branch,3261.746094,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446888837000,GRSM,UNR,,1,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1028505600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,Malaise trap (Townes),No, ,cert,ATBI Pilot Study
0101000020E61000005B152FB6D3F254C03B3777385DCD4140,124746,0101000020110F000088F55991A6CA61C1936BFD04CD325041,124272,>1m <=5m,ATBI DATABASE,,1446888830000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246884,3943667,35.604401,-83.794168,Abrams Creek Upper,Abrams Creek,1777.517822,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888830000,GRSM,UNR,,3,,,John Oliver Cabin access ,Sparks Lane Road,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1029542400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,by hand,No, ,cert,ATBI Bee Inventory
0101000020E6100000C5875B96D3F354C00F3501FB72CD4140,124745,0101000020110F0000AF0F11E27FCB61C13C46E0BFE3325041,124271,>1m <=5m,ATBI DATABASE,,1446888830000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245471,3943781,35.605065,-83.809785,Abrams Creek Upper,,1827.241455,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888830000,GRSM,UNR,,7,,,John Oliver Cabin access ,Cades Cove Loop Road,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1028073600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,by hand,No, ,cert,ATBI Bee Inventory
0101000020E6100000E58394EEBAF454C0755AD2B9F1CC4140,124744,0101000020110F0000C1AE375D44CC61C1802936BC5C325041,124270,>1m <=5m,ATBI DATABASE,,1446888829000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244179,3943380,35.60112,-83.823905,Abrams Creek Upper,,1743.815308,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888829000,GRSM,UNR,,5,,,Lawson Cemetery Access,Hyatt Lane,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1028073600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,by hand,No, ,cert,ATBI Bee Inventory
0101000020E610000033334F88A2F554C0B3CD3CA28ACB4140,124737,0101000020110F0000BED0001009CD61C1B2A232ADE5305041,124263,>1m <=5m,ATBI DATABASE,,1446888825000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242863,3942201,35.590161,-83.838041,Abrams Creek Upper,,1783.1875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888825000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,992822400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,Malaise trap (Townes),No, ,cert,ATBI Pilot Study
0101000020E610000057D727D4E1FB54C08B1E99CAFFCD4140,124736,0101000020110F00009B43685857D261C1C32EB8D776335041,124262,>1m <=5m,ATBI DATABASE,,1446888825000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234080,3944591,35.609362,-83.935654,Abrams Creek Lower,Abrams Creek,1108.58667,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888825000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Creek Campground Road Parking #1,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1216598400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,abdomen smear, ,month,cert,ATBI Microsporidia
0101000020E6100000A501C60AE9FB54C02EEE312B30CE4140,124735,0101000020110F0000098ABD785DD261C107405161A9335041,124261,>1m <=5m,ATBI DATABASE,,1446888824000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234045,3944756,35.610838,-83.936095,Abrams Creek Lower,Abrams Creek,1113.84436,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446888824000,GRSM,UNR,,4,,,Cooper Road Trail,Abrams Creek Campground Access Road,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1031356800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,sweeping,No, ,cert,ATBI Bee Inventory
0101000020E6100000DBCDB9FF1BFC54C0C4A3DBB206CE4140,124734,0101000020110F0000B38FD2BF88D261C14EEEEB0E7E335041,124260,>1m <=5m,ATBI DATABASE,,1446888824000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233759,3944624,35.609573,-83.939205,Abrams Creek Lower,Abrams Creek,1336.460693,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446888824000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Bombus_Pyrobombus_impatiens,Bombus Pyrobombus impatiens,5130,Common Eastern Bumble Bee,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1031356800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Apoidea,Apidae, ,~,sweeping,No, ,cert,ATBI Bee Inventory
