the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000053231AFB37DC54C00E9646E0D0D34140,192559,0101000020110F0000EBDAD30B73B761C10146A0D88A395041,192271,>1m <=5m,ATBI DATABASE,,1446927581000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279030,3948407,35.654805,-83.440913,Roaring Fork,Roaring Fork,6345.960938,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927581000,GRSM,UNR,,5,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058486400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000296F0B1FDCDD54C09B01797971D34140,192556,0101000020110F0000E6951FDFD7B861C10C027B2127395041,192268,>1m <=5m,ATBI DATABASE,,1446927579000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276700,3948142,35.651894,-83.466556,West Prong Little Pigeon River Upper,,5666.3125,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927579000,GRSM,UNR,,7,,,Bullhead Trail,Newfound Gap Road North,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1070668800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E6100000C93EDFE1B9DB54C00CF490F66DD64140,192560,0101000020110F000043655EF307B761C13EEC3D4A463C5041,192272,>1m <=5m,ATBI DATABASE,,1446927582000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279783,3950655,35.675224,-83.433216,Roaring Fork,Enloe Hollow Branch,4756.486816,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927582000,GRSM,UNR,,6,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091059200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000005ADCD56473D954C02717F02D0AD64140,192565,0101000020110F000091FE383E19B561C186ECBCF7DD3B5041,192277,>1m <=5m,ATBI DATABASE,,1446927585000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282993,3950238,35.672179,-83.397664,Porters Creek,Porters Creek,2648.368896,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927585000,GRSM,UNR,,8,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1003363200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E6100000B572431472D954C09B4D9BFF04D74140,192566,0101000020110F0000F03A5F2018B561C127FDDD33E43C5041,192278,>1m <=5m,ATBI DATABASE,,1446927586000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283021,3951087,35.679833,-83.397584,Porters Creek,Porters Creek,2417.21582,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927586000,GRSM,UNR,,4,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175731200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000000F0B4DC3E4D654C09F341DD913DA4140,192572,0101000020110F0000478BC643EDB261C1E24A4FD816405041,192284,>1m <=5m,ATBI DATABASE,,1446927589000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286694,3953650,35.703724,-83.357709,Little Pigeon River Upper,Middle Prong Little Pigeon River,2056.156982,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927589000,GRSM,UNR,,5,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1022284800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E73DE7D1C1D154C01DCFB8873CDE4140,192577,0101000020110F00006333B87B90AE61C1A680669970445041,192289,>1m <=5m,ATBI DATABASE,,1446927592000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294040,3957083,35.736215,-83.277451,Cosby Creek,Indian Camp Creek,3184.675781,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927592000,GRSM,UNR,,4,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175299200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000FBD40C04DCD154C0365CED3377DE4140,192574,0101000020110F0000E68C40BBA6AE61C1A94748FDAD445041,192286,>1m <=5m,ATBI DATABASE,,1446927590000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293900,3957285,35.738006,-83.27905,Cosby Creek,Indian Camp Creek,3056.080078,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927590000,GRSM,UNR,,9,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1003449600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000001D75E9FCE7D854C00B928C160CDC4140,192567,0101000020110F0000964175D8A2B461C1F4C3EB4426425041,192279,>1m <=5m,ATBI DATABASE,,1446927586000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283890,3955426,35.719112,-83.389155,Little Pigeon River Middle,,1546.661865,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927586000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1160006400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000001D34EC716BD854C03B2FAB36D3DA4140,192571,0101000020110F00002AA8391239B461C1EBFC44FFDE405041,192283,>1m <=5m,ATBI DATABASE,,1446927589000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284552,3954350,35.709564,-83.381554,Little Pigeon River Middle,,1661.278931,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927589000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1128556800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000007FBE79E60FED54C03DD07E3CA5D04140,192546,0101000020110F0000845D2529C1C561C17FFA3A9F3A365041,192258,>1m <=5m,ATBI DATABASE,,1446927573000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255124,3946283,35.630036,-83.704091,Little River-Crooked Creek,,1802.072754,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927573000,GRSM,UNR,,6,,,West Prong Trail,Upper Tremont Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091145600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000917C20D778E654C084FB91BA0ED74140,192549,0101000020110F0000F2C2155728C061C1CFC45560EE3C5041,192261,>1m <=5m,ATBI DATABASE,,1446927575000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264598,3951589,35.68013,-83.601121,Little River-Goshen Prong,Jay Bird Branch,3119.575195,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927575000,GRSM,UNR,,4,,,Laurel Falls Trail,Little River Gorge Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175472000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000001F509657F7E554C032E1924140D64140,192550,0101000020110F000079CD785BBABF61C174CFE980163C5041,192262,>1m <=5m,ATBI DATABASE,,1446927576000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265295,3950871,35.673829,-83.593217,Little River-Goshen Prong,Laurel Branch,2383.98999,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927576000,GRSM,UNR,,4,,,Laurel Falls Trail,Laurel Falls Quiet Walkway Parking,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000008B32F59C0FE054C0F511AB589FD74140,192552,0101000020110F00009A630472B6BA61C190498A96853D5041,192264,>1m <=5m,ATBI DATABASE,,1446927577000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273678,3951843,35.684543,-83.500949,Le Conte Creek,Le Conte Creek,2106.877197,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927577000,GRSM,UNR,,3,,,Twin Creeks Trail,Twin Creeks Research Lab Access,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993513600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000F39E772105EA54C0BAE69A71F6CE4140,192547,0101000020110F0000E1BA61C02BC361C1A6FEB38478345041,192259,>1m <=5m,ATBI DATABASE,,1446927574000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259390,3944707,35.616889,-83.656559,Little River-Crooked Creek,Marks Creek,2282.46167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927574000,GRSM,UNR,,3,,,Middle Prong Trail,Upper Tremont Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091145600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000009C68BD96F2F154C08C135A34EFCD4140,192543,0101000020110F00004EA7F25EE7C961C1C864EC8365335041,192255,>1m <=5m,ATBI DATABASE,,1446927572000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248143,3944126,35.608856,-83.780427,Abrams Creek Upper,Crooked Arm Branch,2187.807129,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927572000,GRSM,UNR,,7,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091232000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000970AF7B859F254C0C30AF30212CE4140,192542,0101000020110F0000D4AF5DF63ECA61C1591A51E089335041,192254,>1m <=5m,ATBI DATABASE,,1446927571000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247576,3944260,35.609918,-83.786722,Abrams Creek Upper,,1864.483032,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927571000,GRSM,UNR,,4,,,Rich Mountain Loop Trail,Cc Pullout Parking @ Mp 0.517 # 1,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058400000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000000679919742F454C00ECBF1DA0ACD4140,192540,0101000020110F0000D308D028DECB61C11CC3DDFB76325041,192252,>1m <=5m,ATBI DATABASE,,1446927570000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244847,3943446,35.601887,-83.81656,Abrams Creek Upper,Feezell Branch,1802.213379,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927570000,GRSM,UNR,,7,,,Lawson Cemetery Access,Primitive Baptist Church Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058400000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000042658235DCF554C0911A912AB5C74140,192539,0101000020110F00008198170C3ACD61C16262D3D4E42C5041,192251,>1m <=5m,ATBI DATABASE,,1446927569000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242448,3938887,35.560209,-83.841561,Abrams Creek Upper,Forge Creek,2137.231445,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927569000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000003D557E4CDDF654C0CF1310196AC74140,192538,0101000020110F00007F64C76414CE61C1BEB30176962C5041,192250,>1m <=5m,ATBI DATABASE,,1446927569000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241018,3938674,35.557919,-83.857253,Abrams Creek Upper,,2237.920654,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927569000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E610000045D5D88693F354C08C07CB40F4D04140,192541,0101000020110F00009C0AF57949CB61C14E1A5B308D365041,192253,>1m <=5m,ATBI DATABASE,,1446927570000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245912,3946809,35.632447,-83.805875,Little River-Hesse Creek,,2248.864258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927570000,GRSM,UNR,,7,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000008601670352F054C016EA78F247D14140,192544,0101000020110F00003A51BA9285C861C19FD85AA5E4365041,192256,>1m <=5m,ATBI DATABASE,,1446927572000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250528,3946962,35.635001,-83.755002,Little River-Crooked Creek,,1745.323608,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927572000,GRSM,UNR,,2,,,Scott Mountain Trail,Laurel Creek Road,Valid,Ischnosoma_lecontei,Ischnosoma  lecontei,19702,Leconte`s Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1192579200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
