the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A13CAA9C41F854C004CC3AEBACBB4140,141332,0101000020110F000037B6B30243CF61C1ABC44FEE56205041,140981,>1m <=5m,ATBI DATABASE,,1446898448000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238749,3928556,35.466208,-83.879,Lake Cheoah-Little Tennessee River,Twentymile Creek,1364.268677,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898448000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,581126400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000F9EB5FA316F154C04CD8A11BD3BD4140,141360,0101000020110F000043BD15912CC961C176DD8BB794225041,141008,>1m <=5m,ATBI DATABASE,,1446898462000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248967,3930128,35.482998,-83.767003,Eagle Creek,,2170.726807,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898462000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive West,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086134400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000002F9706DEC6F354C0E4D3EC4C64BB4140,141345,0101000020110F0000FD88761475CB61C15909FB340B205041,140994,>1m <=5m,ATBI DATABASE,,1446898455000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245095,3928127,35.463992,-83.809009,Lower Fontana Lake-Little Tennessee River,,2048.250488,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898455000,GRSM,UNR,,1,,,Lakeshore Trail,Lakeview Drive West,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086048000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000299081EBF3ED54C083605D2E85BB4140,141365,0101000020110F0000910F61D182C661C1EDD2547E2D205041,141011,>1m <=5m,ATBI DATABASE,,1446898464000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253358,3928007,35.464995,-83.718009,Hazel Creek,Laurel Branch,1839.779175,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898464000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086307200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000366083CA27E754C0B4903EB513B94140,141367,0101000020110F00009CB806EDBCC061C1122C8D59A11D5041,141013,>1m <=5m,ATBI DATABASE,,1446898465000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,262942,3925629,35.445907,-83.6118,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1685.156128,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446898465000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155513600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,141406,0101000020110F000042805D891DAB61C127EC9D93094A5041,141053,>1m <=5m,ATBI DATABASE,,1446898488000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446898488000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958089600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000001B537490AC754C0834E95EA20E04140,141408,0101000020110F00009C41286676A561C1D0122C766B465041,141055,>1m <=5m,ATBI DATABASE,,1446898489000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309221,3958384,35.750998,-83.109999,Big Creek,,1712.301758,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446898489000,GRSM,UNR,,7,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1097280000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000BBDA15F0CEC754C065D3E361DBD94140,141407,0101000020110F0000D8E35E6A1DA661C15E9313CADB3F5041,141054,>1m <=5m,ATBI DATABASE,,1446898489000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308018,3952972,35.702001,-83.122002,Lower Cataloochee Creek,Correll Branch,5809.270508,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446898489000,GRSM,UNR,,6,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1058227200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000000AA4103D33C354C082303142AAD14140,141428,0101000020110F0000454D1C7F33A261C1DFDB8D614B375041,141075,>1m <=5m,ATBI DATABASE,,1446898499000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314385,3945734,35.638002,-83.049998,Lower Cataloochee Creek,Winding Stair Branch,3749.368652,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446898499000,GRSM,UNR,,9,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,591235200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008D94442EACC454C037E70A3D02CB4140,141413,0101000020110F00008A1D37A273A361C1C551E73A57305041,141060,>1m <=5m,ATBI DATABASE,,1446898492000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446898492000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000966BF5C8ABC454C0E29CF297FFCA4140,141414,0101000020110F000036602C4C73A361C182C5C97754305041,141061,>1m <=5m,ATBI DATABASE,,1446898492000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312182,3940000,35.585918,-83.072981,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446898492000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Colias_eurytheme,Colias  eurytheme,8295,Alfalfa Caterpillar,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086134400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Pieridae,Coliadinae,~,observed,No,day,cert,Birds & Bird Parasites
