the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000052BF4ABF96DC54C00D9DE26ED9D34140,218469,0101000020110F0000EFB20388C3B761C195D655CA93395041,218401,>1m <=5m,ATBI DATABASE,,1446942487000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278507,3948449,35.655066,-83.446697,Le Conte Creek,Le Conte Creek,6339.805176,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942487000,GRSM,UNR,,6,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933811200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000318909B686DE54C07A3DACF8C5D64140,218467,0101000020110F0000613EE9C068B961C116F1F44DA23C5041,218399,>1m <=5m,ATBI DATABASE,,1446942486000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275830,3951052,35.67791,-83.476968,Le Conte Creek,,2795.443604,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942486000,GRSM,UNR,,8,,,Baskins Creek Trail,Roaring Fork Motor Nature Trail,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000725EDC206DC54C0BC01A24471D54140,218471,0101000020110F00006E8C7E3E49B761C18355EB1B3E3B5041,218403,>1m <=5m,ATBI DATABASE,,1446942488000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279337,3949810,35.667512,-83.437909,Roaring Fork,,4931.538086,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942488000,GRSM,UNR,,9,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903052800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000061C086CBFDD054C08B365EF96DD24140,218480,0101000020110F0000E1A0CFFFE9AD61C1E9592DEA17385041,218411,>1m <=5m,ATBI DATABASE,,1446942493000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,294886,3946825,35.643974,-83.265486,Upper Raven Fork,Raven Fork,4189.41748,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446942493000,GRSM,UNR,,4,,,Hyatt Ridge Trail,Beech Gap Trailhead Parking #2,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1155772800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed,No,day,cert,Raven Fork Expedition
0101000020E6100000B60BC303E7D554C0A4B197298ADA4140,218476,0101000020110F0000875E9EC115B261C1164C129792405041,218407,>1m <=5m,ATBI DATABASE,,1446942491000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288105,3954017,35.707335,-83.342221,Little Pigeon River Upper,Middle Prong Little Pigeon River,2980.755859,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446942491000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933120000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,218473,0101000020110F00009E9A3F6E46B561C10509A88694455041,218405,>1m <=5m,ATBI DATABASE,,1446942490000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446942490000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B5DE51F1CCD854C07480646A6DD84140,218474,0101000020110F0000EAC13FE08BB461C1DB1664115D3E5041,218406,>1m <=5m,ATBI DATABASE,,1446942490000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283963,3952285,35.690832,-83.387505,Porters Creek,,2243.300781,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446942490000,GRSM,UNR,,9,,,Porters Creek Trail,Porters Creek Scenic Loop,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869616000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BD5E53E0F7E854C004BF98FD1FC94140,218453,0101000020110F0000C012D71247C261C1ABAA8FA55F2E5041,218386,>1m <=5m,ATBI DATABASE,,1446942479000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260743,3939607,35.571282,-83.640125,Little River-Crooked Creek,,4517.581055,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942479000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000166400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000010ED08DF4FE854C0AD6FD6A31AC94140,218460,0101000020110F00004C330963B8C161C10D99550F5A2E5041,218393,>1m <=5m,ATBI DATABASE,,1446942483000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261672,3939564,35.571119,-83.629871,Little River-Crooked Creek,Indian Flats Prong,4462.538574,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942483000,GRSM,UNR,,2,,,Appalachian Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000080000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B5304B9B27E954C0BF71BB9FACCA4140,218451,0101000020110F00004ADD699C6FC261C1009133D2FD2F5041,218384,>1m <=5m,ATBI DATABASE,,1446942478000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260515,3940957,35.583386,-83.643038,Little River-Crooked Creek,,4540.386719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942478000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841708800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005D2413A125E954C024AB2A4DADCA4140,218452,0101000020110F0000114C7BEE6DC261C1EED85187FE2F5041,218385,>1m <=5m,ATBI DATABASE,,1446942479000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260526,3940959,35.583407,-83.642918,Little River-Crooked Creek,,4555.805176,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942479000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B0FC7B813DE954C0C4765A2B98CA4140,218449,0101000020110F00006DC3C03582C261C1D554DA75E82F5041,218382,>1m <=5m,ATBI DATABASE,,1446942477000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260392,3940891,35.582762,-83.644375,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942477000,GRSM,UNR,,5,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841881600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A2AA02E8E9E854C00C61B15D0CCB4140,218454,0101000020110F0000947679353BC261C139F282CE61305041,218387,>1m <=5m,ATBI DATABASE,,1446942480000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260865,3941272,35.586308,-83.639272,Little River-Crooked Creek,,4009.875244,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942480000,GRSM,UNR,,8,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,962841600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000081D6ADB257E954C03AB4A768D5CB4140,218447,0101000020110F0000ED1A7A7498C261C13716ACC533315041,218380,>1m <=5m,ATBI DATABASE,,1446942476000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260276,3941969,35.592443,-83.645974,Little River-Crooked Creek,,3985.86377,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942476000,GRSM,UNR,,10,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,965779200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B68AAF8A38E954C0D6BF8AE48FCB4140,218450,0101000020110F00001D9C76FE7DC261C1CFD9442BEB305041,218383,>1m <=5m,ATBI DATABASE,,1446942478000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260442,3941729,35.590322,-83.644072,Little River-Crooked Creek,,3936.14209,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942478000,GRSM,UNR,,9,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837993600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E57EF78941E954C0C5B9C9596CCB4140,218448,0101000020110F00000702A4A285C261C168C7A50CC6305041,218381,>1m <=5m,ATBI DATABASE,,1446942477000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260389,3941610,35.589237,-83.644621,Little River-Crooked Creek,Double Trestle Branch,3960.17334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942477000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837216000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000814F6F8370EF54C0ABF4515507CE4140,218443,0101000020110F000091C8580EC6C761C1E211A3B87E335041,218376,>1m <=5m,ATBI DATABASE,,1446942474000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251696,3944108,35.609592,-83.741238,Little River-Crooked Creek,,1749.223022,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942474000,GRSM,UNR,,6,,,Finley Cane Trail,Laurel Creek Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000719342CDEEF054C01957AD6394CD4140,218439,0101000020110F00004FADD2BB0AC961C1B694F0A506335041,218372,>1m <=5m,ATBI DATABASE,,1446942472000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249571,3943778,35.606084,-83.764571,Abrams Creek Upper,Green Branch,2033.630371,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942472000,GRSM,UNR,,4,,,Crib Gap Trail,Laurel Creek Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901152000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000021547E5927F154C07456ECB82CCC4140,218437,0101000020110F000027177EC23AC961C1BD1742F78E315041,218370,>1m <=5m,ATBI DATABASE,,1446942471000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249224,3942569,35.595108,-83.768023,Abrams Creek Upper,Cooper Branch,2135.922852,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942471000,GRSM,UNR,,4,,,Cades Cove Horse Trail,Anthony Creek Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,959212800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005D055CE315F254C041C7E661A3CC4140,218435,0101000020110F00005670C05905CA61C14B8269E70A325041,218368,>1m <=5m,ATBI DATABASE,,1446942469000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247916,3943008,35.598729,-83.782582,Abrams Creek Upper,Fanny Branch,1858.516846,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942469000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000000A06683FF8F354C09E6288B55BCD4140,218432,0101000020110F000086A2CA049FCB61C166F6CE70CB325041,218365,>1m <=5m,ATBI DATABASE,,1446942468000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245266,3943708,35.604354,-83.812023,Abrams Creek Upper,Feezell Branch,1788.464478,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942468000,GRSM,UNR,,6,,,John Oliver Cabin access ,Primitive Baptist Church Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E6BC064A58F354C0D74C8351B2CD4140,218434,0101000020110F00005560782A17CB61C15ECA89E925335041,218367,>1m <=5m,ATBI DATABASE,,1446942469000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246159,3943976,35.606997,-83.80226,Abrams Creek Upper,,1807.006226,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942469000,GRSM,UNR,,7,,,John Oliver Cabin access ,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899337600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AE3463B006F754C0CF26847164CF4140,218406,0101000020110F0000B400E08B37CE61C1CB492271EB345041,218340,>1m <=5m,ATBI DATABASE,,1446942455000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240990,3945596,35.620246,-83.859779,Abrams Creek Lower,,1971.587402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942455000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008301C82CC2F654C06CF61B88CDCE4140,218415,0101000020110F0000805E7B5BFDCD61C176B6B2C64D345041,218348,>1m <=5m,ATBI DATABASE,,1446942459000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241354,3945074,35.61564,-83.855597,Abrams Creek Lower,Stony Branch,2019.244263,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942459000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000009568702BC2F654C044DF913CCDCE4140,218414,0101000020110F0000418D575AFDCD61C1C7BBC7774D345041,218347,>1m <=5m,ATBI DATABASE,,1446942458000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241354,3945073,35.615631,-83.855597,Abrams Creek Lower,Stony Branch,2019.244263,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942458000,GRSM,UNR,,3,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005776C1E09AF654C0F3CFAD9397CE4140,218418,0101000020110F000015C17FFBDBCD61C15EEAA86815345041,218351,>1m <=5m,ATBI DATABASE,,1446942460000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241566,3944885,35.613994,-83.853199,Abrams Creek Lower,,2162.467285,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942460000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009E4E6D01C5F454C0856FD0544BCD4140,218429,0101000020110F000077D56EEB4CCC61C109173455BA325041,218362,>1m <=5m,ATBI DATABASE,,1446942466000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244132,3943685,35.603855,-83.82452,Abrams Creek Upper,,1812.563354,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942466000,GRSM,UNR,,6,,,Lawson Cemetery Access,Hyatt Lane,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000558B2D3CC3F554C015B175A160CB4140,218421,0101000020110F0000BFD73BD624CD61C118F12BCFB9305041,218354,>1m <=5m,ATBI DATABASE,,1446942462000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242678,3942064,35.58888,-83.840037,Abrams Creek Upper,,1760.131348,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942462000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1023148800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CFFA6172ADF554C069E8673684CB4140,218423,0101000020110F00007DB4025512CD61C1BD2865F8DE305041,218356,>1m <=5m,ATBI DATABASE,,1446942463000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242802,3942181,35.589965,-83.838707,Abrams Creek Upper,,1772.64209,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942463000,GRSM,UNR,,6,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1023062400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000E64A0DF15F754C0D2F5478FD4CA4140,218403,0101000020110F0000F8ED4E7144CE61C1BED6C58627305041,218337,>1m <=5m,ATBI DATABASE,,1446942453000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240791,3941644,35.584605,-83.860706,Abrams Creek Lower,,2076.685791,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942453000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Monotropa_uniflora,Monotropa  uniflora,25654,One-flower Indian-pipe,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869443200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Monotropaceae, ,~,observed, ,day,cert,Fridley Veg Plots
