the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D94EEA1741F854C0E5306015A4BB4140,221062,0101000020110F00007C26F59142CF61C1DA10B3B74D205041,220988,>1m <=5m,ATBI DATABASE,,1446943959000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238751,3928526,35.465938,-83.878969,Lake Cheoah-Little Tennessee River,Twentymile Creek,1389.878906,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446943959000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1083974400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E610000029B6DD5F38C554C0A7B84B9ECFCA4140,221126,0101000020110F0000052643B3EAA361C1169FB95D22305041,221052,>1m <=5m,ATBI DATABASE,,1446943997000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311401,3939854,35.584454,-83.081562,Upper Cataloochee Creek,McKee Branch,4458.981445,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943997000,GRSM,UNR,,6,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1025654400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,Malaise trap (Townes),No, ,cert,ATBI Pilot Study
0101000020E610000019AD360EDBC354C01783C8A886CB4140,221127,0101000020110F0000F10C0706C2A261C18FD19386E1305041,221053,>1m <=5m,ATBI DATABASE,,1446943997000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313346,3940433,35.59004,-83.060241,Lower Johnathans Creek,Messer Branch,4522.999512,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943997000,GRSM,UNR,,6,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1026864000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,Malaise trap (Townes),No, ,cert,ATBI Pilot Study
0101000020E61000008C4936ECF1D354C07B721F49E1C14140,221107,0101000020110F0000F8B2C12D6CB061C1402660BFCF265041,221033,>1m <=5m,ATBI DATABASE,,1446943986000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290370,3932579,35.514681,-83.311637,Lower Oconaluftee River,,2455.421143,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943986000,GRSM,UNR,,6,,,Enloe-Mingus Cemetery Access,Newfound Gap Road South,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117670400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000B9584C5DD3D354C0E5132DDEE7C24140,221108,0101000020110F0000E1E2C03952B061C12B12F2BDE1275041,221034,>1m <=5m,ATBI DATABASE,,1446943987000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290560,3933464,35.522694,-83.309772,Lower Oconaluftee River,,2154.105469,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943987000,GRSM,UNR,,5,,,Floyd Cemetery Access Trail,Newfound Gap Road South,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117497600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E610000097E1F34EBBDF54C0C40493ED0CD14140,221100,0101000020110F000047D469D86EBA61C16B4A12F9A6365041,221026,>1m <=5m,ATBI DATABASE,,1446943983000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273999,3946135,35.6332,-83.495803,West Prong Little Pigeon River Upper,,3085.489502,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943983000,GRSM,UNR,,6,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,flight intercept trap,No, ,cert,ATBI Coleoptera Survey
0101000020E610000072892D81F7DF54C08599949491D74140,221086,0101000020110F0000639052F8A1BA61C172DEAB31773D5041,221012,>1m <=5m,ATBI DATABASE,,1446943973000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273810,3951793,35.684123,-83.499477,Le Conte Creek,Le Conte Creek,2134.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943973000,GRSM,UNR,,7,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,927936000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000A463376192DB54C0A9EBFD045FD64140,221102,0101000020110F000068E4AF66E6B661C1948599AA363C5041,221028,>1m <=5m,ATBI DATABASE,,1446943984000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280000,3950599,35.674768,-83.430805,Porters Creek,Trillium Branch,4571.896484,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943984000,GRSM,UNR,,4,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,998352000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000008D9C221372D954C03CC50AB404D74140,221104,0101000020110F0000D8EB691F18B561C1A908DCE4E33C5041,221030,>1m <=5m,ATBI DATABASE,,1446943985000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283021,3951086,35.679824,-83.397584,Porters Creek,Porters Creek,2417.21582,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943985000,GRSM,UNR,,4,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1183852800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,flight intercept trap, , ,cert,ATBI Coleoptera Survey
0101000020E61000000F0B4DC3E4D654C09F341DD913DA4140,221106,0101000020110F0000478BC643EDB261C1E24A4FD816405041,221032,>1m <=5m,ATBI DATABASE,,1446943986000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286694,3953650,35.703724,-83.357709,Little Pigeon River Upper,Middle Prong Little Pigeon River,2056.156982,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943986000,GRSM,UNR,,5,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117929600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E61000007607FFC2F5D154C05C1EB6F7A0DD4140,221112,0101000020110F0000CAD9F198BCAE61C15CFA9BD6CD435041,221038,>1m <=5m,ATBI DATABASE,,1446943989000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293741,3956563,35.731468,-83.280621,East Fork Dunn Creek,,3506.320312,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943989000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1029283200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,Malaise trap (Townes),No, ,cert,ATBI Pilot Study
0101000020E61000001D75E9FCE7D854C00B928C160CDC4140,221105,0101000020110F0000964175D8A2B461C1F4C3EB4426425041,221031,>1m <=5m,ATBI DATABASE,,1446943985000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283890,3955426,35.719112,-83.389155,Little Pigeon River Middle,,1546.661865,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943985000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1183852800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,flight intercept trap, , ,cert,ATBI Coleoptera Survey
0101000020E61000001746B7B473E254C0B5C0095217D84140,221084,0101000020110F0000C714C64BBEBC61C1F541FB09033E5041,221010,>1m <=5m,ATBI DATABASE,,1446943972000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270307,3952336,35.688205,-83.538308,West Prong Little Pigeon River Upper,Fighting Creek,1468.213623,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943972000,GRSM,UNR,,7,,,Cove Mountain Trail,Sugarlands Residence Road,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,by hand,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000AE1B8E651CEC54C0DC305AECDBD14140,221068,0101000020110F0000493C615AF2C461C1664B31487F375041,220994,>1m <=5m,ATBI DATABASE,,1446943962000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256499,3947298,35.639517,-83.689229,Little River-Crooked Creek,Middle Prong Little River,1374.337524,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446943962000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Activity Center Parking South,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000953113DF45E154C024CB4CE04BD44140,221085,0101000020110F000049B7A4F2BDBB61C1DDCCD6690B3A5041,221011,>1m <=5m,ATBI DATABASE,,1446943973000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271890,3949004,35.658559,-83.519886,West Prong Little Pigeon River Upper,Critter Branch,1982.700684,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943973000,GRSM,UNR,,7,,,Balsam Point Quiet Walkway,Campbell Overlook Parking,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,baited pitfall trap, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E3B228F1BBE254C05AE0D201EECD4140,221077,0101000020110F00009D5569A5FBBC61C1F690B64364335041,221003,>1m <=5m,ATBI DATABASE,,1446943968000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269680,3943539,35.608819,-83.542717,Little River-Goshen Prong,Wars Branch,3261.746094,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943968000,GRSM,UNR,,1,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,997660800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E610000091B816AC9FEF54C01F5117EC70CD4140,221067,0101000020110F000082D5A71BEEC761C12A297899E1325041,220993,>1m <=5m,ATBI DATABASE,,1446943962000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251421,3943606,35.605002,-83.744117,Little River-Crooked Creek,Sugar Cove Prong,1912.690796,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446943962000,GRSM,UNR,,6,,,Lead Cove Trail,Laurel Creek Road,Valid,Nicrophorus_orbicollis,Nicrophorus  orbicollis,26620,Roundneck Sexton Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Silphidae, ,~,black light trap,No, ,cert,ATBI
