the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000917C20D778E654C084FB91BA0ED74140,219085,0101000020110F0000F2C2155728C061C1CFC45560EE3C5041,219014,>1m <=5m,ATBI DATABASE,,1446942828000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264598,3951589,35.68013,-83.601121,Little River-Goshen Prong,Jay Bird Branch,3119.575195,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942828000,GRSM,UNR,,4,,,Laurel Falls Trail,Little River Gorge Road,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1160092800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000005E10DD289CE154C01DC04685F6D44140,219088,0101000020110F000028FE813B07BC61C186BF9DCABD3A5041,219017,>1m <=5m,ATBI DATABASE,,1446942829000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271428,3949594,35.663766,-83.525152,West Prong Little Pigeon River Upper,,1846.054688,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942829000,GRSM,UNR,,7,,,Riverview Quiet Walkway,Quiet Walkway Parking # 2,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1160092800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000003E7F30A907EA54C08319578CD5CE4140,219084,0101000020110F0000160E7EE62DC361C1C5BEB72656345041,219013,>1m <=5m,ATBI DATABASE,,1446942827000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259373,3944596,35.615885,-83.656713,Little River-Crooked Creek,Lynn Camp Prong,2206.5625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942827000,GRSM,UNR,,7,,,Middle Prong Trail,Upper Tremont Road,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1150502400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E6100000D9BA58D424EB54C003156F1397CF4140,219082,0101000020110F0000BCC2181820C461C17C0EAE5720355041,219011,>1m <=5m,ATBI DATABASE,,1446942826000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257814,3945294,35.621791,-83.674119,Little River-Crooked Creek,Middle Prong Little River,1778.191162,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942826000,GRSM,UNR,,8,,,Middle Prong Trail,Upper Tremont Road,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175558400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000009C68BD96F2F154C08C135A34EFCD4140,219078,0101000020110F00004EA7F25EE7C961C1C864EC8365335041,219007,>1m <=5m,ATBI DATABASE,,1446942824000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248143,3944126,35.608856,-83.780427,Abrams Creek Upper,Crooked Arm Branch,2187.807129,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942824000,GRSM,UNR,,7,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091232000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000970AF7B859F254C0C30AF30212CE4140,219077,0101000020110F0000D4AF5DF63ECA61C1591A51E089335041,219006,>1m <=5m,ATBI DATABASE,,1446942823000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247576,3944260,35.609918,-83.786722,Abrams Creek Upper,,1864.483032,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942823000,GRSM,UNR,,4,,,Rich Mountain Loop Trail,Cc Pullout Parking @ Mp 0.517 # 1,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058400000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000D251DCBE55F654C0F33199D658C14140,219073,0101000020110F000067D2AB44A1CD61C1EEFE7C6141265041,219002,>1m <=5m,ATBI DATABASE,,1446942821000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241616,3933393,35.510517,-83.848979,Lake Cheoah-Little Tennessee River,Rye Patch Branch,4380.314453,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446942821000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144800000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000042658235DCF554C0911A912AB5C74140,219074,0101000020110F00008198170C3ACD61C16262D3D4E42C5041,219003,>1m <=5m,ATBI DATABASE,,1446942821000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242448,3938887,35.560209,-83.841561,Abrams Creek Upper,Forge Creek,2137.231445,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942821000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000008DE8AB9F4FFB54C09BF794B037CF4140,219071,0101000020110F0000544B622CDBD161C1A07034AFBC345041,219000,>1m <=5m,ATBI DATABASE,,1446942820000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234920,3945623,35.61888,-83.926731,Abrams Creek Lower,Kingfisher Creek,1199.33252,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942820000,GRSM,UNR,,4,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091232000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E61000000E7DA56316FB54C0CD8BEF726ECF4140,219072,0101000020110F0000F4196A90AAD161C1947545E5F5345041,219001,>1m <=5m,ATBI DATABASE,,1446942821000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235242,3945799,35.620551,-83.923237,Abrams Creek Lower,Kingfisher Creek,1243.829956,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942821000,GRSM,UNR,,6,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091232000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000045D5D88693F354C08C07CB40F4D04140,219076,0101000020110F00009C0AF57949CB61C14E1A5B308D365041,219005,>1m <=5m,ATBI DATABASE,,1446942822000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245912,3946809,35.632447,-83.805875,Little River-Hesse Creek,,2248.864258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446942822000,GRSM,UNR,,7,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Mychocerus_striatus,Mychocerus  striatus,24338,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Cucujoidea,Cerylonidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
