the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004D2D81B22ED354C0654F76CB3FC14140,127711,0101000020110F00001C8AAC5FC6AF61C1AC986D4027265041,127293,>1m <=5m,ATBI DATABASE,,1446890546000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291438,3932007,35.509753,-83.299721,Lower Oconaluftee River,,2015.898804,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446890546000,GRSM,UNR,,6,,,Oconaluftee River Trail,Access Road To Big Cove Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1124755200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,sweeping,No,day,cert,ATBI Odonata Survey
0101000020E6100000AD02F93559D354C0D3A35C33DCC14140,127706,0101000020110F000091C1017BEAAF61C14F821B71CA265041,127288,>1m <=5m,ATBI DATABASE,,1446890543000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291215,3932542,35.514526,-83.302316,Lower Oconaluftee River,Oconaluftee River,2028.240112,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890543000,GRSM,UNR,,5,,,Nations Cemetery Access,Oconaluftee Residence Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1138579200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E61000009AA7892ABBD354C0C410C46FC6C14140,127701,0101000020110F0000D0998AAC3DB061C1561BB0BBB3265041,127283,>1m <=5m,ATBI DATABASE,,1446890539000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290671,3932481,35.513861,-83.308295,Lower Oconaluftee River,,2212.003662,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890539000,GRSM,UNR,,7,,,Enloe-Mingus Cemetery Access,Newfound Gap Road South,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E610000093E498B086D354C09695FA47D9C14140,127703,0101000020110F0000406F171B11B061C174744865C7265041,127285,>1m <=5m,ATBI DATABASE,,1446890541000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290963,3932538,35.514437,-83.305092,Lower Oconaluftee River,Oconaluftee River,2026.369629,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890541000,GRSM,UNR,,6,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118707200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,sweeping, ,day,cert,ATBI
0101000020E6100000AA120CB761D354C02B317D26F0C34140,127705,0101000020110F0000DF33FFB3F1AF61C1719FC389F5285041,127287,>1m <=5m,ATBI DATABASE,,1446890542000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291210,3934344,35.530759,-83.302835,Lower Oconaluftee River,Oconaluftee River,2073.955811,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890542000,GRSM,UNR,,5,,,Chambers Cemetery Access,Newfound Gap Road South,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1339718400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000661EFB84CCD454C08EBD1883B4C74140,127699,0101000020110F0000A25641D525B161C16F92FC25E42C5041,127281,>1m <=5m,ATBI DATABASE,,1446890538000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289279,3937656,35.560189,-83.324979,Upper Oconaluftee River,,2280.127197,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890538000,GRSM,UNR,,6,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1311379200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000AEF69E34CED754C033CA3077B8DF4140,127698,0101000020110F0000215B1587B3B361C19EE0FE27FE455041,127280,>1m <=5m,ATBI DATABASE,,1446890537000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285523,3958572,35.74781,-83.371957,Webb Creek,Soak Ash Creek,1397.871948,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890537000,GRSM,UNR,,5,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179360000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000BEB9FCDD54D954C08AC462A6BDDF4140,127695,0101000020110F000050D21151FFB461C19F6CD99403465041,127277,>1m <=5m,ATBI DATABASE,,1446890536000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283367,3958642,35.747968,-83.395801,Little Pigeon River Middle,Copeland Creek,1324.563721,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446890536000,GRSM,UNR,,1,,,Old Settlers Trail,Greenbrier Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1375747200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000866D93A383DA54C02C123E544DDE4140,127692,0101000020110F000014D6FC7500B661C15368112D82445041,127274,>1m <=5m,ATBI DATABASE,,1446890534000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281665,3957436,35.736728,-83.414281,Little Pigeon River Middle,Little Pigeon River,1366.670044,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890534000,GRSM,UNR,,5,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,Allotype,day,cert,ATBI
0101000020E6100000E66E7C92A0DA54C05C7BDE0E86DE4140,127691,0101000020110F0000B8C4AD0819B661C138E56A88BD445041,127273,>1m <=5m,ATBI DATABASE,,1446890533000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281510,3957632,35.738459,-83.416047,Little Pigeon River Middle,Little Pigeon River,1362.159912,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890533000,GRSM,UNR,,5,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1340928000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000E557BB9F73D954C093CC44FAB5DC4140,127694,0101000020110F00001B4E3E7019B561C1514C34FED7425041,127276,>1m <=5m,ATBI DATABASE,,1446890535000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283133,3956020,35.724297,-83.397678,Little Pigeon River Middle,Little Pigeon River,1469.633911,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890535000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000110A45ABB4D954C0ACAC412D00DD4140,127693,0101000020110F0000B05466AE50B561C137D10C9E25435041,127275,>1m <=5m,ATBI DATABASE,,1446890535000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282780,3956280,35.726561,-83.401648,Little Pigeon River Middle,,1453.656616,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890535000,GRSM,UNR,,5,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000896E95DE59D854C0D46C419695DA4140,127697,0101000020110F0000A06BEF242AB461C1ED790E8A9E405041,127279,>1m <=5m,ATBI DATABASE,,1446890537000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284644,3954139,35.707683,-83.380481,Little Pigeon River Upper,Middle Prong Little Pigeon River,1683.506592,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890537000,GRSM,UNR,,4,,,Old Settlers Trail,Ramsey Prong Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E61000004EE4E4A68FD854C034C93CB0EBD94140,127696,0101000020110F000085965DD257B461C18A4BDAD7EC3F5041,127278,>1m <=5m,ATBI DATABASE,,1446890536000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284333,3953571,35.702498,-83.383764,Porters Creek,Porters Creek,1772.460571,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890536000,GRSM,UNR,,9,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1342915200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000C22254E344E954C04264E72617D84140,127681,0101000020110F0000B961CC7A88C261C1C18BE0DC023E5041,127263,>1m <=5m,ATBI DATABASE,,1446890527000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260666,3952590,35.6882,-83.644825,Little River-Goshen Prong,Sweetwater Branch,1713.34729,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890527000,GRSM,UNR,,3,,,Roundtop Trail,Wear Cove Gap Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,932256000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,unspecified,No,day,cert,ATBI Odonata Survey
0101000020E6100000E124384E5AE954C04443C4A229D74140,127680,0101000020110F0000C04B6BAB9AC261C14ECE73820A3D5041,127262,>1m <=5m,ATBI DATABASE,,1446890527000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260526,3951789,35.680951,-83.646133,Little River-Goshen Prong,Sweetwater Branch,1746.953613,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890527000,GRSM,UNR,,6,,,Metcalf Bottoms Trail,Wear Cove Gap Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,932256000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,by hand, , ,cert,ATBI Aquatic TWiG
0101000020E61000008AC33434E7E854C0263B3ADEBFD54140,127684,0101000020110F0000F5C2ECE938C261C13E916947903B5041,127266,>1m <=5m,ATBI DATABASE,,1446890529000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261129,3950547,35.669911,-83.639107,Little River-Goshen Prong,,1913.619873,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890529000,GRSM,UNR,,10,,,Curry Mountain Trail,Little River Gorge Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,966470400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000007B583D9AA9ED54C006E7B31350D54140,127677,0101000020110F00007DDF36B343C661C17A3A42691B3B5041,127259,>1m <=5m,ATBI DATABASE,,1446890525000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254386,3950352,35.666499,-83.713473,Little River-Rudd Branch,Little River,1102.763184,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890525000,GRSM,UNR,,5,,,Chestnut Top Trail,Townsend Entrance Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1182988800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,aerial net,No,day,cert,ATBI
0101000020E6100000CDA7C491C1EE54C0051648A9F4D14140,127673,0101000020110F0000FFB6DD7931C761C1C5175E2299375041,127255,>1m <=5m,ATBI DATABASE,,1446890522000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252758,3947485,35.640272,-83.73056,Little River-Crooked Creek,Meadow Branch,1892.069824,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890522000,GRSM,UNR,,8,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1214179200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,aerial net,No,day,cert,ATBI
0101000020E610000025A061E8B3E754C0A35CAC45D7D44140,127685,0101000020110F0000F90951ED33C161C1F0B03F209D3A5041,127267,>1m <=5m,ATBI DATABASE,,1446890530000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,262806,3949714,35.662813,-83.620352,Little River-Goshen Prong,Little River,1916.977661,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890530000,GRSM,UNR,,4,,,Curry Mountain Trail,Little River Gorge Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1341273600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000BE591135D1E654C0AE3E469C75D44140,127686,0101000020110F00006B10E86373C061C1644ABC09373A5041,127268,>1m <=5m,ATBI DATABASE,,1446890530000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264050,3949350,35.659832,-83.606515,Little River-Goshen Prong,Little River,2244.379883,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890530000,GRSM,UNR,,4,,,Meigs Mountain Trail,Little River Gorge Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1121904000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,by hand,No, ,cert,ATBI
0101000020E61000002F87B2F7CFE554C0DBA37362F5D44140,127687,0101000020110F00006C4A9EEA98BF61C11AFF999ABC3A5041,127269,>1m <=5m,ATBI DATABASE,,1446890531000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265483,3949745,35.663732,-83.590814,Little River-Goshen Prong,Little River,2068.133057,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890531000,GRSM,UNR,,3,,,Laurel Falls Quiet Walkway,Elkmont Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1341273600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000A5AC796A62E354C0EEE0F4F6F3D14140,127689,0101000020110F0000F9C44F0889BD61C1B775026898375041,127271,>1m <=5m,ATBI DATABASE,,1446890532000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,268850,3947050,35.640251,-83.552878,Little River-Goshen Prong,Huskey Branch,2656.572266,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890532000,GRSM,UNR,,4,,,Little River Trail,Little River Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,938044800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000017619C5545EA54C0148876CC3BC04140,127679,0101000020110F0000418A9A4762C361C13181D8FF17255041,127261,>1m <=5m,ATBI DATABASE,,1446890526000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258690,3931950,35.501818,-83.660478,Hazel Creek,Cold Spring Branch,2605.751953,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890526000,GRSM,UNR,,6,,,Cold Spring Gap Trail,Lakeview Drive East Parking #4,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,965088000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000CF2BE09696EB54C0322D429580C24140,127678,0101000020110F0000EFABDEB580C461C1AFF108F775275041,127260,>1m <=5m,ATBI DATABASE,,1446890525000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,256876,3933967,35.519542,-83.681062,Hazel Creek,Mill Branch,2445.013916,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890525000,GRSM,UNR,,6,,,Bone Valley Trail,Upper Tremont Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1344384000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E610000089E93113AAF254C0842B386D5ACD4140,127669,0101000020110F00006532AB3483CA61C12F20DC19CA325041,127251,>1m <=5m,ATBI DATABASE,,1446890520000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247114,3943651,35.604315,-83.791626,Abrams Creek Upper,,1787.897705,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890520000,GRSM,UNR,,6,,,John Oliver Cabin access ,Sparks Lane Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1216252800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,aerial net,No,day,cert,ATBI
0101000020E61000003DF8E97514F254C00449B8CD6ACD4140,127671,0101000020110F000024F4602304CA61C11C214335DB325041,127253,>1m <=5m,ATBI DATABASE,,1446890521000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247943,3943683,35.604815,-83.782495,Abrams Creek Upper,Abrams Creek,1842.539795,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890521000,GRSM,UNR,,3,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1342569600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E61000005B36AFF4DEF554C0377527AA07CC4140,127667,0101000020110F0000A0894C613CCD61C16632CF4268315041,127249,>1m <=5m,ATBI DATABASE,,1446890519000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242541,3942634,35.593977,-83.841729,Abrams Creek Upper,Abrams Creek,1710.537598,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890519000,GRSM,UNR,,6,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
0101000020E6100000CD9C47284AF454C0A6A6E76151CD4140,127668,0101000020110F0000E58CA995E4CB61C1021857A7C0325041,127250,>1m <=5m,ATBI DATABASE,,1446890520000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244812,3943686,35.604039,-83.817022,Abrams Creek Upper,Feezell Branch,1764.640015,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890520000,GRSM,UNR,,5,,,Lawson Cemetery Access,Cades Cove Loop Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1120694400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,by hand,No,day,cert,ATBI Odonata Survey
0101000020E610000085300052F0F554C0A5FD1845DFCB4140,127666,0101000020110F00000C20B5204BCD61C1B69742123E315041,127248,>1m <=5m,ATBI DATABASE,,1446890519000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242441,3942500,35.592744,-83.842789,Abrams Creek Upper,Abrams Creek,1711.039795,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890519000,GRSM,UNR,,6,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1115424000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000E9C34D224FF654C02C069A9F40CB4140,127663,0101000020110F0000E79E2EA79BCD61C179A3C26198305041,127245,>1m <=5m,ATBI DATABASE,,1446890517000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241901,3941978,35.587903,-83.848576,Abrams Creek Upper,,1720.027466,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890517000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Falls Road,Valid,Calopteryx_maculata,Calopteryx  maculata,6285,Ebony Jewelwing,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1183420800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Odonata, ,Zygoptera, , ,Calopterygidae, ,~,observed,No,day,cert,ATBI
