the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000F9EB5FA316F154C04CD8A11BD3BD4140,128019,0101000020110F000043BD15912CC961C176DD8BB794225041,127582,>1m <=5m,ATBI DATABASE,,1446890704000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248967,3930128,35.482998,-83.767003,Eagle Creek,,2170.726807,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890704000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive West,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086134400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000003EE53D733BCF54C06CD0B70F7DCF4140,128043,0101000020110F00002D496F856BAC61C1FE1A9C2905355041,127606,>1m <=5m,ATBI DATABASE,,1446890718000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297317,3944219,35.620997,-83.238,Upper Raven Fork,,4585.983398,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890718000,GRSM,UNR,,8,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,580608000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001D43145433D354C06AF383E347C14140,128041,0101000020110F0000CD33954ECAAF61C1C15D4CB22F265041,127604,>1m <=5m,ATBI DATABASE,,1446890717000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291413,3932035,35.51,-83.300004,Lower Oconaluftee River,,2015.644165,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446890717000,GRSM,UNR,,5,,,Oconaluftee River Trail,Access Road To Big Cove Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,998092800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000752B7FAFC2DD54C0E6DD0E9DB6C34140,128038,0101000020110F0000321BDD44C2B861C1E94D077EB9285041,127601,>1m <=5m,ATBI DATABASE,,1446890715000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276499,3934505,35.529004,-83.465004,Noland Creek,,3505.270996,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890715000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,588902400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000009A959743E5DF54C052AF6DE701C84140,128033,0101000020110F0000531E717A92BA61C131AB64F2342D5041,127596,>1m <=5m,ATBI DATABASE,,1446890712000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273568,3938303,35.562551,-83.498364,Forney Creek,Forney Creek,6639.910645,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890712000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,679190400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A2FBEB7588DF54C064996BC951D14140,128037,0101000020110F000033850BA943BA61C14FB09AEDEE365041,127600,>1m <=5m,ATBI DATABASE,,1446890715000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274286,3946361,35.635302,-83.4927,West Prong Little Pigeon River Upper,,2929.018555,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890715000,GRSM,UNR,,7,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,613180800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000072892D81F7DF54C08599949491D74140,128034,0101000020110F0000639052F8A1BA61C172DEAB31773D5041,127597,>1m <=5m,ATBI DATABASE,,1446890713000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273810,3951793,35.684123,-83.499477,Le Conte Creek,Le Conte Creek,2134.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890713000,GRSM,UNR,,7,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,934156800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000EB42790D64D854C0A324A5528CDA4140,128040,0101000020110F00000CBBF7CA32B461C14CF285D994405041,127603,>1m <=5m,ATBI DATABASE,,1446890716000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284587,3954109,35.7074,-83.381103,Little Pigeon River Upper,Middle Prong Little Pigeon River,1687.616699,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890716000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,957916800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000002197518F41E054C0A6A70B62B4D84140,128032,0101000020110F0000643C7ADDE0BA61C19D74B847A73E5041,127595,>1m <=5m,ATBI DATABASE,,1446890712000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273426,3952788,35.692998,-83.503997,Le Conte Creek,,1766.957031,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890712000,GRSM,UNR,,9,,,Twin Creeks Trail,Cherokee Orchard Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926812800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000006BC8A941FEC54C00299BE5318D24140,128026,0101000020110F000047638C0EF5C461C1D61C3168BE375041,127589,>1m <=5m,ATBI DATABASE,,1446890708000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256487,3947503,35.641361,-83.689423,Little River-Crooked Creek,Middle Prong Little River,1349.121338,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890708000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187740800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,aerial net,No,day,cert,ATBI
0101000020E61000000B6DEA500EED54C0F4FA476AD7D34140,128024,0101000020110F00004430B4D0BFC561C151385CAE91395041,127587,>1m <=5m,ATBI DATABASE,,1446890707000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255209,3949053,35.655005,-83.703995,Little River-Crooked Creek,Ashley Branch,1186.603027,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890707000,GRSM,UNR,,10,,,Roundtop Trail,Tremont Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926640000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008EE7E258DFEF54C00563FFA768D14140,128022,0101000020110F00003E99ED2F24C861C16D7C8ED306375041,127585,>1m <=5m,ATBI DATABASE,,1446890706000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251165,3947055,35.635999,-83.748003,Little River-Crooked Creek,,1644.438721,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890706000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,588902400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,128027,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,127590,>1m <=5m,ATBI DATABASE,,1446890709000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890709000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958262400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E61000006109CC8CDCE654C043B76DD8A9D24140,128028,0101000020110F0000C26E0B067DC061C1FE56987C56385041,127591,>1m <=5m,ATBI DATABASE,,1446890709000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263946,3947795,35.645801,-83.607207,Little River-Goshen Prong,Kiver Branch,2606.37085,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890709000,GRSM,UNR,,1,,,Meigs Mountain Trail,Little River Gorge Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-676598400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000007DB0B066B8EE54C01A162CA093C84140,128023,0101000020110F000082F37DB029C761C11969D316CD2D5041,127586,>1m <=5m,ATBI DATABASE,,1446890706000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252583,3939354,35.566998,-83.730001,Abrams Creek Upper,Anthony Creek,4497.702637,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890706000,GRSM,UNR,,7,,,Bote Mountain Trail,Laurel Creek Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-999648000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000008A15A5EC03F154C0FE248CE02BCF4140,128020,0101000020110F0000690A51AC1CC961C1F9F0CC57B0345041,127583,>1m <=5m,ATBI DATABASE,,1446890705000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249493,3945161,35.61852,-83.76586,Abrams Creek Upper,Green Branch,3032.182129,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890705000,GRSM,UNR,,5,,,Scott Mountain Trail,Laurel Creek Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,610156800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000719B8D4EE3F554C0FBFC665808CC4140,128014,0101000020110F00008ADB4E1340CD61C1E22CCDF868315041,127578,>1m <=5m,ATBI DATABASE,,1446890702000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242517,3942637,35.593998,-83.841995,Abrams Creek Upper,Abrams Creek,1709.245605,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890702000,GRSM,UNR,,7,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Calycopis_cecrops,Calycopis  cecrops,6394,Red-banded Hairstreak,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1021939200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Lycaenidae,Lycaeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
