the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000001BD8515D1EE54C01C20AE62D2BC4140,205985,0101000020110F0000340414A73EC761C158F813F888215041,205736,>1m <=5m,ATBI DATABASE,,1446935367000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252164,3929169,35.475164,-83.731507,Hazel Creek,Shehan Branch,1749.216187,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446935367000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive West,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185235200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,black light trap, ,day,cert,Noctuidae
0101000020E610000071674525CCEE54C08CF4BDEE03BD4140,205986,0101000020110F00006B6259753AC761C11D9D5CA4BC215041,205737,>1m <=5m,ATBI DATABASE,,1446935367000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252196,3929336,35.476676,-83.731206,Hazel Creek,Hickory Bottom Branch,1810.999878,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446935367000,GRSM,UNR,,3,,,Lakeshore Trail,Lakeview Drive West,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,black light trap, ,day,cert,Noctuidae
0101000020E61000008DBA5C18D7DB54C004EED970E1BA4140,206002,0101000020110F00001050DAC220B761C1A6539AC1821F5041,205753,>1m <=5m,ATBI DATABASE,,1446935377000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279031,3926782,35.459998,-83.434999,Deep Creek,,1836.47522,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446935377000,GRSM,UNR,,5,,,Noland Divide Trail,Deep Creek Campground Loop 1,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000031D774CD9CCD54C08BC069E511E34140,206023,0101000020110F00008A7D635C0BAB61C1543A56917F495041,205774,>1m <=5m,ATBI DATABASE,,1446935390000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299992,3961138,35.773977,-83.212691,Cosby Creek,Cosby Creek,1818.857422,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935390000,GRSM,UNR,,4,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,black light trap, ,day,cert,Noctuidae
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,206022,0101000020110F000042805D891DAB61C127EC9D93094A5041,205773,>1m <=5m,ATBI DATABASE,,1446935389000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935389000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000036EB29C570CD54C0AD2C247C89E14140,206025,0101000020110F0000DDB1D3F6E5AA61C1A9027DD2E4475041,205776,>1m <=5m,ATBI DATABASE,,1446935391000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300205,3959804,35.762001,-83.210004,Cosby Creek,Cosby Creek,2040.874756,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935391000,GRSM,UNR,,5,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,995155200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000217D47AB3FCD54C03EF9D9A727E04140,206027,0101000020110F00005C573843BCAA61C1AF4FAA8372465041,205778,>1m <=5m,ATBI DATABASE,,1446935392000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300449,3958600,35.751203,-83.207007,Cosby Creek,,2392.250244,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935392000,GRSM,UNR,,6,,,Cosby Horse Trail,Cosby Campground Road B,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000FDAEC674E9C654C029EBFAAFBAD94140,206030,0101000020110F0000A12F43845AA561C1ED1B6B98B93F5041,205781,>1m <=5m,ATBI DATABASE,,1446935393000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309283,3952834,35.701003,-83.107995,Cold Springs Creek-Pigeon River,Gilliland Creek,4465.300781,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935393000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,616809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000005FE1185AC1C654C0E62127E17CD94140,206032,0101000020110F0000F1D0C47438A561C1CCC46FF4783F5041,205783,>1m <=5m,ATBI DATABASE,,1446935394000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309500,3952620,35.699117,-83.105547,Lower Cataloochee Creek,,4020.623291,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935394000,GRSM,UNR,,6,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,616809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000B9556BBC0FCD54C0C33528AEEBDF4140,206028,0101000020110F00004929938D93AA61C1905930C033465041,205779,>1m <=5m,ATBI DATABASE,,1446935392000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300709,3958391,35.749373,-83.204081,Cosby Creek,Cosby Creek,2450.387451,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935392000,GRSM,UNR,,3,,,Low Gap Trail Access,Cosby Campground Road B,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D116F6052BC754C0D16D032321D04140,206029,0101000020110F000012EDEC3392A561C1776BCD97B0355041,205780,>1m <=5m,ATBI DATABASE,,1446935393000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308742,3944522,35.626004,-83.111997,Upper Cataloochee Creek,Palmer Creek,2738.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935393000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Lithacodes_fasciola,Lithacodes  fasciola,23047,Yellow-shouldered Slug Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964310400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Zygaenoidea,Limacodidae, ,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
