the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000051F392550AEF54C0E666B9259FB94140,190950,0101000020110F000056A977466FC761C18551B8B8321E5041,190665,>1m <=5m,ATBI DATABASE,,1446926675000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,251770,3926404,35.450162,-83.735002,Lower Fontana Lake-Little Tennessee River,,1737.359253,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926675000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090368000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E6100000A78E040330EE54C0AC76520165BC4140,190952,0101000020110F0000DCB799DAB5C661C17FE82CE616215041,190667,>1m <=5m,ATBI DATABASE,,1446926676000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253046,3928774,35.471826,-83.721676,Hazel Creek,Hazel Creek,1918.112427,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926676000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090368000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E610000071674525CCEE54C08CF4BDEE03BD4140,190951,0101000020110F00006B6259753AC761C11D9D5CA4BC215041,190666,>1m <=5m,ATBI DATABASE,,1446926676000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252196,3929336,35.476676,-83.731206,Hazel Creek,Hickory Bottom Branch,1810.999878,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926676000,GRSM,UNR,,3,,,Lakeshore Trail,Lakeview Drive West,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E61000001F614BA1E9E654C064C7C59F88B84140,190954,0101000020110F000051B1EC2188C061C13B0B395B101D5041,190669,>1m <=5m,ATBI DATABASE,,1446926678000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263274,3925149,35.441663,-83.608006,Lower Fontana Lake-Little Tennessee River,Poplar Pole Branch,1961.320557,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926678000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E6100000E28FE4EACEE354C08A976A10EDBB4140,190955,0101000020110F0000B7ECD42EE5BD61C10D8E34D299205041,190670,>1m <=5m,ATBI DATABASE,,1446926678000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267754,3927974,35.468165,-83.5595,Forney Creek,Gray Wolf Creek,2105.979492,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926678000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E610000085DB2B9D16D154C0DC7E770705E24140,190979,0101000020110F0000E2B4F613FFAD61C1D84CCD2166485041,190694,>1m <=5m,ATBI DATABASE,,1446926693000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295061,3960340,35.765772,-83.267001,Cosby Creek,Buckeye Creek,1983.60083,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446926693000,GRSM,UNR,,10,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E610000095E7C94EA2CD54C09DA6BC4E11E24140,190981,0101000020110F000080C1550910AB61C1822DD9FB72485041,190696,>1m <=5m,ATBI DATABASE,,1446926694000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299942,3960270,35.766146,-83.213028,Cosby Creek,Fletcher Spring Branch,1935.457642,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446926694000,GRSM,UNR,,4,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E61000002D552FE0A1CD54C0F33F4FBCB0E14140,190980,0101000020110F0000582E66AB0FAB61C1956F6AE70D485041,190695,>1m <=5m,ATBI DATABASE,,1446926694000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299937,3959943,35.763199,-83.213001,Cosby Creek,Fletcher Spring Branch,2035.18103,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446926694000,GRSM,UNR,,6,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000000D54124E75CD54C0044EFF31ABE04140,190982,0101000020110F0000354DC9D0E9AA61C1EF6E972CFC465041,190697,>1m <=5m,ATBI DATABASE,,1446926694000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300163,3959052,35.755218,-83.210281,Cosby Creek,,2258.904297,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446926694000,GRSM,UNR,,7,,,Gabes Mountain Trail,Cosby Campground Road A,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185667200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000B9556BBC0FCD54C0C33528AEEBDF4140,190983,0101000020110F00004929938D93AA61C1905930C033465041,190698,>1m <=5m,ATBI DATABASE,,1446926695000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300709,3958391,35.749373,-83.204081,Cosby Creek,Cosby Creek,2450.387451,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446926695000,GRSM,UNR,,3,,,Low Gap Trail Access,Cosby Campground Road B,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D116F6052BC754C0D16D032321D04140,190985,0101000020110F000012EDEC3392A561C1776BCD97B0355041,190700,>1m <=5m,ATBI DATABASE,,1446926696000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308742,3944522,35.626004,-83.111997,Upper Cataloochee Creek,Palmer Creek,2738.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446926696000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Idia_lubricalis,Idia  lubricalis,20655,Glossy Black Idia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Herminiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
