the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000031678B3EFBF754C0132480ECCCBB4140,127437,0101000020110F0000BDC84D3F07CF61C1EF80244E78205041,127022,>1m <=5m,ATBI DATABASE,,1446890388000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239142,3928653,35.467184,-83.874706,Lake Cheoah-Little Tennessee River,Twentymile Creek,1670.58252,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890388000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000031E733E2FAF754C0116CE5F0CCBB4140,127438,0101000020110F0000D6BFE0F006CF61C14FF0B95278205041,127023,>1m <=5m,ATBI DATABASE,,1446890388000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239144,3928653,35.467185,-83.874684,Lake Cheoah-Little Tennessee River,Twentymile Creek,1670.58252,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890388000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000004D016992E7F754C09336925AE1BB4140,127439,0101000020110F000014041D8AF6CE61C1B2050B9C8D205041,127024,>1m <=5m,ATBI DATABASE,,1446890389000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239253,3928719,35.467808,-83.873505,Lake Cheoah-Little Tennessee River,Twentymile Creek,1584.466675,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890389000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A78E040330EE54C0AC76520165BC4140,127455,0101000020110F0000DCB799DAB5C661C17FE82CE616215041,127040,>1m <=5m,ATBI DATABASE,,1446890397000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253046,3928774,35.471826,-83.721676,Hazel Creek,Hazel Creek,1918.112427,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890397000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087171200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E610000071674525CCEE54C08CF4BDEE03BD4140,127454,0101000020110F00006B6259753AC761C11D9D5CA4BC215041,127039,>1m <=5m,ATBI DATABASE,,1446890397000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252196,3929336,35.476676,-83.731206,Hazel Creek,Hickory Bottom Branch,1810.999878,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890397000,GRSM,UNR,,3,,,Lakeshore Trail,Lakeview Drive West,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000051D96CEF3ED54C0EC5F7D2F4ABC4140,127457,0101000020110F0000004FD1B882C661C1F4AD28EEFA205041,127042,>1m <=5m,ATBI DATABASE,,1446890399000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253377,3928674,35.471007,-83.718002,Hazel Creek,Hazel Creek,1753.534302,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890399000,GRSM,UNR,,6,,,Hazel Creek Trail,Lakeview Drive West,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000C26E758C8DE054C03507B10845BD4140,127467,0101000020110F00007510096721BB61C1D116C28900225041,127052,>1m <=5m,ATBI DATABASE,,1446890404000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272400,3929020,35.478662,-83.508635,Noland Creek,,2158.931152,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890404000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,618710400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000E28FE4EACEE354C08A976A10EDBB4140,127463,0101000020110F0000B7ECD42EE5BD61C10D8E34D299205041,127048,>1m <=5m,ATBI DATABASE,,1446890402000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267754,3927974,35.468165,-83.5595,Forney Creek,Gray Wolf Creek,2105.979492,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890402000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E6100000F513D8E040E354C09DA4B74748BA4140,127464,0101000020110F00004D44888C6CBD61C12712720FE31E5041,127049,>1m <=5m,ATBI DATABASE,,1446890403000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268504,3926529,35.455324,-83.550831,Fontana Lake-Tuckasegee River,Goldmine Branch,1920.431763,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446890403000,GRSM,UNR,,7,,,Goldmine Loop Trail,Lakeview Drive East Parking #4,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E61000003FC5887CEBCD54C015D7ECD9D7E34140,127489,0101000020110F00003D36E92F4EAB61C1E16B92CB4E4A5041,127074,>1m <=5m,ATBI DATABASE,,1446890419000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299573,3961818,35.780018,-83.217494,Cosby Creek,Fletcher Spring Branch,1695.348633,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890419000,GRSM,UNR,,7,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087776000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,127491,0101000020110F000042805D891DAB61C127EC9D93094A5041,127076,>1m <=5m,ATBI DATABASE,,1446890420000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890420000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Callopistria_mollissima,Callopistria  mollissima,6223,Pink-shaded Fern Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993427200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
