the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000034EE7ABAF1DA54C0D4815F3CA6BB4140,208470,0101000020110F00005CB4BCF55DB661C11D4C44F64F205041,208298,>1m <=5m,ATBI DATABASE,,1446936815000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280318,3927417,35.466004,-83.421,Deep Creek,Tom Branch,2149.892578,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446936815000,GRSM,UNR,,2,,,Wiggins-Watson-Toms Branch Cemetery Access,Tom Branch Road,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000008DBA5C18D7DB54C004EED970E1BA4140,208466,0101000020110F00001050DAC220B761C1A6539AC1821F5041,208294,>1m <=5m,ATBI DATABASE,,1446936813000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279031,3926782,35.459998,-83.434999,Deep Creek,,1836.47522,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446936813000,GRSM,UNR,,5,,,Noland Divide Trail,Deep Creek Campground Loop 1,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000329504FC68D054C03BF524979CE24140,208506,0101000020110F00009BA2489D6BAD61C198CA54C604495041,208334,>1m <=5m,ATBI DATABASE,,1446936839000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296031,3960831,35.770397,-83.256404,Cosby Creek,Cricket Branch,2054.198975,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446936839000,GRSM,UNR,,7,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993427200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,208513,0101000020110F000042805D891DAB61C127EC9D93094A5041,208341,>1m <=5m,ATBI DATABASE,,1446936843000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446936843000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000036EB29C570CD54C0AD2C247C89E14140,208515,0101000020110F0000DDB1D3F6E5AA61C1A9027DD2E4475041,208343,>1m <=5m,ATBI DATABASE,,1446936844000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300205,3959804,35.762001,-83.210004,Cosby Creek,Cosby Creek,2040.874756,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446936844000,GRSM,UNR,,5,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000002D552FE0A1CD54C0F33F4FBCB0E14140,208514,0101000020110F0000582E66AB0FAB61C1956F6AE70D485041,208342,>1m <=5m,ATBI DATABASE,,1446936843000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299937,3959943,35.763199,-83.213001,Cosby Creek,Fletcher Spring Branch,2035.18103,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446936843000,GRSM,UNR,,6,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000793E332304CE54C0CC4F14625AE44140,208509,0101000020110F000033C08F1F63AB61C184E32A73D74A5041,208337,>1m <=5m,ATBI DATABASE,,1446936841000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299447,3962263,35.784001,-83.218999,Cosby Creek,Cosby Creek,1650.478271,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446936841000,GRSM,UNR,,8,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B9556BBC0FCD54C0C33528AEEBDF4140,208518,0101000020110F00004929938D93AA61C1905930C033465041,208346,>1m <=5m,ATBI DATABASE,,1446936845000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300709,3958391,35.749373,-83.204081,Cosby Creek,Cosby Creek,2450.387451,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446936845000,GRSM,UNR,,3,,,Low Gap Trail Access,Cosby Campground Road B,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D116F6052BC754C0D16D032321D04140,208521,0101000020110F000012EDEC3392A561C1776BCD97B0355041,208349,>1m <=5m,ATBI DATABASE,,1446936847000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308742,3944522,35.626004,-83.111997,Upper Cataloochee Creek,Palmer Creek,2738.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446936847000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,969321600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008D94442EACC454C037E70A3D02CB4140,208536,0101000020110F00008A1D37A273A361C1C551E73A57305041,208364,>1m <=5m,ATBI DATABASE,,1446936854000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446936854000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000D5D00E27AC454C0110D2FE1C0CA4140,208542,0101000020110F0000E0AAD1C349A361C167A168F912305041,208370,>1m <=5m,ATBI DATABASE,,1446936857000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312448,3939782,35.584004,-83.069996,Lower Johnathans Creek,Beantown Creek,4682.922852,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446936857000,GRSM,UNR,,4,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Macaria_fissinotata,Macaria  fissinotata,23607,Hemlock Angle Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1182038400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,at light, , ,cert,ATBI Lepidoptera TWiG
