the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000F5ABAB285CE654C043561AA549C04140,181043,0101000020110F0000407222FB0FC061C120EAC57126255041,180556,>1m <=5m,ATBI DATABASE,,1446920880000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264235,3931849,35.502241,-83.599371,Forney Creek,,4377.631836,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920880000,GRSM,UNR,,7,,,Bear Creek Trail,Lakeview Drive East Parking #4,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866160000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000000DDD06F7DBE654C0EB72B6FF0FC24140,181040,0101000020110F00002243D8867CC061C1D58F307D00275041,180553,>1m <=5m,ATBI DATABASE,,1446920878000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263568,3933406,35.516106,-83.607172,Hazel Creek,Hawk Ridge Branch,4778.848145,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920878000,GRSM,UNR,,6,,,Welch Ridge Trail,Lakeview Drive East Parking #4,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000006D62A2705E554C09B749C61FEC44140,181052,0101000020110F000026EF7EAAECBE61C191C712920F2A5041,180565,>1m <=5m,ATBI DATABASE,,1446920885000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266241,3935878,35.539006,-83.578435,Forney Creek,Yanu Branch,4655.645996,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920885000,GRSM,UNR,,7,,,Welch Ridge Trail,Clingmans Dome Road Parking #3,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000002CA58CD10E554C0DFE19699D6C44140,181050,0101000020110F00001307438FF6BE61C17060D40CE6295041,180563,>1m <=5m,ATBI DATABASE,,1446920883000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266173,3935745,35.537792,-83.579146,Forney Creek,Yanu Branch,4535.199219,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920883000,GRSM,UNR,,6,,,Jonas Creek Trail,Clingmans Dome Road Parking #3,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000A062306D62E454C049D8DD5A2BC44140,181058,0101000020110F0000EF9B5C7662BE61C145546A5333295041,180571,>1m <=5m,ATBI DATABASE,,1446920888000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267123,3935140,35.532566,-83.568503,Forney Creek,Yanu Branch,3921.043457,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920888000,GRSM,UNR,,3,,,Jonas Creek Trail,Clingmans Dome Road Parking #3,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009965ECD7FFE454C0F5C98B05ABC44140,181053,0101000020110F000094ED1628E8BE61C1E51D4191B8295041,180566,>1m <=5m,ATBI DATABASE,,1446920885000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266263,3935595,35.536462,-83.578111,Forney Creek,Yanu Branch,4421.943848,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920885000,GRSM,UNR,,7,,,Jonas Creek Trail,Clingmans Dome Road Parking #3,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000071FE6830F4EA54C014017B4A23C54140,180990,0101000020110F000032C5A9C8F6C361C1F35C2B18362A5041,180503,>1m <=5m,ATBI DATABASE,,1446920850000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,257837,3936227,35.540133,-83.67115,Hazel Creek,Defeat Branch,2853.857666,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920850000,GRSM,UNR,,8,,,Bone Valley Trail,Upper Tremont Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000969FB46D21EB54C04C1C9951B0C24140,180989,0101000020110F00001038A9341DC461C1A2FFBCC6A7275041,180502,>1m <=5m,ATBI DATABASE,,1446920849000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,257529,3934111,35.520999,-83.673911,Hazel Creek,Big Flats Branch,2746.29834,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920849000,GRSM,UNR,,4,,,Bone Valley Trail,Upper Tremont Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089072000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006E21F00997ED54C074451285E2C34140,180978,0101000020110F0000334515EF33C661C1AD472750E7285041,180492,>1m <=5m,ATBI DATABASE,,1446920843000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254072,3935243,35.530344,-83.71234,Hazel Creek,Haw Gap Branch,3385.761719,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920843000,GRSM,UNR,,6,,,Jenkins Ridge Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DAD733E475ED54C0CC06684E23C14140,180983,0101000020110F0000E52F25C817C661C15F624B8709265041,180496,>1m <=5m,ATBI DATABASE,,1446920846000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254190,3932857,35.508883,-83.710316,Hazel Creek,Little Fork,2925.684326,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920846000,GRSM,UNR,,7,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000001AFEDF26FED54C0AC8098172FC14140,180984,0101000020110F0000FE7020BC12C661C110CD3CD315265041,180497,>1m <=5m,ATBI DATABASE,,1446920846000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254224,3932896,35.509243,-83.709954,Hazel Creek,Little Fork,2878.84668,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920846000,GRSM,UNR,,5,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000017B4BEB8DCED54C0238591E28CC64140,180976,0101000020110F0000D860961D6FC661C10C4BDB87AF2B5041,180490,>1m <=5m,ATBI DATABASE,,1446920842000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253750,3937564,35.551168,-83.716593,Eagle Creek,,4838.719238,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920842000,GRSM,UNR,,2,,,Jenkins Ridge Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866678400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004BE2B9B2FCED54C057DA8885ACC64140,180973,0101000020110F0000CC9CF1458AC661C1ECAE498ED02B5041,180487,>1m <=5m,ATBI DATABASE,,1446920840000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253576,3937676,35.552133,-83.718544,Eagle Creek,,4819.788086,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920840000,GRSM,UNR,,6,,,Jenkins Ridge Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866678400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000665428F1EAED54C06AB48C3CDFC64140,180974,0101000020110F00006E1764317BC661C1B196577F052C5041,180488,>1m <=5m,ATBI DATABASE,,1446920841000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253679,3937845,35.553681,-83.717461,Eagle Creek,,4819.583008,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920841000,GRSM,UNR,,6,,,Jenkins Ridge Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866678400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000085214C33D8ED54C0E54F9C2F78C74140,180977,0101000020110F0000F51C91466BC661C10CA5262BA52C5041,180491,>1m <=5m,ATBI DATABASE,,1446920843000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253797,3938360,35.558348,-83.716317,Eagle Creek,,4745.462891,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920843000,GRSM,UNR,,9,,,Jenkins Ridge Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866678400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000002D0CDA327EE54C0DDD543E5F3C74140,180972,0101000020110F0000D5465EBEAEC661C12F505552262D5041,180486,>1m <=5m,ATBI DATABASE,,1446920840000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253369,3938791,35.562124,-83.721165,Eagle Creek,,4965.939453,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920840000,GRSM,UNR,,5,,,Jenkins Ridge Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866678400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000009201F6E13EF54C05B8A830271C74140,180957,0101000020110F000085851A0077C761C1B71C44AD9D2C5041,180472,>1m <=5m,ATBI DATABASE,,1446920832000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252052,3938384,35.558129,-83.735557,Eagle Creek,Spence Cabin Branch,4371.519531,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920832000,GRSM,UNR,,4,,,Eagle Creek Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090886400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F360D4B315EF54C04B86E01B77C74140,180956,0101000020110F0000E8FD25EE78C761C1C89A4A0BA42C5041,180471,>1m <=5m,ATBI DATABASE,,1446920831000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252040,3938405,35.558316,-83.735696,Eagle Creek,Spence Cabin Branch,4383.408203,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920831000,GRSM,UNR,,4,,,Eagle Creek Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090886400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000007275CB6411EF54C0B1D8EC6983C74140,180959,0101000020110F00005B2F574575C761C18379E0E3B02C5041,180473,>1m <=5m,ATBI DATABASE,,1446920832000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252065,3938446,35.558691,-83.735433,Eagle Creek,Spence Cabin Branch,4400.225098,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920832000,GRSM,UNR,,6,,,Eagle Creek Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090886400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B1902317A8EE54C0ADB1D62031C84140,180968,0101000020110F000021EB31D61BC761C1AC5A3D40662D5041,180482,>1m <=5m,ATBI DATABASE,,1446920837000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252664,3939018,35.563992,-83.729005,Eagle Creek,Anthony Creek,4935.576172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920837000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000A3790544F6EE54C0F2813B55E0C94140,180962,0101000020110F00008C71243B5EC761C19136CF7C282F5041,180476,>1m <=5m,ATBI DATABASE,,1446920834000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252272,3940490,35.577152,-83.733777,Abrams Creek Upper,,3928.789551,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920834000,GRSM,UNR,,6,,,Bote Mountain Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969321600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AB27499097EF54C0B352683078CA4140,180955,0101000020110F000078EBAC38E7C761C10F475010C72F5041,180470,>1m <=5m,ATBI DATABASE,,1446920831000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251394,3941029,35.581786,-83.743622,Abrams Creek Upper,Anthony Creek,3063.949951,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920831000,GRSM,UNR,,9,,,Anthony Creek Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090886400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000041F640DF01EF54C04E0E067BACCA4140,180961,0101000020110F0000CA669C1668C761C1C7D6DDABFD2F5041,180475,>1m <=5m,ATBI DATABASE,,1446920833000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252227,3941183,35.583382,-83.734485,Little River-Crooked Creek,,3681.837891,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920833000,GRSM,UNR,,6,,,Bote Mountain Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834364800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000A1B8B31408EF54C07B3652864FCB4140,180960,0101000020110F00004AA5875C6DC761C172DAB8F1A7305041,180474,>1m <=5m,ATBI DATABASE,,1446920833000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252208,3941736,35.588358,-83.734864,Little River-Crooked Creek,Laurel Cove Creek,3420.552734,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920833000,GRSM,UNR,,9,,,Bote Mountain Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834364800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004158DFB6F2EE54C03900FC0223CB4140,180963,0101000020110F0000A27A00375BC761C1D340E47479305041,180477,>1m <=5m,ATBI DATABASE,,1446920834000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252322,3941582,35.586999,-83.73356,Little River-Crooked Creek,West Prong Little River,3496.272949,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920834000,GRSM,UNR,,8,,,Bote Mountain Trail,Laurel Creek Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834364800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000C69DB46BA0E854C0B44D7C85EAC84140,181013,0101000020110F00006D922DCCFCC161C1734A52D1272E5041,180526,>1m <=5m,ATBI DATABASE,,1446920863000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261222,3939413,35.56965,-83.634787,Little River-Crooked Creek,Walkers Creek,4918.841309,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920863000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B2D46B94A4E854C0C39882A2EAC84140,181011,0101000020110F000032FE705400C261C17971A0EF272E5041,180524,>1m <=5m,ATBI DATABASE,,1446920862000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261199,3939414,35.569654,-83.635041,Little River-Crooked Creek,Walkers Creek,4895.308105,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920862000,GRSM,UNR,,6,,,Appalachian Trail,Upper Tremont Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000518727E4B8E854C08219FDAFCDC84140,181004,0101000020110F0000EB8F939411C261C10A3229B6092E5041,180517,>1m <=5m,ATBI DATABASE,,1446920858000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261084,3939319,35.56877,-83.636281,Little River-Crooked Creek,,4772.20459,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920858000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898732800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AD80787994E854C09491646AD3C84140,181014,0101000020110F00000977D1A6F2C161C13C2841B10F2E5041,180527,>1m <=5m,ATBI DATABASE,,1446920864000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261286,3939333,35.568945,-83.634058,Hazel Creek,Walkers Creek,4894.103516,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446920864000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898732800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000015A131C3C1E854C0769433B605C94140,181003,0101000020110F0000CEF55E1D19C261C100D33635442E5041,180516,>1m <=5m,ATBI DATABASE,,1446920857000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261040,3939510,35.57048,-83.636822,Little River-Crooked Creek,,4755.454102,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446920857000,GRSM,UNR,,2,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Hamamelis_virginiana,Hamamelis  virginiana,18294,American Witch-hazel,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898732800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
